Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.76,0.67,0.62,0.81,*,-,*,*,0.47,0.79,0.66,0.67,0.54
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.79,0.83,0.74,0.81,-,*,-,*,0.71,0.82,0.72,0.70,0.68
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.40,0.17,0.29,0.45,*,-,*,*,0.25,0.44,0.29,0.25,0.31
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.33,0.50,0.33,0.33,-,*,-,*,0.35,0.35,0.27,0.23,0.25
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.25,0.00,0.13,0.31,*,-,*,*,0.09,0.28,0.17,0.13,0.12
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.19,0.33,0.17,0.19,-,*,-,*,0.24,0.20,0.14,0.13,0.11
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.66,0.17,0.59,0.71,*,-,*,*,0.56,0.71,0.53,0.52,0.42
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.75,0.67,0.74,0.75,-,*,-,*,0.68,0.78,0.67,0.69,0.64
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.34,0.17,0.22,0.39,*,-,*,*,0.22,0.41,0.18,0.19,0.23
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.37,0.67,0.31,0.38,-,*,-,*,0.37,0.37,0.35,0.25,0.18
