Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.95,1.00,0.98,*,-,*,-,*,*,0.92,1.00,0.93,0.90
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.94,0.80,0.94,1.00,-,*,-,-,*,0.94,0.93,0.97,1.00
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.65,0.63,0.70,*,-,*,-,*,*,0.60,0.76,0.68,0.72
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.54,0.40,0.50,1.00,-,*,-,-,*,0.59,0.48,0.55,0.46
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.41,0.50,0.43,*,-,*,-,*,*,0.36,0.52,0.39,0.31
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.35,0.20,0.31,1.00,-,*,-,-,*,0.32,0.38,0.26,0.15
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.85,1.00,0.84,*,-,*,-,*,*,0.83,0.88,0.86,0.76
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.94,0.80,0.95,1.00,-,*,-,-,*,0.97,0.91,0.97,0.94
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.55,0.63,0.56,*,-,*,-,*,*,0.49,0.68,0.54,0.48
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.54,0.60,0.54,0.60,-,*,-,-,*,0.63,0.44,0.61,0.47
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.27,0.13,0.30,*,-,*,-,*,*,0.21,0.40,0.21,0.28
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.21,0.40,0.19,0.40,-,*,-,-,*,0.26,0.16,0.27,0.18
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.95,*,0.94,1.00,-,*,-,-,0.71,0.97,0.92,0.93,0.92
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.89,1.00,0.89,*,-,-,-,-,*,-,0.89,0.89,0.88
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.61,*,0.61,0.40,-,*,-,-,0.14,0.63,0.59,0.61,0.60
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.58,0.50,0.60,*,-,-,-,-,*,-,0.58,0.54,0.50
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.24,*,0.24,0.40,-,*,-,-,0.00,0.29,0.21,0.23,0.24
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.15,0.17,0.15,*,-,-,-,-,*,-,0.15,0.11,0.13
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.77,*,0.75,1.00,-,*,-,-,0.57,0.77,0.77,0.77,0.72
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.86,0.83,0.87,*,-,*,-,*,0.67,-,0.86,0.74,0.82
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.28,*,0.28,0.20,-,*,-,-,0.00,0.29,0.28,0.26,0.24
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.56,0.67,0.55,*,-,*,-,*,0.50,-,0.56,0.52,0.50
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.12,*,0.13,0.00,-,*,-,-,0.00,0.11,0.13,0.11,0.16
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.19,0.17,0.19,*,-,*,-,*,0.00,-,0.19,0.26,0.14
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.97,0.90,0.98,-,-,*,-,*,0.86,0.97,0.97,0.96,1.00
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.95,1.00,0.94,*,-,*,-,-,0.80,-,0.95,1.00,1.00
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.62,0.40,0.70,-,-,*,-,*,0.29,0.63,0.62,0.60,0.60
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.64,0.67,0.66,*,-,*,-,-,0.20,-,0.64,0.79,0.91
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.29,0.20,0.32,-,-,*,-,*,0.00,0.23,0.33,0.30,0.30
