Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.80,0.73,0.80,0.83,*,0.93,-,0.79,0.45,0.81,0.75,0.79,0.82
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.78,0.68,0.78,0.82,*,0.94,*,0.89,0.50,0.79,0.76,0.77,0.80
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.42,0.31,0.42,0.45,*,0.65,-,0.47,0.22,0.43,0.38,0.40,0.46
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.40,0.28,0.40,0.49,*,0.60,*,0.43,0.29,0.41,0.35,0.37,0.42
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.23,0.14,0.23,0.23,*,0.46,-,0.37,0.05,0.24,0.20,0.22,0.25
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.19,0.15,0.19,0.25,*,0.35,*,0.36,0.06,0.20,0.18,0.18,0.20
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.78,0.67,0.78,0.83,*,0.94,-,0.79,0.49,0.79,0.75,0.77,0.82
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.78,0.68,0.78,0.84,*,0.93,*,0.72,0.53,0.79,0.73,0.77,0.82
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.41,0.28,0.40,0.56,*,0.79,-,0.53,0.25,0.42,0.35,0.39,0.45
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.40,0.28,0.39,0.46,*,0.75,*,0.41,0.32,0.41,0.34,0.38,0.44
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.17,0.11,0.16,0.26,*,0.49,-,0.21,0.08,0.18,0.13,0.16,0.20
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.16,0.12,0.15,0.17,*,0.39,*,0.10,0.09,0.16,0.13,0.15,0.17
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.77,0.70,0.77,0.82,-,0.97,*,0.81,0.45,0.78,0.72,0.76,0.75
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.71,0.66,0.71,0.78,0.57,0.83,-,0.83,0.45,0.73,0.65,0.69,0.70
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.41,0.35,0.40,0.52,-,0.73,*,0.46,0.25,0.42,0.37,0.39,0.38
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.41,0.35,0.40,0.55,0.29,0.60,-,0.67,0.30,0.42,0.37,0.38,0.37
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.17,0.16,0.16,0.30,-,0.38,*,0.27,0.07,0.17,0.17,0.16,0.15
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.19,0.16,0.18,0.26,0.00,0.37,-,0.42,0.10,0.20,0.16,0.16,0.17
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.75,0.63,0.75,0.80,-,0.93,*,0.88,0.45,0.77,0.68,0.74,0.79
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.77,0.66,0.78,0.78,0.57,0.92,-,0.88,0.51,0.79,0.70,0.76,0.81
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.40,0.30,0.39,0.47,-,0.78,*,0.35,0.28,0.42,0.35,0.39,0.45
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.43,0.32,0.43,0.52,0.14,0.74,-,0.63,0.32,0.46,0.36,0.41,0.46
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.18,0.12,0.18,0.21,-,0.51,*,0.19,0.11,0.19,0.15,0.17,0.20
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.20,0.14,0.19,0.26,0.14,0.53,-,0.33,0.11,0.21,0.17,0.18,0.21
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.84,0.77,0.84,0.88,0.86,0.92,*,1.00,0.55,0.85,0.80,0.83,0.83
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.79,0.73,0.78,0.89,*,0.97,0.60,0.94,0.52,0.81,0.73,0.77,0.77
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.47,0.41,0.45,0.59,0.43,0.75,*,0.72,0.31,0.48,0.41,0.43,0.42
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.45,0.42,0.43,0.60,*,0.80,0.60,0.64,0.28,0.47,0.37,0.42,0.41
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.21,0.19,0.20,0.35,0.00,0.44,*,0.56,0.08,0.23,0.17,0.19,0.18
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2018,0.26,0.27,0.18,0.19,0.17,0.31,*,0.41,0.40,0.33,0.09,0.20,0.14,0.16,0.16
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,0.90,0.89,0.87,0.79,0.88,0.90,1.00,0.97,*,1.00,0.68,0.89,0.83,0.86,0.89
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,0.91,0.90,0.88,0.82,0.88,0.91,*,0.99,1.00,0.91,0.68,0.90,0.83,0.87,0.88
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.58,0.59,0.48,0.36,0.47,0.57,0.14,0.80,*,0.78,0.34,0.50,0.42,0.45,0.48
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,0.58,0.58,0.48,0.42,0.47,0.54,*,0.87,0.80,0.61,0.33,0.51,0.39,0.46,0.47
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.36,0.38,0.25,0.17,0.24,0.32,0.00,0.63,*,0.50,0.15,0.26,0.21,0.23,0.25
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,0.30,0.31,0.20,0.12,0.19,0.29,*,0.58,0.60,0.27,0.12,0.22,0.14,0.18,0.21
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,0.75,0.75,0.73,0.65,0.73,0.82,0.71,0.91,-,1.00,0.47,0.75,0.68,0.71,0.71
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,0.76,0.76,0.75,0.66,0.75,0.85,*,0.96,0.80,0.84,0.53,0.78,0.67,0.73,0.76
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.49,0.50,0.44,0.32,0.43,0.61,0.29,0.77,-,0.78,0.31,0.46,0.37,0.41,0.42
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,0.41,0.42,0.35,0.25,0.34,0.50,*,0.77,0.40,0.53,0.27,0.37,0.28,0.33,0.33
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2019,0.24,0.25,0.19,0.10,0.17,0.31,0.00,0.49,-,0.56,0.12,0.20,0.14,0.16,0.17
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2018,0.17,0.18,0.11,0.06,0.10,0.17,*,0.35,0.20,0.16,0.08,0.11,0.09,0.10,0.11
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,0.68,0.69,0.66,0.64,0.64,0.77,*,0.90,*,0.90,0.37,0.68,0.59,0.64,0.62
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,0.69,0.71,0.65,0.56,0.64,0.77,*,0.91,*,0.65,0.33,0.67,0.57,0.62,0.63
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,0.37,0.38,0.31,0.34,0.28,0.45,*,0.69,*,0.45,0.20,0.33,0.22,0.29,0.27
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,0.39,0.41,0.31,0.22,0.29,0.48,*,0.70,*,0.35,0.20,0.33,0.25,0.28,0.28
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2019,0.18,0.19,0.12,0.16,0.10,0.20,*,0.35,*,0.16,0.06,0.13,0.09,0.11,0.10
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2018,0.19,0.20,0.14,0.09,0.12,0.29,*,0.34,*,0.08,0.09,0.15,0.10,0.11,0.11
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.81,0.81,0.73,0.66,0.73,0.82,-,0.93,*,0.96,0.53,0.75,0.68,0.72,0.72
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,0.77,0.78,0.68,0.62,0.68,0.74,*,0.91,*,0.73,0.51,0.69,0.65,0.67,0.69
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.47,0.48,0.26,0.23,0.25,0.33,-,0.70,*,0.40,0.23,0.27,0.23,0.25,0.25
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,0.44,0.46,0.22,0.16,0.20,0.33,*,0.65,*,0.14,0.25,0.21,0.22,0.20,0.22
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.21,0.22,0.06,0.03,0.05,0.09,-,0.43,*,0.12,0.09,0.05,0.06,0.05,0.05
Pasadena_ISD_Grade 6 Mathematics,Pasadena_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,0.18,0.20,0.04,0.02,0.04,0.04,*,0.30,*,0.05,0.10,0.04,0.06,0.04,0.05
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.76,0.77,0.74,0.63,0.74,0.83,*,0.94,*,0.82,0.36,0.76,0.68,0.72,0.73
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,0.74,0.76,0.71,0.65,0.70,0.79,*,0.93,*,0.77,0.37,0.73,0.64,0.69,0.69
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.49,0.51,0.43,0.32,0.41,0.58,*,0.80,*,0.55,0.24,0.44,0.36,0.40,0.40
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,0.48,0.50,0.43,0.31,0.42,0.57,*,0.71,*,0.50,0.25,0.45,0.34,0.40,0.40
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.29,0.31,0.23,0.15,0.21,0.35,*,0.67,*,0.32,0.10,0.25,0.18,0.21,0.22
Pasadena_ISD_Grade 7 Reading,Pasadena_ISD,Grade 7 Reading,At Masters Grade Level,2018,0.29,0.30,0.24,0.17,0.22,0.37,*,0.51,*,0.41,0.10,0.26,0.17,0.21,0.21
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.77,0.76,0.67,0.75,0.81,*,0.97,*,0.80,0.46,0.77,0.69,0.74,0.76
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,0.72,0.75,0.71,0.63,0.70,0.81,*,0.91,-,0.70,0.48,0.73,0.64,0.69,0.70
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.43,0.46,0.38,0.27,0.36,0.48,*,0.83,*,0.40,0.26,0.39,0.33,0.35,0.38
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,0.40,0.43,0.33,0.22,0.31,0.47,*,0.79,-,0.30,0.22,0.34,0.27,0.30,0.32
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,0.17,0.18,0.09,0.05,0.08,0.15,*,0.47,*,0.08,0.08,0.09,0.08,0.08,0.09
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,0.18,0.20,0.11,0.09,0.09,0.15,*,0.51,-,0.15,0.07,0.11,0.09,0.09,0.10
