Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.66,0.61,0.67,0.70,*,0.89,0.67,0.66,0.38,0.66,0.63,0.65,0.67
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.70,0.63,0.71,0.77,*,0.86,0.87,0.72,0.36,0.70,0.67,0.69,0.71
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.30,0.26,0.30,0.28,*,0.49,0.11,0.38,0.20,0.30,0.29,0.28,0.30
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.28,0.26,0.28,0.41,*,0.63,0.40,0.34,0.20,0.28,0.28,0.27,0.28
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.15,0.13,0.16,0.21,*,0.23,0.00,0.14,0.03,0.16,0.15,0.15,0.16
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.12,0.11,0.12,0.20,*,0.39,0.20,0.21,0.04,0.12,0.11,0.11,0.12
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.74,0.64,0.77,0.71,*,0.94,0.78,0.60,0.43,0.76,0.67,0.73,0.78
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.76,0.68,0.78,0.76,*,0.92,0.87,0.66,0.45,0.78,0.71,0.76,0.80
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.39,0.27,0.42,0.41,*,0.72,0.33,0.43,0.23,0.41,0.30,0.38,0.43
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.39,0.30,0.41,0.49,*,0.69,0.73,0.41,0.26,0.40,0.34,0.39,0.42
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.16,0.08,0.18,0.17,*,0.40,0.11,0.13,0.06,0.17,0.11,0.16,0.20
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.16,0.09,0.17,0.21,*,0.49,0.33,0.14,0.08,0.17,0.11,0.16,0.18
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.67,0.56,0.69,0.63,0.63,0.89,0.86,0.81,0.32,0.69,0.61,0.66,0.68
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.63,0.56,0.65,0.66,*,0.79,*,0.59,0.30,0.64,0.60,0.62,0.65
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.31,0.22,0.32,0.34,0.38,0.70,0.43,0.35,0.18,0.32,0.27,0.30,0.29
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.32,0.29,0.32,0.42,*,0.61,*,0.41,0.21,0.33,0.29,0.31,0.31
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.11,0.08,0.12,0.13,0.13,0.39,0.07,0.13,0.03,0.11,0.11,0.11,0.10
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.12,0.11,0.12,0.19,*,0.33,*,0.31,0.04,0.13,0.11,0.12,0.12
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.72,0.56,0.76,0.66,0.88,0.93,0.79,0.61,0.39,0.74,0.66,0.71,0.77
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.79,0.67,0.83,0.71,1.00,0.97,*,0.65,0.42,0.82,0.72,0.79,0.84
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.39,0.23,0.43,0.36,0.13,0.80,0.57,0.26,0.24,0.41,0.32,0.38,0.43
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.44,0.33,0.47,0.45,0.40,0.71,*,0.42,0.27,0.47,0.38,0.44,0.48
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.19,0.07,0.21,0.21,0.00,0.57,0.21,0.10,0.06,0.20,0.13,0.18,0.21
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.20,0.14,0.21,0.23,0.20,0.52,*,0.16,0.07,0.21,0.16,0.20,0.22
Aldine_ISD_Grade 5 Reading+,Aldine_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.80,0.74,0.82,0.73,1.00,0.83,*,0.81,0.41,0.82,0.77,0.79,0.80
Aldine_ISD_Grade 5 Reading+,Aldine_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.74,0.67,0.76,0.76,*,0.93,0.71,0.63,0.37,0.76,0.67,0.73,0.75
Aldine_ISD_Grade 5 Reading+,Aldine_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.38,0.34,0.39,0.42,0.60,0.62,*,0.32,0.21,0.39,0.35,0.37,0.33
Aldine_ISD_Grade 5 Reading+,Aldine_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.36,0.31,0.37,0.43,*,0.55,0.71,0.33,0.24,0.38,0.30,0.35,0.36
Aldine_ISD_Grade 5 Reading+,Aldine_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.16,0.13,0.16,0.23,0.40,0.28,*,0.13,0.05,0.16,0.13,0.15,0.12
