Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.76,0.62,0.73,0.81,*,*,-,0.86,0.40,0.77,0.72,0.69,0.69
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.74,0.59,0.73,0.78,*,-,-,0.80,0.47,0.75,0.69,0.66,0.73
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.38,0.21,0.35,0.46,*,*,-,0.36,0.14,0.40,0.32,0.28,0.30
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.34,0.15,0.28,0.44,*,-,-,0.50,0.20,0.36,0.29,0.23,0.28
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.22,0.09,0.21,0.28,*,*,-,0.21,0.12,0.25,0.15,0.15,0.16
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.16,0.08,0.10,0.22,*,-,-,0.30,0.08,0.16,0.15,0.10,0.10
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.78,0.76,0.78,0.80,*,*,-,0.64,0.36,0.78,0.79,0.76,0.76
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.76,0.61,0.76,0.81,*,-,-,0.70,0.57,0.78,0.72,0.70,0.78
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.43,0.28,0.39,0.52,*,*,-,0.43,0.21,0.46,0.35,0.37,0.41
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.35,0.20,0.32,0.42,*,-,-,0.40,0.22,0.37,0.32,0.28,0.35
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.17,0.02,0.17,0.21,*,*,-,0.21,0.07,0.18,0.12,0.12,0.16
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.12,0.08,0.10,0.16,*,-,-,0.10,0.12,0.13,0.11,0.08,0.11
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.72,0.53,0.75,0.75,*,-,-,0.75,0.45,0.75,0.65,0.65,0.71
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.72,0.64,0.66,0.79,*,*,-,0.69,0.45,0.72,0.71,0.66,0.63
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.38,0.19,0.38,0.45,*,-,-,0.42,0.17,0.41,0.32,0.29,0.31
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.41,0.37,0.35,0.46,*,*,-,0.38,0.23,0.44,0.35,0.34,0.27
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.15,0.09,0.13,0.19,*,-,-,0.17,0.04,0.17,0.12,0.10,0.15
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.18,0.13,0.13,0.25,*,*,-,0.23,0.03,0.20,0.15,0.15,0.08
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.62,0.44,0.67,0.65,*,-,-,0.42,0.43,0.65,0.58,0.59,0.71
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.77,0.70,0.79,0.80,*,*,-,0.69,0.63,0.78,0.77,0.74,0.77
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.27,0.13,0.29,0.31,*,-,-,0.17,0.23,0.32,0.19,0.23,0.31
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.44,0.37,0.41,0.48,*,*,-,0.38,0.38,0.45,0.40,0.39,0.34
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.14,0.06,0.11,0.18,*,-,-,0.17,0.11,0.16,0.09,0.10,0.09
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.23,0.18,0.20,0.25,*,*,-,0.31,0.05,0.25,0.17,0.19,0.17
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.86,0.79,0.83,0.90,*,*,-,0.93,0.58,0.85,0.89,0.82,0.83
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.87,0.85,0.87,0.87,*,*,-,0.88,0.51,0.88,0.83,0.84,0.89
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.49,0.45,0.47,0.51,*,*,-,0.50,0.18,0.48,0.51,0.46,0.44
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.50,0.49,0.45,0.56,*,*,-,0.38,0.29,0.54,0.42,0.44,0.47
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.25,0.19,0.23,0.28,*,*,-,0.36,0.05,0.25,0.25,0.22,0.17
Crosby_ISD_Grade 5 Reading+,Crosby_ISD,Grade 5 Reading+,At Masters Grade Level,2018,0.26,0.27,0.22,0.20,0.14,0.29,*,*,-,0.13,0.03,0.24,0.16,0.17,0.14
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,0.90,0.89,0.95,0.95,0.95,0.95,*,*,-,0.93,0.73,0.94,0.98,0.95,0.99
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,0.91,0.90,0.94,0.90,0.95,0.96,*,*,-,0.88,0.69,0.96,0.91,0.94,0.99
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.58,0.59,0.58,0.51,0.60,0.59,*,*,-,0.36,0.35,0.58,0.57,0.54,0.60
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,0.58,0.58,0.60,0.48,0.65,0.61,*,*,-,0.50,0.25,0.65,0.49,0.55,0.74
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.36,0.38,0.33,0.30,0.32,0.35,*,*,-,0.29,0.13,0.34,0.32,0.32,0.34
Crosby_ISD_Grade 5 Mathematics+,Crosby_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,0.30,0.31,0.29,0.21,0.26,0.34,*,*,-,0.13,0.06,0.32,0.21,0.22,0.29
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,0.75,0.75,0.80,0.70,0.79,0.84,*,*,-,0.79,0.48,0.79,0.80,0.76,0.78
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,0.76,0.76,0.82,0.66,0.83,0.87,*,*,-,0.88,0.40,0.85,0.77,0.77,0.87
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.49,0.50,0.51,0.40,0.48,0.57,*,*,-,0.43,0.35,0.51,0.50,0.45,0.45
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,0.41,0.42,0.44,0.28,0.39,0.53,*,*,-,0.63,0.23,0.48,0.35,0.35,0.42
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2019,0.24,0.25,0.23,0.14,0.22,0.26,*,*,-,0.21,0.10,0.23,0.21,0.17,0.18
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2018,0.17,0.18,0.15,0.12,0.09,0.22,*,*,-,0.13,0.09,0.17,0.10,0.09,0.08
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,0.68,0.69,0.72,0.67,0.72,0.74,*,*,-,0.56,0.29,0.76,0.63,0.69,0.62
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,0.69,0.71,0.66,0.62,0.62,0.72,*,*,-,0.56,0.22,0.67,0.64,0.60,0.54
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,0.37,0.38,0.36,0.35,0.31,0.43,*,*,-,0.11,0.21,0.40,0.28,0.28,0.23
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,0.39,0.41,0.30,0.26,0.26,0.36,*,*,-,0.22,0.13,0.31,0.28,0.23,0.18
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Masters Grade Level,2019,0.18,0.19,0.14,0.15,0.12,0.17,*,*,-,0.00,0.03,0.16,0.10,0.09,0.07
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Masters Grade Level,2018,0.19,0.20,0.15,0.13,0.12,0.20,*,*,-,0.11,0.00,0.18,0.11,0.10,0.06
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.81,0.81,0.90,0.88,0.92,0.89,*,*,-,0.89,0.61,0.92,0.87,0.89,0.90
