Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.81,0.73,0.75,0.89,0.82,0.91,*,0.80,0.52,0.83,0.74,0.72,0.74
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.82,0.71,0.76,0.91,0.75,0.89,*,0.90,0.56,0.83,0.76,0.72,0.73
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.50,0.39,0.40,0.62,0.55,0.70,*,0.57,0.30,0.52,0.42,0.37,0.38
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.47,0.36,0.36,0.62,0.42,0.59,*,0.59,0.30,0.49,0.39,0.33,0.30
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.31,0.21,0.24,0.41,0.27,0.47,*,0.33,0.11,0.33,0.24,0.22,0.23
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.27,0.18,0.19,0.38,0.17,0.36,*,0.36,0.08,0.28,0.23,0.15,0.14
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.81,0.71,0.77,0.89,0.82,0.95,*,0.83,0.54,0.84,0.75,0.73,0.78
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.84,0.72,0.80,0.90,0.67,0.94,*,0.89,0.58,0.85,0.80,0.75,0.79
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.51,0.36,0.42,0.63,0.55,0.76,*,0.57,0.33,0.54,0.41,0.38,0.45
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.53,0.38,0.45,0.64,0.42,0.69,*,0.57,0.36,0.54,0.47,0.40,0.45
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.24,0.12,0.17,0.34,0.18,0.45,*,0.30,0.10,0.26,0.18,0.16,0.20
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.26,0.16,0.20,0.33,0.17,0.42,*,0.26,0.10,0.28,0.19,0.16,0.20
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.80,0.68,0.76,0.89,0.67,0.90,*,0.83,0.51,0.83,0.75,0.72,0.76
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.77,0.62,0.71,0.88,0.62,0.89,*,0.84,0.44,0.80,0.71,0.66,0.65
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.48,0.34,0.38,0.64,0.50,0.67,*,0.52,0.31,0.50,0.43,0.35,0.37
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.51,0.34,0.42,0.64,0.31,0.71,*,0.55,0.28,0.54,0.45,0.35,0.37
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.24,0.15,0.17,0.35,0.17,0.38,*,0.25,0.10,0.26,0.20,0.14,0.14
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.29,0.16,0.21,0.39,0.15,0.44,*,0.38,0.07,0.31,0.25,0.16,0.19
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.79,0.66,0.74,0.87,0.58,0.92,*,0.80,0.56,0.82,0.72,0.70,0.76
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.84,0.70,0.80,0.91,0.54,0.96,*,0.88,0.54,0.86,0.78,0.75,0.79
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.51,0.36,0.44,0.63,0.42,0.73,*,0.57,0.34,0.54,0.45,0.40,0.47
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.57,0.36,0.49,0.70,0.31,0.84,*,0.63,0.33,0.60,0.51,0.42,0.49
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.30,0.19,0.23,0.41,0.17,0.50,*,0.31,0.14,0.32,0.26,0.20,0.25
