Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.65,0.69,0.61,0.66,0.59,0.77,*,0.73,0.40,0.65,0.64,0.63,0.62
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.68,0.68,0.66,0.68,0.64,0.79,*,0.78,0.51,0.70,0.59,0.66,0.65
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.32,0.35,0.27,0.38,0.32,0.50,*,0.23,0.23,0.33,0.29,0.31,0.30
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.31,0.32,0.27,0.39,0.32,0.47,*,0.48,0.31,0.33,0.25,0.28,0.29
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.18,0.19,0.14,0.20,0.11,0.34,*,0.09,0.06,0.18,0.16,0.16,0.17
Alief_ISD_Grade 3 Reading,Alief_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.16,0.16,0.13,0.25,0.09,0.30,*,0.30,0.11,0.17,0.12,0.14,0.15
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.68,0.64,0.67,0.70,0.64,0.88,*,0.82,0.41,0.69,0.65,0.67,0.69
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.70,0.64,0.70,0.73,0.86,0.88,*,0.67,0.49,0.73,0.61,0.69,0.71
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.36,0.35,0.31,0.39,0.36,0.63,*,0.45,0.26,0.37,0.32,0.35,0.36
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.37,0.31,0.34,0.43,0.41,0.66,*,0.29,0.29,0.40,0.27,0.35,0.38
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.16,0.16,0.12,0.18,0.07,0.39,*,0.05,0.09,0.17,0.14,0.15,0.16
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.16,0.13,0.13,0.21,0.20,0.41,*,0.08,0.13,0.18,0.11,0.14,0.17
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.69,0.68,0.66,0.73,0.64,0.81,0.67,0.90,0.38,0.71,0.63,0.67,0.67
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.64,0.67,0.60,0.71,0.57,0.75,*,0.77,0.46,0.66,0.60,0.62,0.61
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.35,0.35,0.32,0.44,0.33,0.54,0.33,0.45,0.23,0.37,0.31,0.33,0.34
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.37,0.39,0.32,0.36,0.41,0.55,*,0.62,0.33,0.38,0.33,0.35,0.34
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.16,0.18,0.12,0.21,0.05,0.32,0.00,0.25,0.07,0.17,0.14,0.14,0.15
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.17,0.18,0.14,0.16,0.11,0.32,*,0.23,0.08,0.18,0.14,0.15,0.15
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.71,0.65,0.70,0.71,0.82,0.87,0.67,0.80,0.41,0.74,0.63,0.69,0.72
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.68,0.65,0.68,0.66,0.64,0.83,*,0.79,0.43,0.72,0.61,0.67,0.69
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.43,0.41,0.41,0.44,0.38,0.68,0.33,0.35,0.29,0.46,0.37,0.41,0.43
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.39,0.34,0.36,0.40,0.33,0.66,*,0.36,0.27,0.42,0.32,0.37,0.40
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.25,0.21,0.22,0.28,0.15,0.53,0.17,0.15,0.11,0.27,0.21,0.23,0.25
Alief_ISD_Grade 4 Mathematics,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.19,0.15,0.17,0.18,0.18,0.41,*,0.25,0.09,0.21,0.15,0.18,0.21
Alief_ISD_Grade 5 Reading+,Alief_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.78,0.82,0.76,0.79,0.83,0.80,0.60,0.89,0.50,0.80,0.75,0.77,0.75
Alief_ISD_Grade 5 Reading+,Alief_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.74,0.78,0.69,0.76,0.65,0.87,1.00,0.75,0.49,0.76,0.70,0.73,0.71
Alief_ISD_Grade 5 Reading+,Alief_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.43,0.47,0.38,0.44,0.45,0.57,0.40,0.54,0.31,0.46,0.37,0.41,0.40
