Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
La_Porte_ISD_Grade 5 Reading+_At Masters Grade Level,La_Porte_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.03,0.32,0.08,0.26,0.02,0.29,0.06,0.38,0.06,0.26,0.11,0.28
La_Porte_ISD_Grade 5 Science_At Approaches Grade Level or Above,La_Porte_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.03,0.85,-0.15,0.74,0.001,0.83,-0.03,0.89,-0.04,0.79,-0.05,0.72
La_Porte_ISD_Grade 5 Science_At Meets Grade Level or Above,La_Porte_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.001,0.55,-0.1,0.37,0.001,0.52,0.04,0.63,0.01,0.46,-0.12,0.3
La_Porte_ISD_Grade 5 Science_At Masters Grade Level,La_Porte_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.04,0.28,0.01,0.14,0.02,0.23,0.07,0.36,0.04,0.22,0.05,0.14
La_Porte_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,La_Porte_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.02,0.89,0.18,0.91,0.04,0.89,-0.04,0.89,0.05,0.87,0.08,0.91
La_Porte_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,La_Porte_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.04,0.57,0.18,0.5,0.07,0.56,0.001,0.61,0.08,0.52,0.1,0.5
La_Porte_ISD_Grade 6 Mathematics_At Masters Grade Level,La_Porte_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.07,0.29,0.15,0.24,0.08,0.27,0.05,0.32,0.1,0.24,0.1,0.26
La_Porte_ISD_Grade 6 Reading_At Approaches Grade Level or Above,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.08,0.77,0.36,0.8,0.07,0.75,0.06,0.8,0.09,0.72,0.12,0.7
La_Porte_ISD_Grade 6 Reading_At Meets Grade Level or Above,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,0.02,0.41,0.12,0.33,0.03,0.42,0.001,0.42,0.04,0.35,0.001,0.26
La_Porte_ISD_Grade 6 Reading_At Masters Grade Level,La_Porte_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,0.01,0.2,-0.02,0.07,0.05,0.22,-0.03,0.2,0.02,0.18,0.02,0.14
La_Porte_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,La_Porte_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.09,0.67,0.001,0.49,0.14,0.7,0.05,0.69,0.11,0.67,0.08,0.62
La_Porte_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,La_Porte_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.08,0.2,-0.02,0.1,0.1,0.17,0.11,0.28,0.07,0.18,0.04,0.11
La_Porte_ISD_Grade 7 Mathematics_At Masters Grade Level,La_Porte_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.01,0.03,0.03,0.05,0.001,0.02,0.01,0.03,0.01,0.02,0.02,0.02
La_Porte_ISD_Grade 7 Reading_At Approaches Grade Level or Above,La_Porte_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.05,0.74,-0.1,0.6,0.03,0.72,0.1,0.8,0.001,0.69,-0.13,0.58
La_Porte_ISD_Grade 7 Reading_At Meets Grade Level or Above,La_Porte_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.06,0.48,-0.13,0.27,0.07,0.46,0.05,0.52,0.03,0.42,-0.06,0.31
La_Porte_ISD_Grade 7 Reading_At Masters Grade Level,La_Porte_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.05,0.28,-0.07,0.18,0.07,0.27,0.03,0.29,0.05,0.26,0.05,0.21
Pasadena_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Pasadena_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.001,0.78,-0.01,0.67,0.001,0.78,-0.01,0.83,0.001,0.77,0.001,0.82
Pasadena_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.01,0.41,0.001,0.28,0.01,0.4,0.1,0.56,0.01,0.39,0.01,0.45
Pasadena_ISD_Grade 3 Mathematics_At Masters Grade Level,Pasadena_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.01,0.17,-0.01,0.11,0.01,0.16,0.09,0.26,0.01,0.16,0.03,0.2
Pasadena_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,0.02,0.8,0.05,0.73,0.02,0.8,0.01,0.83,0.02,0.79,0.02,0.82
Pasadena_ISD_Grade 3 Reading_At Meets Grade Level or Above,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.02,0.42,0.03,0.31,0.02,0.42,-0.04,0.45,0.03,0.4,0.04,0.46
Pasadena_ISD_Grade 3 Reading_At Masters Grade Level,Pasadena_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.04,0.23,-0.01,0.14,0.04,0.23,-0.02,0.23,0.04,0.22,0.05,0.25
Pasadena_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.02,0.75,-0.03,0.63,-0.03,0.75,0.02,0.8,-0.02,0.74,-0.02,0.79
Pasadena_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.03,0.4,-0.02,0.3,-0.04,0.39,-0.05,0.47,-0.02,0.39,-0.01,0.45
Pasadena_ISD_Grade 4 Mathematics_At Masters Grade Level,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,-0.02,0.18,-0.02,0.12,-0.01,0.18,-0.05,0.21,-0.01,0.17,-0.01,0.2
Pasadena_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Pasadena_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.06,0.77,0.04,0.7,0.06,0.77,0.04,0.82,0.07,0.76,0.05,0.75
Pasadena_ISD_Grade 4 Reading_At Meets Grade Level or Above,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,0.001,0.41,0.001,0.35,0.001,0.4,-0.03,0.52,0.01,0.39,0.01,0.38
Pasadena_ISD_Grade 4 Reading_At Masters Grade Level,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.02,0.17,0.001,0.16,-0.02,0.16,0.04,0.3,0.001,0.16,-0.02,0.15
Pasadena_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.01,0.87,-0.03,0.79,0.001,0.88,-0.01,0.9,-0.01,0.86,0.01,0.89
Pasadena_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.001,0.48,-0.06,0.36,0.001,0.47,0.03,0.57,-0.01,0.45,0.01,0.48
Pasadena_ISD_Grade 5 Mathematics+_At Masters Grade Level,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.05,0.25,0.05,0.17,0.05,0.24,0.03,0.32,0.05,0.23,0.04,0.25
Pasadena_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.05,0.84,0.04,0.77,0.06,0.84,-0.01,0.88,0.06,0.83,0.06,0.83
Pasadena_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.02,0.47,-0.01,0.41,0.02,0.45,-0.01,0.59,0.01,0.43,0.01,0.42
Pasadena_ISD_Grade 5 Reading+_At Masters Grade Level,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.03,0.21,0.001,0.19,0.03,0.2,0.04,0.35,0.03,0.19,0.02,0.18
Pasadena_ISD_Grade 5 Science_At Approaches Grade Level or Above,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.02,0.73,-0.01,0.65,-0.02,0.73,-0.03,0.82,-0.02,0.71,-0.05,0.71
Pasadena_ISD_Grade 5 Science_At Meets Grade Level or Above,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.09,0.44,0.07,0.32,0.09,0.43,0.11,0.61,0.08,0.41,0.09,0.42
Pasadena_ISD_Grade 5 Science_At Masters Grade Level,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.08,0.19,0.04,0.1,0.07,0.17,0.14,0.31,0.06,0.16,0.06,0.17
Pasadena_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Pasadena_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.05,0.73,0.04,0.66,0.05,0.73,0.08,0.82,0.05,0.72,0.03,0.72
Pasadena_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Pasadena_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.04,0.26,0.07,0.23,0.05,0.25,0.001,0.33,0.05,0.25,0.03,0.25
Pasadena_ISD_Grade 6 Mathematics_At Masters Grade Level,Pasadena_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.02,0.06,0.01,0.03,0.01,0.05,0.05,0.09,0.01,0.05,0.001,0.05
Pasadena_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.01,0.66,0.08,0.64,0.001,0.64,0.001,0.77,0.02,0.64,-0.01,0.62
Pasadena_ISD_Grade 6 Reading_At Meets Grade Level or Above,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,0.001,0.31,0.12,0.34,-0.01,0.28,-0.03,0.45,0.01,0.29,-0.01,0.27
Pasadena_ISD_Grade 6 Reading_At Masters Grade Level,Pasadena_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.02,0.12,0.07,0.16,-0.02,0.1,-0.09,0.2,0.001,0.11,-0.01,0.1
Pasadena_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Pasadena_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.05,0.76,0.04,0.67,0.05,0.75,0.001,0.81,0.05,0.74,0.06,0.76
Pasadena_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.05,0.38,0.05,0.27,0.05,0.36,0.01,0.48,0.05,0.35,0.06,0.38
Pasadena_ISD_Grade 7 Mathematics_At Masters Grade Level,Pasadena_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.02,0.09,-0.04,0.05,-0.01,0.08,0.001,0.15,-0.01,0.08,-0.01,0.09
Pasadena_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Pasadena_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.03,0.74,-0.02,0.63,0.04,0.74,0.04,0.83,0.03,0.72,0.04,0.73
Pasadena_ISD_Grade 7 Reading_At Meets Grade Level or Above,Pasadena_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.43,0.01,0.32,-0.01,0.41,0.01,0.58,0.001,0.4,0.001,0.4
Pasadena_ISD_Grade 7 Reading_At Masters Grade Level,Pasadena_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.01,0.23,-0.02,0.15,-0.01,0.21,-0.02,0.35,0.001,0.21,0.01,0.22
Sheldon_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.05,0.76,0.11,0.66,0.04,0.79,0.06,0.73,0.06,0.76,0.04,0.79
Sheldon_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.001,0.38,0.01,0.24,0.001,0.41,0.16,0.58,-0.02,0.36,0.05,0.42
Sheldon_ISD_Grade 3 Mathematics_At Masters Grade Level,Sheldon_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.01,0.18,0.03,0.09,0.001,0.19,0.14,0.33,0.01,0.17,0.02,0.2
Sheldon_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Sheldon_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.05,0.66,-0.04,0.57,-0.03,0.69,-0.07,0.7,-0.04,0.66,0.001,0.69
Sheldon_ISD_Grade 3 Reading_At Meets Grade Level or Above,Sheldon_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.001,0.33,-0.02,0.24,0.02,0.35,0.03,0.42,0.001,0.31,0.05,0.34
Sheldon_ISD_Grade 3 Reading_At Masters Grade Level,Sheldon_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.01,0.18,0.02,0.13,0.02,0.2,-0.02,0.21,0.01,0.17,0.01,0.18
Sheldon_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Sheldon_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.05,0.65,0.03,0.52,-0.06,0.69,-0.12,0.63,-0.05,0.65,-0.1,0.66
Sheldon_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Sheldon_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,0.02,0.4,-0.02,0.21,0.01,0.44,0.07,0.37,0.001,0.39,-0.02,0.42
Sheldon_ISD_Grade 4 Mathematics_At Masters Grade Level,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.02,0.22,0.04,0.12,0.001,0.25,0.08,0.19,0.001,0.21,-0.02,0.24
Sheldon_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Sheldon_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.05,0.65,-0.03,0.55,0.08,0.68,-0.03,0.63,0.05,0.65,0.08,0.65
Sheldon_ISD_Grade 4 Reading_At Meets Grade Level or Above,Sheldon_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.04,0.32,-0.07,0.21,-0.02,0.36,-0.2,0.19,-0.05,0.31,-0.06,0.3
Sheldon_ISD_Grade 4 Reading_At Masters Grade Level,Sheldon_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.02,0.15,-0.05,0.06,-0.02,0.18,-0.04,0.07,-0.03,0.14,-0.01,0.16
Sheldon_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Sheldon_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.02,0.84,-0.09,0.7,-0.01,0.87,0.03,0.87,-0.01,0.84,0.02,0.9
Sheldon_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Sheldon_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.05,0.45,-0.1,0.23,-0.04,0.51,-0.02,0.39,-0.04,0.45,-0.05,0.52
Sheldon_ISD_Grade 5 Mathematics+_At Masters Grade Level,Sheldon_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.06,0.26,0.001,0.11,0.07,0.3,0.03,0.17,0.06,0.25,0.07,0.32
Sheldon_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Sheldon_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.01,0.79,0.01,0.72,0.01,0.81,0.04,0.8,0.02,0.79,0.02,0.81
Sheldon_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Sheldon_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.001,0.44,0.04,0.35,-0.02,0.45,0.14,0.52,0.001,0.42,-0.03,0.42
Sheldon_ISD_Grade 5 Reading+_At Masters Grade Level,Sheldon_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.04,0.21,0.01,0.12,0.05,0.24,0.19,0.3,0.04,0.2,0.01,0.2
Sheldon_ISD_Grade 5 Science_At Approaches Grade Level or Above,Sheldon_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,0.01,0.67,-0.02,0.53,0.02,0.7,0.05,0.78,0.001,0.65,0.03,0.69
Sheldon_ISD_Grade 5 Science_At Meets Grade Level or Above,Sheldon_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.07,0.36,0.08,0.23,0.07,0.39,0.05,0.43,0.08,0.35,0.09,0.39
Sheldon_ISD_Grade 5 Science_At Masters Grade Level,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.06,0.15,0.04,0.08,0.07,0.17,0.01,0.2,0.06,0.15,0.07,0.17
Sheldon_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Sheldon_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.07,0.7,0.001,0.59,0.09,0.73,0.16,0.78,0.07,0.69,0.11,0.72
Sheldon_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Sheldon_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.05,0.25,0.01,0.17,0.05,0.27,0.12,0.31,0.05,0.25,0.02,0.25
Sheldon_ISD_Grade 6 Mathematics_At Masters Grade Level,Sheldon_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.03,0.08,0.02,0.06,0.04,0.09,0.02,0.06,0.04,0.08,0.02,0.08
Sheldon_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Sheldon_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.03,0.56,-0.04,0.47,0.03,0.57,0.25,0.67,0.03,0.55,0.001,0.53
Sheldon_ISD_Grade 6 Reading_At Meets Grade Level or Above,Sheldon_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,0.06,0.27,0.001,0.18,0.07,0.29,0.2,0.39,0.07,0.27,0.03,0.24
Sheldon_ISD_Grade 6 Reading_At Masters Grade Level,Sheldon_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,0.03,0.1,0.02,0.06,0.03,0.11,0.13,0.17,0.03,0.1,0.03,0.11
Sheldon_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Sheldon_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.01,0.65,-0.06,0.56,0.04,0.68,-0.23,0.5,0.001,0.64,0.02,0.65
Sheldon_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Sheldon_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,-0.03,0.25,0.03,0.22,-0.04,0.27,-0.07,0.17,-0.03,0.25,-0.07,0.23
Sheldon_ISD_Grade 7 Mathematics_At Masters Grade Level,Sheldon_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.03,0.06,-0.02,0.05,-0.03,0.06,-0.02,0.04,-0.03,0.06,-0.04,0.05
Sheldon_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Sheldon_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.1,0.69,0.14,0.67,0.09,0.7,-0.14,0.5,0.08,0.67,0.05,0.65
Sheldon_ISD_Grade 7 Reading_At Meets Grade Level or Above,Sheldon_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.01,0.31,0.01,0.27,0.02,0.33,-0.09,0.21,0.02,0.31,0.001,0.3
Sheldon_ISD_Grade 7 Reading_At Masters Grade Level,Sheldon_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.02,0.15,0.02,0.11,0.02,0.16,-0.08,0.13,0.02,0.15,0.001,0.13
Spring_Branch_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.03,0.78,0.05,0.58,0.03,0.7,0.001,0.93,0.03,0.68,0.05,0.71
Spring_Branch_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.03,0.49,0.04,0.31,0.03,0.36,0.001,0.72,-0.01,0.32,0.03,0.37
Spring_Branch_ISD_Grade 3 Mathematics_At Masters Grade Level,Spring_Branch_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.03,0.26,0.001,0.13,0.03,0.15,0.02,0.44,0.001,0.13,0.02,0.16
Spring_Branch_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,0.01,0.74,-0.05,0.6,0.001,0.64,-0.03,0.9,-0.01,0.61,0.001,0.62
Spring_Branch_ISD_Grade 3 Reading_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.02,0.46,0.02,0.31,0.01,0.31,0.001,0.7,-0.01,0.28,0.001,0.3
Spring_Branch_ISD_Grade 3 Reading_At Masters Grade Level,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.03,0.29,0.02,0.17,0.01,0.16,0.04,0.51,-0.01,0.14,0.02,0.15
Spring_Branch_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.03,0.72,-0.07,0.44,-0.02,0.64,-0.02,0.91,-0.04,0.61,-0.04,0.64
Spring_Branch_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,0.03,0.49,0.07,0.26,0.03,0.36,0.01,0.74,0.01,0.33,0.02,0.36
Spring_Branch_ISD_Grade 4 Mathematics_At Masters Grade Level,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.06,0.33,0.06,0.16,0.06,0.2,0.08,0.57,0.02,0.17,0.03,0.2
Spring_Branch_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,-0.01,0.69,-0.03,0.53,0.001,0.59,-0.01,0.91,-0.02,0.57,-0.02,0.57
Spring_Branch_ISD_Grade 4 Reading_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,0.01,0.44,-0.02,0.26,0.03,0.3,0.001,0.72,-0.01,0.27,0.01,0.28
Spring_Branch_ISD_Grade 4 Reading_At Masters Grade Level,Spring_Branch_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.01,0.24,0.08,0.17,0.001,0.12,-0.04,0.46,-0.03,0.1,-0.01,0.11
Spring_Branch_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,0.001,0.86,0.03,0.76,-0.01,0.8,0.01,0.97,-0.01,0.79,0.001,0.82
Spring_Branch_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.04,0.58,0.03,0.33,0.03,0.43,0.03,0.86,0.001,0.41,0.03,0.45
Spring_Branch_ISD_Grade 5 Mathematics+_At Masters Grade Level,Spring_Branch_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.11,0.4,0.08,0.14,0.07,0.24,0.18,0.7,0.03,0.21,0.07,0.26
Spring_Branch_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.06,0.83,0.05,0.76,0.07,0.76,0.03,0.97,0.07,0.75,0.07,0.76
Spring_Branch_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Spring_Branch_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.03,0.54,0.001,0.36,0.03,0.38,0.03,0.85,0.01,0.36,0.01,0.36
Spring_Branch_ISD_Grade 5 Reading+_At Masters Grade Level,Spring_Branch_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.06,0.32,0.08,0.18,0.03,0.17,0.08,0.61,0.01,0.14,0.03,0.16
Spring_Branch_ISD_Grade 5 Science_At Approaches Grade Level or Above,Spring_Branch_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,0.01,0.71,0.01,0.57,0.001,0.59,0.03,0.94,-0.01,0.58,-0.01,0.59
