Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL,Zipcode
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.12,0.25,0.01,0.24,0.18,0.21,0.23,0.4,0.1,0.23,0.12,0.21,77099
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.12,0.25,0.01,0.24,0.18,0.21,0.23,0.4,0.1,0.23,0.12,0.21,77099
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.2,0.77,0.16,0.78,0.25,0.75,0.43,0.93,0.23,0.78,0.18,0.72,77099
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.2,0.77,0.16,0.78,0.25,0.75,0.43,0.93,0.23,0.78,0.18,0.72,77099
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.19,0.49,0.08,0.51,0.26,0.43,0.34,0.67,0.2,0.47,0.23,0.43,77099
Harmony_Schools_South_Grade 4 Reading,Harmony_Schools_South,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.19,0.49,0.08,0.51,0.26,0.43,0.34,0.67,0.2,0.47,0.23,0.43,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.1,0.22,0.12,0.22,0.02,0.13,0.47,0.57,0.09,0.21,0.1,0.2,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.1,0.22,0.12,0.22,0.02,0.13,0.47,0.57,0.09,0.21,0.1,0.2,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.12,0.42,0.2,0.45,0.03,0.32,0.51,0.71,0.14,0.42,0.16,0.42,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.12,0.42,0.2,0.45,0.03,0.32,0.51,0.71,0.14,0.42,0.16,0.42,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.12,0.74,0.12,0.72,0.11,0.71,0.3,1,0.13,0.74,0.14,0.76,77099
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.12,0.74,0.12,0.72,0.11,0.71,0.3,1,0.13,0.74,0.14,0.76,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.16,0.35,0.18,0.42,0.12,0.24,0.47,0.57,0.13,0.32,0.16,0.29,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.16,0.35,0.18,0.42,0.12,0.24,0.47,0.57,0.13,0.32,0.16,0.29,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.14,0.81,0.11,0.86,0.16,0.73,0.2,1,0.15,0.8,0.18,0.78,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.14,0.81,0.11,0.86,0.16,0.73,0.2,1,0.15,0.8,0.18,0.78,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.23,0.59,0.2,0.6,0.17,0.49,0.9,1,0.22,0.57,0.27,0.58,77099
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.23,0.59,0.2,0.6,0.17,0.49,0.9,1,0.22,0.57,0.27,0.58,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.17,0.65,0.17,0.65,0.16,0.58,0.6,1,0.18,0.63,0.24,0.65,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.17,0.65,0.17,0.65,0.16,0.58,0.6,1,0.18,0.63,0.24,0.65,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.16,0.18,0.03,0.06,0.29,0.29,0.09,0.12,0.04,0.08,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.16,0.18,0.03,0.06,0.29,0.29,0.09,0.12,0.04,0.08,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.24,0.38,0.27,0.41,0.2,0.3,0.71,0.71,0.24,0.36,0.23,0.33,77099
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.24,0.38,0.27,0.41,0.2,0.3,0.71,0.71,0.24,0.36,0.23,0.33,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.12,0.21,0.13,0.2,0.12,0.19,0.11,0.19,0.12,0.19,0.13,0.2,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.12,0.21,0.13,0.2,0.12,0.19,0.11,0.19,0.12,0.19,0.13,0.2,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.16,0.46,0.2,0.49,0.15,0.43,0.25,0.56,0.19,0.45,0.14,0.41,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.16,0.46,0.2,0.49,0.15,0.43,0.25,0.56,0.19,0.45,0.14,0.41,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.15,0.82,0.16,0.83,0.16,0.8,0.31,1,0.18,0.83,0.14,0.8,77099
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.15,0.82,0.16,0.83,0.16,0.8,0.31,1,0.18,0.83,0.14,0.8,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.12,0.22,0.1,0.25,0.13,0.19,0.26,0.33,0.13,0.22,0.14,0.2,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.12,0.22,0.1,0.25,0.13,0.19,0.26,0.33,0.13,0.22,0.14,0.2,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.73,0.09,0.77,0.13,0.7,0.08,0.87,0.13,0.72,0.12,0.67,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.73,0.09,0.77,0.13,0.7,0.08,0.87,0.13,0.72,0.12,0.67,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.16,0.45,0.15,0.5,0.16,0.39,0.11,0.47,0.18,0.44,0.2,0.42,77099
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.16,0.45,0.15,0.5,0.16,0.39,0.11,0.47,0.18,0.44,0.2,0.42,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.1,0.2,0.1,0.22,0.09,0.16,-0.18,0.15,0.09,0.19,0.07,0.14,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.1,0.2,0.1,0.22,0.09,0.16,-0.18,0.15,0.09,0.19,0.07,0.14,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.1,0.38,0,0.34,0.11,0.33,0.22,0.55,0.08,0.36,0.12,0.36,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.1,0.38,0,0.34,0.11,0.33,0.22,0.55,0.08,0.36,0.12,0.36,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.68,0,0.65,0.14,0.65,0.07,0.85,0.1,0.66,0.13,0.65,77099
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.68,0,0.65,0.14,0.65,0.07,0.85,0.1,0.66,0.13,0.65,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.18,0.6,-0.05,0.56,0.25,0.57,0.37,0.7,0.19,0.59,0.27,0.57,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.18,0.6,-0.05,0.56,0.25,0.57,0.37,0.7,0.19,0.59,0.27,0.57,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.14,0.84,0.01,0.82,0.22,0.85,0.02,0.8,0.16,0.85,0.2,0.82,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.14,0.84,0.01,0.82,0.22,0.85,0.02,0.8,0.16,0.85,0.2,0.82,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.21,0.41,0.05,0.41,0.24,0.35,0.32,0.65,0.21,0.4,0.25,0.36,77099
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.21,0.41,0.05,0.41,0.24,0.35,0.32,0.65,0.21,0.4,0.25,0.36,77099
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.15,0.31,0.18,0.27,0.15,0.21,0.13,0.32,0.2,0.28,0.15,0.3,77478
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.15,0.31,0.18,0.27,0.15,0.21,0.13,0.32,0.2,0.28,0.15,0.3,77478
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.16,0.79,0.26,0.8,0.12,0.6,0.34,0.93,0.21,0.75,0.17,0.78,77478
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.16,0.79,0.26,0.8,0.12,0.6,0.34,0.93,0.21,0.75,0.17,0.78,77478
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.21,0.52,0.26,0.52,0.23,0.36,0.26,0.57,0.25,0.46,0.22,0.5,77478
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.21,0.52,0.26,0.52,0.23,0.36,0.26,0.57,0.25,0.46,0.22,0.5,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.08,0.82,0.17,0.84,0.16,0.69,0.05,0.89,0.15,0.82,0.11,0.81,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.08,0.82,0.17,0.84,0.16,0.69,0.05,0.89,0.15,0.82,0.11,0.81,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.17,0.38,0.2,0.42,0.11,0.17,0.19,0.41,0.16,0.31,0.13,0.3,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.17,0.38,0.2,0.42,0.11,0.17,0.19,0.41,0.16,0.31,0.13,0.3,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.17,0.58,0.22,0.61,0.22,0.31,0.21,0.77,0.22,0.53,0.22,0.54,77478
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.17,0.58,0.22,0.61,0.22,0.31,0.21,0.77,0.22,0.53,0.22,0.54,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.1,0.37,0.03,0.27,0.06,0.17,0.11,0.44,0.03,0.27,0.04,0.33,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.1,0.37,0.03,0.27,0.06,0.17,0.11,0.44,0.03,0.27,0.04,0.33,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.16,0.64,0.13,0.6,0.1,0.37,0.12,0.6,0.12,0.54,0.12,0.6,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.16,0.64,0.13,0.6,0.1,0.37,0.12,0.6,0.12,0.54,0.12,0.6,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.18,0.86,0.17,0.86,0.28,0.66,0.19,0.89,0.2,0.82,0.14,0.83,77478
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.18,0.86,0.17,0.86,0.28,0.66,0.19,0.89,0.2,0.82,0.14,0.83,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.22,0.45,0.23,0.43,0.1,0.17,0.18,0.56,0.26,0.42,0.17,0.39,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.22,0.45,0.23,0.43,0.1,0.17,0.18,0.56,0.26,0.42,0.17,0.39,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.14,0.88,0.11,0.83,0.28,0.77,0.17,0.98,0.14,0.84,0.14,0.85,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.14,0.88,0.11,0.83,0.28,0.77,0.17,0.98,0.14,0.84,0.14,0.85,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.29,0.75,0.25,0.72,0.29,0.51,0.37,0.87,0.31,0.69,0.31,0.69,77478
Harmony_Schools_West_Grade 4 Reading,Harmony_Schools_West,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.29,0.75,0.25,0.72,0.29,0.51,0.37,0.87,0.31,0.69,0.31,0.69,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.14,0.47,0.21,0.46,0.1,0.27,-0.22,0.37,0.21,0.42,0.18,0.48,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0.14,0.47,0.21,0.46,0.1,0.27,-0.22,0.37,0.21,0.42,0.18,0.48,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.21,0.73,0.35,0.76,0.14,0.52,-0.14,0.6,0.29,0.71,0.17,0.72,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.21,0.73,0.35,0.76,0.14,0.52,-0.14,0.6,0.29,0.71,0.17,0.72,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.14,0.89,0.26,0.89,0.13,0.73,-0.03,0.86,0.15,0.85,0.08,0.88,77478
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.14,0.89,0.26,0.89,0.13,0.73,-0.03,0.86,0.15,0.85,0.08,0.88,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.17,0.52,0.24,0.53,0.13,0.33,-0.14,0.51,0.27,0.49,0.22,0.48,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.17,0.52,0.24,0.53,0.13,0.33,-0.14,0.51,0.27,0.49,0.22,0.48,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.92,0.17,0.93,0.04,0.77,-0.07,0.89,0.14,0.9,0.1,0.89,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.92,0.17,0.93,0.04,0.77,-0.07,0.89,0.14,0.9,0.1,0.89,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.21,0.72,0.29,0.76,0.13,0.52,-0.11,0.63,0.29,0.7,0.27,0.69,77478
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.21,0.72,0.29,0.76,0.13,0.52,-0.11,0.63,0.29,0.7,0.27,0.69,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.11,0.78,0.23,0.82,0.06,0.54,-0.06,0.83,0.16,0.75,0.07,0.74,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.11,0.78,0.23,0.82,0.06,0.54,-0.06,0.83,0.16,0.75,0.07,0.74,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.11,0.23,0.14,0.22,0.1,0.12,0.05,0.23,0.13,0.21,0.15,0.25,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.11,0.23,0.14,0.22,0.1,0.12,0.05,0.23,0.13,0.21,0.15,0.25,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.15,0.45,0.29,0.49,0.1,0.27,-0.16,0.37,0.24,0.42,0.17,0.43,77478
Harmony_Schools_West_Grade 5 Science,Harmony_Schools_West,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.15,0.45,0.29,0.49,0.1,0.27,-0.16,0.37,0.24,0.42,0.17,0.43,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.09,0.36,0.12,0.32,-0.02,0.13,0.39,0.69,0.07,0.29,0.08,0.35,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.09,0.36,0.12,0.32,-0.02,0.13,0.39,0.69,0.07,0.29,0.08,0.35,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.14,0.66,0.23,0.6,0.04,0.41,0.28,0.88,0.14,0.6,0.12,0.67,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.14,0.66,0.23,0.6,0.04,0.41,0.28,0.88,0.14,0.6,0.12,0.67,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.07,0.88,0.09,0.85,0.03,0.7,0.15,0.97,0.07,0.84,0.03,0.88,77478
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.07,0.88,0.09,0.85,0.03,0.7,0.15,0.97,0.07,0.84,0.03,0.88,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.85,0.17,0.86,0.11,0.71,0.27,0.94,0.11,0.81,0.09,0.83,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.85,0.17,0.86,0.11,0.71,0.27,0.94,0.11,0.81,0.09,0.83,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.15,0.36,0.2,0.39,0.01,0.11,0.33,0.51,0.09,0.25,0.05,0.29,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.15,0.36,0.2,0.39,0.01,0.11,0.33,0.51,0.09,0.25,0.05,0.29,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.12,0.57,0.17,0.58,0.02,0.3,0.34,0.79,0.06,0.48,-0.02,0.46,77478
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.12,0.57,0.17,0.58,0.02,0.3,0.34,0.79,0.06,0.48,-0.02,0.46,77478
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.13,0.39,0.04,0.28,0.09,0.27,0.27,0.47,0.16,0.36,0.04,0.29,77478
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.13,0.39,0.04,0.28,0.09,0.27,0.27,0.47,0.16,0.36,0.04,0.29,77478
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.11,0.63,0.09,0.54,0.03,0.49,0.3,0.71,0.13,0.58,0.06,0.54,77478
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.11,0.63,0.09,0.54,0.03,0.49,0.3,0.71,0.13,0.58,0.06,0.54,77478
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.13,0.9,0.13,0.86,0.19,0.85,0.06,0.94,0.15,0.89,0.16,0.89,77478
