Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
HARMONY SCHOOL OF SCIENCE - HOUSTO (101862) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
At Masters Grade Level,2021,12%,13%,26%,24%,18%,20%,*,40%,*,0%,0%,13%,35%,19%,20%,25%
,2019,17%,18%,45%,37%,28%,51%,*,59%,-,38%,11%,40%,60%,35%,36%,36%
Grade 7 Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,63%,63%,74%,71%,61%,76%,*,85%,*,71%,30%,67%,83%,66%,70%,66%
,2019,70%,72%,85%,81%,77%,88%,*,93%,-,63%,28%,67%,91%,81%,81%,84%
At Meets Grade Level or Above,2021,33%,34%,50%,44%,44%,48%,*,61%,*,43%,11%,44%,58%,42%,45%,40%
,2019,42%,43%,63%,58%,42%,65%,*,77%,-,50%,22%,17%,74%,55%,56%,54%
At Masters Grade Level,2021,10%,10%,17%,16%,10%,10%,*,28%,*,0%,4%,22%,25%,10%,11%,9%
,2019,18%,19%,31%,27%,15%,29%,*,47%,-,0%,6%,0%,43%,23%,25%,21%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,87%,84%,77%,88%,-,94%,*,100%,39%,*,92%,82%,82%,80%
,2019,86%,86%,96%,95%,93%,100%,*,98%,-,100%,77%,*,96%,96%,95%,93%
At Meets Grade Level or Above,2021,46%,48%,65%,66%,48%,68%,-,74%,*,40%,17%,*,72%,58%,58%,49%
,2019,55%,56%,77%,74%,61%,86%,*,85%,-,100%,33%,*,78%,75%,71%,63%
At Masters Grade Level,2021,21%,22%,35%,23%,24%,38%,-,50%,*,20%,6%,*,40%,30%,30%,22%
,2019,28%,30%,51%,47%,36%,68%,*,54%,-,80%,10%,*,59%,42%,44%,36%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,75%,68%,64%,76%,-,90%,*,*,41%,*,78%,72%,70%,64%
,2019,88%,88%,95%,92%,96%,90%,*,100%,-,*,79%,-,94%,96%,96%,98%
At Meets Grade Level or Above,2021,36%,37%,55%,43%,48%,61%,-,69%,*,*,24%,*,63%,50%,54%,47%
,2019,57%,58%,66%,62%,60%,62%,*,86%,-,*,45%,-,70%,64%,65%,60%
At Masters Grade Level,2021,11%,11%,16%,11%,10%,15%,-,27%,*,*,6%,*,16%,17%,13%,12%
,2019,17%,18%,22%,20%,15%,14%,*,36%,-,*,14%,-,22%,22%,21%,22%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,83%,78%,75%,80%,-,93%,*,100%,39%,*,88%,78%,80%,74%
,2019,81%,81%,89%,83%,83%,98%,*,96%,-,100%,60%,*,91%,87%,86%,85%
At Meets Grade Level or Above,2021,43%,45%,59%,50%,42%,55%,-,76%,*,100%,17%,*,64%,52%,54%,41%
,2019,51%,52%,63%,61%,49%,68%,*,73%,-,93%,27%,*,68%,58%,56%,48%
At Masters Grade Level,2021,24%,25%,29%,16%,18%,22%,-,47%,*,40%,6%,*,31%,26%,27%,23%
,2019,25%,27%,34%,30%,29%,32%,*,37%,-,67%,17%,*,40%,26%,29%,23%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,75%,75%,52%,73%,-,88%,*,100%,33%,*,81%,68%,71%,61%
,2019,69%,70%,75%,73%,63%,66%,*,91%,-,87%,50%,*,78%,73%,71%,70%
At Meets Grade Level or Above,2021,28%,29%,46%,46%,26%,35%,-,61%,*,80%,11%,*,52%,38%,41%,30%
,2019,37%,38%,43%,49%,25%,45%,*,45%,-,67%,27%,*,47%,38%,38%,30%
At Masters Grade Level,2021,14%,15%,21%,20%,9%,10%,-,36%,*,20%,6%,*,23%,20%,19%,13%
,2019,21%,23%,25%,25%,15%,25%,*,29%,-,53%,10%,*,29%,20%,22%,15%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,83%,72%,81%,84%,*,92%,-,80%,26%,*,84%,82%,77%,70%
,2019,68%,67%,88%,81%,85%,90%,-,93%,-,100%,53%,*,91%,85%,83%,76%
At Meets Grade Level or Above,2021,50%,51%,70%,57%,59%,76%,*,82%,-,80%,16%,*,74%,67%,62%,45%
,2019,50%,50%,79%,73%,67%,85%,-,88%,-,92%,39%,*,83%,75%,72%,62%
At Masters Grade Level,2021,12%,14%,22%,13%,10%,24%,*,32%,-,40%,5%,*,27%,18%,14%,6%
,2019,11%,11%,25%,26%,12%,31%,-,29%,-,42%,17%,*,26%,24%,17%,10%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,88%,86%,81%,90%,*,92%,*,93%,69%,*,92%,82%,80%,76%
,2019,68%,69%,88%,88%,83%,95%,*,85%,-,100%,54%,*,92%,79%,84%,62%
At Meets Grade Level or Above,2021,57%,58%,77%,71%,65%,82%,*,88%,*,86%,52%,*,83%,69%,69%,56%
,2019,49%,50%,75%,73%,69%,80%,*,75%,-,92%,36%,*,82%,62%,70%,31%
At Masters Grade Level,2021,11%,12%,21%,15%,11%,25%,*,28%,*,57%,7%,*,27%,13%,15%,4%
,2019,8%,9%,20%,15%,14%,24%,*,24%,-,33%,14%,*,24%,13%,11%,0%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,83%,76%,72%,88%,*,91%,-,100%,53%,80%,89%,78%,80%,74%
,2019,85%,84%,90%,86%,87%,91%,-,95%,-,100%,61%,*,94%,87%,90%,90%
At Meets Grade Level or Above,2021,41%,44%,55%,50%,36%,57%,*,68%,-,50%,24%,80%,65%,45%,51%,49%
,2019,61%,61%,77%,74%,58%,82%,-,88%,-,94%,32%,*,80%,73%,71%,74%
At Masters Grade Level,2021,23%,26%,37%,28%,28%,37%,*,48%,-,38%,6%,60%,43%,30%,37%,32%
,2019,37%,38%,59%,57%,42%,64%,-,69%,-,76%,18%,*,67%,50%,50%,51%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,92%,88%,86%,95%,*,97%,-,80%,79%,*,95%,89%,88%,81%
,2019,88%,88%,94%,91%,96%,95%,-,96%,-,90%,62%,-,95%,94%,92%,88%
At Meets Grade Level or Above,2021,55%,57%,70%,63%,56%,75%,*,78%,-,80%,21%,*,77%,64%,61%,42%
,2019,62%,63%,82%,75%,72%,91%,-,90%,-,90%,50%,-,86%,79%,77%,67%
At Masters Grade Level,2021,22%,26%,37%,29%,19%,42%,*,50%,-,40%,0%,*,45%,32%,26%,12%
,2019,25%,28%,45%,38%,31%,57%,-,53%,-,60%,12%,-,48%,42%,35%,25%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,93%,80%,93%,98%,-,96%,-,100%,55%,*,95%,89%,91%,79%
,2019,93%,93%,97%,93%,98%,96%,-,100%,-,100%,70%,-,96%,99%,96%,96%
At Meets Grade Level or Above,2021,69%,70%,83%,72%,80%,81%,-,90%,-,100%,45%,*,89%,74%,80%,50%
,2019,73%,75%,87%,82%,81%,87%,-,94%,-,90%,45%,-,86%,89%,82%,56%
At Masters Grade Level,2021,43%,45%,56%,50%,48%,50%,-,64%,-,75%,30%,*,60%,49%,49%,26%
,2019,45%,49%,63%,59%,57%,69%,-,64%,-,70%,25%,-,62%,64%,57%,28%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,100%,100%,100%,100%,-,100%,-,*,*,-,100%,*,100%,*
At Meets Grade Level or Above,2021,69%,75%,97%,100%,83%,100%,-,100%,-,*,*,-,96%,*,95%,*
At Masters Grade Level,2021,14%,18%,41%,22%,0%,50%,-,59%,-,*,*,-,42%,*,30%,*
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,79%,72%,66%,83%,69%,90%,67%,84%,42%,77%,82%,74%,74%,72%
,2019,78%,78%,90%,87%,86%,91%,92%,95%,80%,92%,59%,91%,92%,88%,88%,88%
At Meets Grade Level or Above,2021,41%,43%,54%,46%,40%,60%,63%,67%,67%,61%,23%,53%,59%,48%,47%,43%
,2019,50%,51%,69%,64%,55%,73%,75%,79%,40%,73%,32%,52%,72%,64%,62%,61%
At Masters Grade Level,2021,18%,20%,27%,21%,15%,30%,13%,38%,44%,31%,8%,33%,31%,22%,21%,20%
,2019,24%,25%,40%,37%,26%,44%,25%,49%,40%,44%,14%,30%,44%,35%,33%,32%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,80%,75%,70%,84%,83%,91%,*,83%,43%,87%,84%,76%,75%,75%
,2019,75%,75%,91%,89%,86%,93%,100%,94%,*,95%,61%,87%,93%,88%,88%,87%
At Meets Grade Level or Above,2021,45%,46%,58%,52%,43%,66%,67%,68%,*,57%,25%,57%,62%,52%,49%,44%
,2019,48%,49%,70%,66%,59%,74%,100%,78%,*,73%,31%,53%,74%,65%,63%,59%
At Masters Grade Level,2021,18%,20%,27%,23%,15%,32%,33%,36%,*,33%,8%,43%,31%,21%,20%,20%
,2019,21%,22%,38%,38%,24%,44%,20%,44%,*,38%,14%,30%,42%,33%,31%,30%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,76%,69%,62%,81%,60%,90%,*,80%,43%,75%,80%,72%,71%,73%
,2019,82%,82%,92%,90%,90%,92%,*,97%,*,91%,63%,96%,94%,91%,91%,93%
At Meets Grade Level or Above,2021,37%,39%,51%,42%,38%,56%,60%,66%,*,59%,23%,55%,57%,44%,44%,48%
,2019,52%,53%,73%,67%,59%,76%,*,87%,*,70%,32%,64%,76%,70%,68%,72%
At Masters Grade Level,2021,18%,19%,27%,21%,16%,32%,0%,39%,*,22%,8%,30%,30%,23%,22%,25%
,2019,26%,28%,48%,43%,31%,50%,*,63%,*,48%,17%,44%,53%,42%,41%,45%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,70%,66%,53%,72%,*,83%,*,71%,24%,64%,74%,64%,64%,62%
,2019,68%,69%,86%,83%,80%,84%,*,93%,-,75%,41%,82%,90%,83%,83%,85%
At Meets Grade Level or Above,2021,30%,31%,42%,37%,30%,43%,*,54%,*,43%,11%,36%,47%,36%,35%,33%
,2019,38%,39%,57%,54%,38%,60%,*,68%,-,50%,24%,18%,62%,53%,49%,50%
At Masters Grade Level,2021,9%,9%,14%,12%,6%,12%,*,21%,*,14%,4%,18%,18%,8%,9%,9%
,2019,14%,15%,25%,21%,11%,24%,*,40%,-,0%,3%,0%,31%,21%,18%,16%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,82%,74%,71%,88%,*,92%,*,86%,54%,80%,85%,78%,76%,73%
,2019,81%,82%,91%,86%,86%,95%,*,96%,*,96%,58%,100%,91%,90%,88%,88%
At Meets Grade Level or Above,2021,44%,45%,55%,43%,39%,62%,*,69%,*,64%,21%,60%,58%,51%,46%,35%
,2019,54%,55%,68%,61%,54%,75%,*,80%,*,93%,35%,50%,71%,64%,62%,56%
At Masters Grade Level,2021,20%,22%,27%,17%,14%,28%,*,43%,*,29%,4%,20%,29%,25%,21%,15%
,2019,25%,27%,35%,30%,25%,39%,*,44%,*,61%,14%,25%,38%,33%,28%,23%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,83%,77%,71%,84%,-,92%,*,100%,45%,60%,88%,76%,80%,66%
,2019,81%,81%,85%,80%,77%,83%,*,95%,-,92%,58%,*,87%,83%,82%,76%
At Meets Grade Level or Above,2021,49%,51%,63%,56%,50%,56%,-,75%,*,94%,29%,60%,71%,52%,58%,36%
,2019,55%,57%,62%,61%,48%,68%,*,68%,-,76%,34%,*,66%,57%,57%,35%
At Masters Grade Level,2021,29%,31%,37%,31%,27%,28%,-,50%,*,59%,18%,40%,42%,32%,32%,17%
,2019,33%,36%,41%,37%,32%,49%,*,45%,-,60%,16%,*,45%,36%,38%,18%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,24%,22%,6%,22%,-,37%,-,*,8%,*,24%,24%,15%,19%
,2019,35%,36%,47%,43%,30%,67%,*,54%,-,20%,0%,*,49%,41%,39%,41%
Reading and Mathematics Including EOC,2021,24%,25%,24%,22%,6%,22%,-,37%,-,*,8%,*,24%,24%,15%,19%
,2019,35%,36%,47%,43%,30%,67%,*,54%,-,20%,0%,*,49%,41%,39%,41%
Reading Including EOC,2021,38%,39%,41%,39%,9%,56%,-,52%,-,*,15%,*,42%,38%,31%,32%
,2019,45%,45%,59%,55%,46%,78%,*,64%,-,20%,14%,*,58%,63%,50%,49%
Math Including EOC,2021,31%,31%,31%,26%,13%,31%,-,46%,-,*,8%,*,32%,29%,21%,28%
,2019,49%,48%,59%,56%,39%,76%,*,69%,-,20%,7%,*,62%,50%,53%,57%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,37%,35%,20%,46%,-,44%,-,33%,26%,*,40%,30%,30%,33%
,2019,35%,36%,54%,52%,40%,52%,-,69%,-,13%,31%,60%,52%,54%,47%,56%
Reading and Mathematics Including EOC,2021,26%,27%,37%,35%,20%,46%,-,44%,-,33%,26%,*,40%,30%,30%,33%
,2019,35%,36%,54%,52%,40%,52%,-,69%,-,13%,31%,60%,52%,54%,47%,56%
Reading Including EOC,2021,36%,37%,46%,47%,22%,50%,-,54%,-,67%,32%,*,49%,38%,38%,38%
,2019,44%,45%,63%,67%,50%,62%,-,71%,-,38%,38%,80%,63%,64%,59%,63%
Math Including EOC,2021,36%,36%,48%,47%,27%,48%,-,60%,-,67%,26%,*,50%,45%,42%,48%
,2019,48%,49%,73%,65%,67%,74%,-,90%,-,50%,56%,80%,76%,71%,67%,76%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,37%,29%,23%,58%,*,46%,-,*,6%,-,40%,32%,27%,32%
,2019,44%,44%,65%,61%,45%,68%,-,82%,*,*,23%,60%,65%,65%,58%,65%
Reading and Mathematics Including EOC,2021,34%,35%,37%,29%,23%,58%,*,46%,-,*,6%,-,40%,32%,27%,32%
,2019,44%,44%,65%,61%,45%,68%,-,82%,*,*,23%,60%,65%,65%,58%,65%
Reading Including EOC,2021,46%,47%,51%,47%,39%,74%,*,50%,-,*,25%,-,53%,48%,41%,42%
,2019,54%,54%,74%,71%,64%,73%,-,85%,*,*,27%,60%,75%,73%,68%,75%
Math Including EOC,2021,44%,45%,52%,41%,38%,74%,*,61%,-,*,29%,-,55%,46%,42%,55%
,2019,58%,59%,76%,69%,57%,81%,-,93%,*,*,36%,80%,75%,76%,72%,82%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,37%,35%,21%,37%,-,50%,-,33%,17%,*,47%,29%,34%,38%
,2019,31%,32%,57%,53%,36%,58%,*,69%,*,60%,10%,20%,64%,50%,49%,51%
Reading and Mathematics Including EOC,2021,24%,26%,37%,35%,21%,37%,-,50%,-,33%,17%,*,47%,29%,34%,38%
,2019,31%,32%,57%,53%,36%,58%,*,69%,*,60%,10%,20%,64%,50%,49%,51%
Reading Including EOC,2021,32%,34%,45%,41%,28%,45%,-,61%,-,33%,20%,*,56%,36%,42%,48%
,2019,37%,38%,60%,56%,45%,62%,*,71%,*,60%,19%,20%,69%,53%,53%,54%
Math Including EOC,2021,36%,38%,55%,42%,38%,62%,-,77%,-,56%,31%,*,66%,47%,49%,59%
,2019,48%,49%,79%,73%,66%,77%,*,91%,*,90%,18%,40%,83%,76%,75%,80%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,40%,33%,35%,35%,*,52%,*,67%,9%,63%,48%,34%,31%,33%
,2019,36%,39%,61%,57%,47%,61%,*,74%,-,38%,11%,40%,74%,52%,52%,50%
Reading and Mathematics Including EOC,2021,27%,29%,43%,33%,37%,40%,*,56%,*,57%,9%,67%,52%,34%,32%,35%
,2019,37%,40%,61%,57%,47%,61%,*,74%,-,38%,11%,40%,74%,52%,52%,50%
Reading Including EOC,2021,45%,47%,59%,54%,44%,68%,*,70%,*,71%,12%,67%,69%,50%,51%,49%
,2019,49%,51%,67%,64%,56%,67%,*,76%,-,50%,28%,40%,78%,60%,60%,58%
Math Including EOC,2021,32%,34%,50%,40%,47%,47%,*,64%,*,71%,12%,67%,61%,41%,43%,44%
,2019,48%,50%,73%,67%,61%,73%,*,86%,-,50%,22%,80%,85%,65%,65%,67%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,41%,40%,30%,48%,-,47%,*,*,18%,*,48%,35%,37%,30%
,2019,34%,35%,51%,53%,40%,52%,*,61%,-,*,24%,-,52%,50%,49%,38%
Reading and Mathematics Including EOC,2021,33%,34%,56%,55%,38%,62%,-,64%,*,40%,17%,*,64%,46%,51%,43%
,2019,47%,48%,71%,71%,54%,75%,*,81%,-,87%,27%,*,75%,66%,65%,57%
Reading Including EOC,2021,47%,48%,65%,66%,48%,68%,-,74%,*,40%,17%,*,72%,58%,58%,49%
,2019,55%,56%,77%,74%,61%,86%,*,85%,-,100%,33%,*,78%,75%,71%,63%
Math Including EOC,2021,43%,44%,67%,60%,55%,69%,-,76%,*,71%,28%,*,73%,60%,64%,58%
,2019,62%,64%,80%,77%,69%,80%,*,93%,-,87%,47%,*,84%,76%,76%,74%
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,36%,32%,24%,42%,*,47%,*,33%,15%,47%,40%,31%,29%,31%
,2019,36%,37%,56%,53%,40%,60%,*,70%,*,38%,18%,43%,60%,53%,49%,51%
Reading and Mathematics Including EOC,2021,28%,29%,40%,35%,26%,45%,*,51%,*,34%,14%,56%,45%,34%,33%,34%
,2019,38%,39%,60%,56%,43%,63%,*,72%,*,53%,18%,46%,63%,55%,52%,53%
