Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.78,0.81,0.70,0.88,-,0.93,-,1.00,0.45,0.83,0.71,0.72,0.71
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.84,0.78,0.78,0.92,-,0.96,-,0.93,0.36,0.85,0.81,0.79,0.83
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.56,0.51,0.48,0.76,-,0.78,-,0.63,0.35,0.60,0.49,0.47,0.48
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.51,0.46,0.44,0.58,-,0.71,-,0.57,0.14,0.56,0.45,0.43,0.48
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.37,0.36,0.29,0.52,-,0.58,-,0.38,0.20,0.40,0.33,0.29,0.30
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.30,0.27,0.24,0.31,-,0.51,-,0.29,0.05,0.35,0.23,0.23,0.29
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.80,0.75,0.76,0.88,-,0.95,-,0.88,0.55,0.82,0.75,0.75,0.76
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.79,0.72,0.74,0.85,-,0.96,-,0.86,0.43,0.77,0.81,0.72,0.80
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.51,0.45,0.43,0.70,-,0.82,-,0.38,0.30,0.53,0.48,0.41,0.46
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.52,0.45,0.43,0.59,-,0.84,-,0.43,0.11,0.55,0.46,0.45,0.47
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.30,0.20,0.21,0.61,-,0.64,-,0.00,0.25,0.34,0.23,0.19,0.23
Harmony_Public_Schools_Grade 3 Mathematics,Harmony_Public_Schools,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.28,0.23,0.19,0.32,-,0.59,-,0.29,0.07,0.29,0.27,0.22,0.25
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.79,0.80,0.72,0.92,-,0.96,*,0.86,0.30,0.81,0.77,0.73,0.75
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.73,0.67,0.69,0.78,-,0.90,-,0.80,0.28,0.72,0.73,0.68,0.73
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.45,0.42,0.39,0.59,-,0.69,*,0.50,0.07,0.50,0.41,0.38,0.46
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.46,0.45,0.36,0.53,-,0.77,-,0.40,0.22,0.51,0.43,0.37,0.41
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.23,0.22,0.18,0.24,-,0.50,*,0.21,0.00,0.27,0.20,0.19,0.22
Harmony_Public_Schools_Grade 4 Reading,Harmony_Public_Schools,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.25,0.17,0.19,0.32,-,0.52,-,0.20,0.06,0.26,0.24,0.18,0.25
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.74,0.71,0.67,0.81,-,0.96,*,0.86,0.27,0.74,0.74,0.68,0.75
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.77,0.75,0.72,0.85,-,0.92,-,0.73,0.41,0.78,0.77,0.71,0.74
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.44,0.41,0.36,0.59,-,0.79,*,0.43,0.17,0.45,0.44,0.39,0.46
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.48,0.36,0.41,0.59,-,0.80,-,0.36,0.22,0.51,0.46,0.39,0.44
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.28,0.27,0.19,0.35,-,0.65,*,0.29,0.10,0.31,0.25,0.21,0.26
Harmony_Public_Schools_Grade 4 Mathematics,Harmony_Public_Schools,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.27,0.18,0.21,0.32,-,0.61,-,0.18,0.07,0.25,0.28,0.21,0.21
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.84,0.79,0.82,0.94,-,0.95,-,1.00,0.59,0.88,0.82,0.81,0.83
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.85,0.87,0.79,0.87,-,0.97,-,0.80,0.48,0.86,0.84,0.80,0.80
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.51,0.49,0.43,0.64,-,0.77,-,0.64,0.24,0.60,0.43,0.45,0.45
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.55,0.54,0.50,0.56,-,0.73,-,0.40,0.33,0.61,0.51,0.49,0.47
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.30,0.25,0.22,0.45,-,0.63,-,0.36,0.16,0.37,0.25,0.23,0.26
Harmony_Public_Schools_Grade 5 Reading+,Harmony_Public_Schools,Grade 5 Reading+,At Masters Grade Level,2018,0.26,0.27,0.26,0.23,0.22,0.23,-,0.50,-,0.10,0.04,0.32,0.22,0.18,0.20
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,0.90,0.89,0.87,0.82,0.84,0.96,-,1.00,-,1.00,0.62,0.91,0.84,0.84,0.88
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,0.91,0.90,0.89,0.87,0.86,0.91,-,0.98,-,1.00,0.75,0.93,0.87,0.86,0.88
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.58,0.59,0.55,0.48,0.45,0.70,-,0.93,-,0.71,0.22,0.65,0.46,0.46,0.50
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,0.58,0.58,0.57,0.55,0.49,0.57,-,0.86,-,0.40,0.39,0.63,0.53,0.50,0.53
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Masters Grade Level,2019,0.36,0.38,0.34,0.27,0.26,0.47,-,0.74,-,0.43,0.08,0.41,0.29,0.26,0.31
Harmony_Public_Schools_Grade 5 Mathematics+,Harmony_Public_Schools,Grade 5 Mathematics+,At Masters Grade Level,2018,0.30,0.31,0.32,0.29,0.21,0.34,-,0.69,-,0.40,0.07,0.40,0.27,0.24,0.24
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Approaches Grade Level or Above,2019,0.75,0.75,0.65,0.61,0.59,0.77,-,0.86,-,0.93,0.43,0.75,0.57,0.59,0.60
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Approaches Grade Level or Above,2018,0.76,0.76,0.71,0.73,0.65,0.69,-,0.91,-,0.80,0.36,0.77,0.66,0.65,0.64
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Meets Grade Level or Above,2019,0.49,0.50,0.36,0.26,0.31,0.51,-,0.61,-,0.64,0.24,0.45,0.29,0.29,0.32
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Meets Grade Level or Above,2018,0.41,0.42,0.34,0.29,0.24,0.36,-,0.66,-,0.40,0.25,0.43,0.27,0.25,0.26
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Masters Grade Level,2019,0.24,0.25,0.15,0.06,0.12,0.21,-,0.40,-,0.14,0.11,0.18,0.13,0.11,0.14
Harmony_Public_Schools_Grade 5 Science,Harmony_Public_Schools,Grade 5 Science,At Masters Grade Level,2018,0.17,0.18,0.13,0.11,0.07,0.17,-,0.28,-,0.10,0.07,0.19,0.09,0.08,0.07
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2019,0.68,0.69,0.74,0.74,0.68,0.81,-,0.93,-,0.57,0.44,0.77,0.72,0.70,0.68
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2018,0.69,0.71,0.76,0.73,0.71,0.82,*,0.86,-,0.86,0.32,0.79,0.73,0.70,0.71
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Meets Grade Level or Above,2019,0.37,0.38,0.41,0.38,0.33,0.58,-,0.68,-,0.43,0.28,0.48,0.36,0.33,0.31
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Meets Grade Level or Above,2018,0.39,0.41,0.45,0.40,0.36,0.57,*,0.64,-,0.64,0.10,0.51,0.40,0.34,0.38
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Masters Grade Level,2019,0.18,0.19,0.21,0.21,0.14,0.38,-,0.40,-,0.14,0.18,0.24,0.19,0.16,0.15
Harmony_Public_Schools_Grade 6 Reading,Harmony_Public_Schools,Grade 6 Reading,At Masters Grade Level,2018,0.19,0.20,0.19,0.14,0.14,0.28,*,0.32,-,0.43,0.03,0.23,0.18,0.13,0.15
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.81,0.81,0.86,0.86,0.84,0.88,-,0.99,-,0.71,0.64,0.90,0.84,0.85,0.83
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,0.77,0.78,0.86,0.83,0.85,0.80,*,0.97,-,0.86,0.45,0.86,0.86,0.81,0.85
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.47,0.48,0.56,0.53,0.47,0.71,-,0.88,-,0.43,0.31,0.62,0.51,0.48,0.48
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2018,0.44,0.46,0.54,0.52,0.43,0.62,*,0.82,-,0.71,0.15,0.61,0.50,0.44,0.46
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Masters Grade Level,2019,0.21,0.22,0.31,0.25,0.21,0.50,-,0.66,-,0.29,0.15,0.37,0.27,0.22,0.22
Harmony_Public_Schools_Grade 6 Mathematics,Harmony_Public_Schools,Grade 6 Mathematics,At Masters Grade Level,2018,0.18,0.20,0.26,0.20,0.17,0.33,*,0.56,-,0.29,0.08,0.34,0.21,0.18,0.19
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.76,0.77,0.85,0.81,0.82,0.98,*,0.92,-,1.00,0.37,0.89,0.81,0.80,0.76
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2018,0.74,0.76,0.82,0.76,0.78,0.83,*,0.96,-,0.86,0.52,0.84,0.80,0.78,0.73
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Meets Grade Level or Above,2019,0.49,0.51,0.61,0.53,0.55,0.81,*,0.76,-,0.80,0.17,0.67,0.56,0.53,0.48
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Meets Grade Level or Above,2018,0.48,0.50,0.56,0.49,0.48,0.57,*,0.85,-,0.86,0.41,0.61,0.52,0.50,0.42
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Masters Grade Level,2019,0.29,0.31,0.35,0.26,0.26,0.65,*,0.54,-,0.30,0.12,0.39,0.31,0.26,0.23
Harmony_Public_Schools_Grade 7 Reading,Harmony_Public_Schools,Grade 7 Reading,At Masters Grade Level,2018,0.29,0.30,0.36,0.35,0.28,0.32,*,0.67,-,0.43,0.28,0.45,0.28,0.29,0.23
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.77,0.85,0.74,0.84,0.94,*,0.97,-,0.90,0.54,0.90,0.81,0.80,0.81
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,0.72,0.75,0.86,0.78,0.82,0.91,*,0.99,-,0.86,0.56,0.88,0.83,0.83,0.83
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.43,0.46,0.55,0.45,0.46,0.85,*,0.78,-,0.70,0.15,0.64,0.48,0.47,0.41
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2018,0.40,0.43,0.54,0.46,0.48,0.56,*,0.79,-,0.71,0.24,0.59,0.50,0.48,0.44
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Masters Grade Level,2019,0.17,0.18,0.27,0.20,0.19,0.44,*,0.49,-,0.30,0.07,0.33,0.22,0.20,0.16
Harmony_Public_Schools_Grade 7 Mathematics,Harmony_Public_Schools,Grade 7 Mathematics,At Masters Grade Level,2018,0.18,0.20,0.27,0.24,0.21,0.20,*,0.63,-,0.29,0.09,0.32,0.23,0.21,0.18
