Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.86,0.70,0.88,0.88,*,1.00,*,0.73,0.55,0.87,0.82,0.83,0.80
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.89,0.66,0.88,0.96,*,1.00,-,*,0.72,0.90,0.86,0.85,0.86
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.53,0.34,0.53,0.56,*,0.73,*,0.64,0.33,0.56,0.43,0.46,0.43
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.49,0.24,0.47,0.56,*,0.80,-,*,0.28,0.50,0.46,0.40,0.27
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.32,0.17,0.32,0.34,*,0.36,*,0.36,0.16,0.34,0.23,0.26,0.22
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.26,0.06,0.29,0.28,*,0.40,-,*,0.02,0.28,0.21,0.19,0.13
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.85,0.77,0.84,0.88,*,1.00,*,0.82,0.56,0.86,0.80,0.79,0.73
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.88,0.72,0.88,0.92,*,1.00,-,*,0.55,0.89,0.86,0.86,0.80
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.50,0.34,0.50,0.54,*,0.64,*,0.45,0.33,0.52,0.44,0.43,0.37
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.56,0.38,0.56,0.60,*,0.80,-,*,0.32,0.58,0.52,0.48,0.54
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.24,0.11,0.23,0.29,*,0.18,*,0.18,0.15,0.26,0.17,0.21,0.20
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.26,0.06,0.27,0.29,*,0.40,-,*,0.12,0.27,0.24,0.18,0.20
