Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Harmony_Public_Schools_Grade 3 Reading,Harmony_Public_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.68,0.73,0.60,0.75,-,0.83,-,*,0.37,0.69,0.65,0.66,0.59
_Grade 3 Reading,,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.72,0.76,0.68,0.62,*,0.94,-,*,0.60,0.75,0.66,0.72,0.70
_Grade 3 Reading,,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.38,0.38,0.30,0.50,-,0.61,-,*,0.15,0.39,0.33,0.35,0.31
_Grade 3 Reading,,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.38,0.44,0.30,0.54,*,0.59,-,*,0.40,0.42,0.29,0.36,0.34
_Grade 3 Reading,,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.23,0.25,0.18,0.17,-,0.44,-,*,0.07,0.25,0.20,0.22,0.21
_Grade 3 Reading,,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.20,0.29,0.11,0.15,*,0.47,-,*,0.10,0.23,0.13,0.18,0.16
_Grade 3 Mathematics,,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.72,0.76,0.65,0.83,-,0.89,-,*,0.33,0.73,0.71,0.71,0.67
_Grade 3 Mathematics,,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.75,0.68,0.75,0.85,*,0.94,-,*,0.60,0.75,0.73,0.75,0.78
_Grade 3 Mathematics,,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.35,0.38,0.24,0.58,-,0.61,-,*,0.19,0.37,0.27,0.32,0.31
_Grade 3 Mathematics,,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.38,0.38,0.34,0.46,*,0.65,-,*,0.40,0.40,0.30,0.34,0.33
_Grade 3 Mathematics,,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.13,0.15,0.09,0.08,-,0.28,-,*,0.07,0.15,0.08,0.11,0.12
_Grade 3 Mathematics,,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.18,0.22,0.12,0.23,*,0.41,-,*,0.25,0.19,0.14,0.17,0.14
_Grade 4 Reading,,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.66,0.66,0.64,0.82,*,0.91,-,*,0.32,0.69,0.62,0.65,0.66
_Grade 4 Reading,,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.68,0.80,0.56,0.91,-,0.71,-,-,0.11,0.71,0.62,0.64,0.62
_Grade 4 Reading,,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.39,0.37,0.36,0.36,*,0.73,-,*,0.24,0.40,0.37,0.35,0.35
_Grade 4 Reading,,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.45,0.62,0.31,0.45,-,0.64,-,-,0.05,0.50,0.39,0.42,0.37
_Grade 4 Reading,,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.18,0.23,0.12,0.18,*,0.45,-,*,0.08,0.19,0.15,0.15,0.11
_Grade 4 Reading,,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.21,0.34,0.06,0.27,-,0.57,-,-,0.05,0.28,0.12,0.20,0.18
_Grade 4 Mathematics,,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.83,0.82,0.84,0.82,*,0.91,-,*,0.32,0.84,0.80,0.82,0.82
_Grade 4 Mathematics,,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.81,0.84,0.77,0.92,-,0.93,-,-,0.48,0.83,0.78,0.80,0.78
_Grade 4 Mathematics,,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.49,0.45,0.50,0.45,*,0.73,-,*,0.24,0.51,0.47,0.45,0.42
_Grade 4 Mathematics,,Grade 4 Mathematics,At Meets Grade Level or Above,2018,0.49,0.51,0.61,0.70,0.52,0.75,-,0.71,-,-,0.14,0.64,0.56,0.57,0.55
_Grade 4 Mathematics,,Grade 4 Mathematics,At Masters Grade Level,2019,0.28,0.30,0.27,0.23,0.29,0.09,*,0.55,-,*,0.20,0.29,0.23,0.25,0.19
_Grade 4 Mathematics,,Grade 4 Mathematics,At Masters Grade Level,2018,0.27,0.29,0.32,0.38,0.19,0.67,-,0.57,-,-,0.00,0.36,0.26,0.28,0.27
_Grade 5 Reading+,,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.86,0.86,0.88,0.90,0.83,1.00,-,1.00,-,-,0.52,0.89,0.85,0.87,0.85
_Grade 5 Reading+,,Grade 5 Reading+,At Approaches Grade Level or Above,2018,0.84,0.83,0.79,0.80,0.74,0.92,-,0.91,-,-,0.35,0.78,0.80,0.78,0.75
_Grade 5 Reading+,,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.54,0.54,0.54,0.70,0.39,0.80,-,0.82,-,-,0.23,0.53,0.57,0.51,0.45
_Grade 5 Reading+,,Grade 5 Reading+,At Meets Grade Level or Above,2018,0.54,0.54,0.45,0.54,0.36,0.58,-,0.55,-,-,0.18,0.45,0.45,0.42,0.38
_Grade 5 Reading+,,Grade 5 Reading+,At Masters Grade Level,2019,0.29,0.30,0.31,0.41,0.19,0.50,-,0.73,-,-,0.03,0.36,0.23,0.29,0.26
_Grade 5 Reading+,,Grade 5 Reading+,At Masters Grade Level,2018,0.26,0.27,0.26,0.33,0.18,0.42,-,0.32,-,-,0.18,0.25,0.27,0.22,0.20
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,0.90,0.89,0.89,0.92,0.85,1.00,-,0.91,-,-,0.52,0.90,0.87,0.88,0.88
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,0.91,0.90,0.87,0.85,0.86,0.83,-,1.00,-,-,0.33,0.86,0.90,0.86,0.88
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.58,0.59,0.62,0.74,0.49,0.80,-,0.91,-,-,0.16,0.62,0.62,0.59,0.56
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,0.58,0.58,0.47,0.45,0.42,0.42,-,0.77,-,-,0.11,0.48,0.46,0.45,0.47
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Masters Grade Level,2019,0.36,0.38,0.38,0.48,0.26,0.50,-,0.73,-,-,0.06,0.42,0.30,0.37,0.31
_Grade 5 Mathematics+,,Grade 5 Mathematics+,At Masters Grade Level,2018,0.30,0.31,0.20,0.19,0.16,0.33,-,0.32,-,-,0.06,0.21,0.18,0.20,0.19
_Grade 5 Science,,Grade 5 Science,At Approaches Grade Level or Above,2019,0.75,0.75,0.67,0.75,0.60,0.80,-,0.73,-,-,0.42,0.67,0.68,0.65,0.60
_Grade 5 Science,,Grade 5 Science,At Approaches Grade Level or Above,2018,0.76,0.76,0.66,0.73,0.56,0.75,-,0.86,-,-,0.22,0.69,0.61,0.64,0.63
_Grade 5 Science,,Grade 5 Science,At Meets Grade Level or Above,2019,0.49,0.50,0.37,0.44,0.27,0.50,-,0.64,-,-,0.13,0.38,0.33,0.32,0.27
_Grade 5 Science,,Grade 5 Science,At Meets Grade Level or Above,2018,0.41,0.42,0.25,0.29,0.19,0.42,-,0.32,-,-,0.11,0.26,0.23,0.21,0.22
_Grade 5 Science,,Grade 5 Science,At Masters Grade Level,2019,0.24,0.25,0.15,0.21,0.08,0.20,-,0.27,-,-,0.03,0.14,0.17,0.13,0.11
_Grade 5 Science,,Grade 5 Science,At Masters Grade Level,2018,0.17,0.18,0.04,0.06,0.02,0.08,-,0.00,-,-,0.06,0.04,0.03,0.03,0.01
_Grade 6 Reading,,Grade 6 Reading,At Approaches Grade Level or Above,2019,0.68,0.69,0.67,0.67,0.63,0.80,-,0.89,-,*,0.28,0.66,0.68,0.66,0.62
_Grade 6 Reading,,Grade 6 Reading,At Approaches Grade Level or Above,2018,0.69,0.71,0.72,0.74,0.67,0.70,-,0.91,-,1.00,0.52,0.79,0.68,0.71,0.66
_Grade 6 Reading,,Grade 6 Reading,At Meets Grade Level or Above,2019,0.37,0.38,0.33,0.39,0.29,0.40,-,0.30,-,*,0.11,0.31,0.34,0.32,0.23
_Grade 6 Reading,,Grade 6 Reading,At Meets Grade Level or Above,2018,0.39,0.41,0.34,0.29,0.32,0.40,-,0.58,-,0.33,0.36,0.38,0.31,0.31,0.30
_Grade 6 Reading,,Grade 6 Reading,At Masters Grade Level,2019,0.18,0.19,0.15,0.20,0.11,0.10,-,0.15,-,*,0.03,0.16,0.14,0.14,0.09
_Grade 6 Reading,,Grade 6 Reading,At Masters Grade Level,2018,0.19,0.20,0.13,0.07,0.13,0.10,-,0.24,-,0.33,0.16,0.15,0.11,0.11,0.12
_Grade 6 Mathematics,,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.81,0.81,0.81,0.76,0.82,0.90,-,0.96,-,*,0.33,0.81,0.82,0.81,0.84
_Grade 6 Mathematics,,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,0.77,0.78,0.81,0.78,0.80,0.75,-,1.00,-,0.86,0.42,0.83,0.79,0.79,0.80
_Grade 6 Mathematics,,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.47,0.48,0.43,0.41,0.40,0.50,-,0.63,-,*,0.11,0.44,0.42,0.41,0.40
_Grade 6 Mathematics,,Grade 6 Mathematics,At Meets Grade Level or Above,2018,0.44,0.46,0.46,0.36,0.43,0.42,-,0.88,-,0.86,0.28,0.52,0.42,0.43,0.42
_Grade 6 Mathematics,,Grade 6 Mathematics,At Masters Grade Level,2019,0.21,0.22,0.17,0.17,0.13,0.40,-,0.30,-,*,0.03,0.16,0.17,0.16,0.13
_Grade 6 Mathematics,,Grade 6 Mathematics,At Masters Grade Level,2018,0.18,0.20,0.17,0.14,0.13,0.17,-,0.52,-,0.43,0.14,0.22,0.15,0.15,0.14
_Grade 7 Reading,,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.76,0.77,0.80,0.83,0.76,0.90,-,0.93,-,0.83,0.39,0.86,0.76,0.78,0.71
_Grade 7 Reading,,Grade 7 Reading,At Approaches Grade Level or Above,2018,0.74,0.76,0.83,0.81,0.85,*,-,0.88,-,0.40,0.58,0.85,0.82,0.82,0.79
_Grade 7 Reading,,Grade 7 Reading,At Meets Grade Level or Above,2019,0.49,0.51,0.52,0.52,0.47,0.60,-,0.83,-,0.67,0.18,0.56,0.50,0.51,0.43
