Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.74,0.63,0.76,0.74,0.67,*,*,*,0.38,0.76,0.70,0.73,0.74
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.78,0.74,0.78,0.88,0.75,*,-,0.86,0.53,0.79,0.77,0.78,0.78
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.42,0.31,0.43,0.41,0.33,*,*,*,0.18,0.42,0.39,0.40,0.42
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.38,0.26,0.38,0.46,0.38,*,-,0.57,0.30,0.38,0.36,0.38,0.37
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.23,0.22,0.24,0.15,0.17,*,*,*,0.05,0.23,0.21,0.23,0.20
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.17,0.15,0.17,0.17,0.00,*,-,0.14,0.04,0.18,0.13,0.16,0.17
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.82,0.65,0.84,0.80,0.83,*,*,*,0.47,0.84,0.76,0.82,0.85
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.83,0.72,0.84,0.84,0.75,*,-,0.71,0.56,0.84,0.78,0.83,0.86
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.50,0.37,0.52,0.47,0.25,*,*,*,0.23,0.53,0.39,0.48,0.49
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.52,0.38,0.53,0.63,0.50,*,-,0.29,0.36,0.54,0.46,0.51,0.57
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.23,0.12,0.24,0.22,0.17,*,*,*,0.09,0.26,0.14,0.21,0.24
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.22,0.13,0.23,0.29,0.00,*,-,0.00,0.18,0.23,0.20,0.21,0.27
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.73,0.62,0.74,0.74,0.80,*,-,0.67,0.45,0.77,0.63,0.72,0.75
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.66,0.62,0.66,0.73,0.78,0.80,*,*,0.38,0.70,0.59,0.63,0.66
