Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.74,0.6,0.64,0.9,*,0.91,*,0.85,0.47,0.74,0.72,0.61,0.62
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.73,0.65,0.64,0.93,*,0.89,-,0.92,0.48,0.75,0.68,0.62,0.62
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.46,0.31,0.31,0.7,*,0.75,*,0.61,0.28,0.46,0.43,0.28,0.3
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.44,0.29,0.3,0.7,*,0.68,-,0.65,0.32,0.44,0.41,0.29,0.3
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.29,0.17,0.16,0.51,*,0.55,*,0.39,0.09,0.3,0.25,0.14,0.15
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.26,0.15,0.15,0.47,*,0.44,-,0.45,0.1,0.26,0.24,0.15,0.13
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.78,0.58,0.7,0.93,*,0.96,*,0.79,0.52,0.78,0.77,0.68,0.71
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.75,0.53,0.67,0.93,*,0.93,-,0.9,0.5,0.76,0.7,0.65,0.66
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.49,0.31,0.36,0.72,*,0.82,*,0.56,0.28,0.5,0.46,0.32,0.37
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.46,0.27,0.33,0.72,*,0.8,-,0.67,0.33,0.47,0.42,0.33,0.34
