Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,0.76,0.76,0.89,0.82,0.83,0.91,0.95,0.96,0.63,0.94,0.64,0.89,0.86,0.79,0.85
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,0.77,0.77,0.89,0.79,0.84,0.93,0.81,0.97,1.00,0.93,0.65,0.90,0.85,0.81,0.87
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.45,0.46,0.61,0.47,0.50,0.65,0.63,0.81,0.50,0.65,0.34,0.62,0.54,0.42,0.54
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,0.43,0.44,0.61,0.44,0.51,0.68,0.45,0.79,0.40,0.63,0.37,0.63,0.55,0.45,0.55
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.27,0.28,0.41,0.30,0.31,0.44,0.37,0.63,0.38,0.46,0.17,0.43,0.34,0.25,0.36
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2018,0.25,0.25,0.40,0.26,0.29,0.46,0.32,0.57,0.20,0.41,0.15,0.42,0.33,0.24,0.33
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.79,0.79,0.88,0.76,0.83,0.92,0.95,0.96,0.63,0.90,0.63,0.90,0.84,0.79,0.88
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.79,0.89,0.80,0.84,0.93,0.84,0.98,1.00,0.92,0.64,0.91,0.85,0.81,0.88
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.49,0.49,0.62,0.45,0.49,0.67,0.68,0.87,0.25,0.63,0.34,0.64,0.55,0.43,0.59
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,0.47,0.48,0.64,0.45,0.52,0.68,0.52,0.89,0.60,0.68,0.39,0.66,0.57,0.45,0.61
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.25,0.25,0.37,0.23,0.23,0.39,0.42,0.66,0.25,0.40,0.13,0.39,0.29,0.19,0.34
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,0.23,0.24,0.36,0.21,0.23,0.39,0.19,0.65,0.20,0.40,0.19,0.38,0.29,0.19,0.34
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.75,0.75,0.88,0.77,0.84,0.92,0.88,0.95,*,0.89,0.61,0.90,0.84,0.78,0.86
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,0.73,0.73,0.88,0.79,0.82,0.92,0.89,0.96,0.75,0.89,0.62,0.89,0.86,0.78,0.86
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,0.44,0.45,0.62,0.45,0.52,0.69,0.41,0.81,*,0.63,0.32,0.65,0.55,0.44,0.57
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,0.46,0.46,0.65,0.54,0.54,0.71,0.61,0.84,0.63,0.66,0.36,0.67,0.61,0.49,0.61
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2019,0.22,0.23,0.36,0.21,0.26,0.40,0.16,0.58,*,0.39,0.12,0.38,0.31,0.19,0.31
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2018,0.24,0.25,0.39,0.27,0.28,0.43,0.33,0.61,0.38,0.46,0.16,0.41,0.34,0.24,0.35
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,0.75,0.76,0.87,0.72,0.82,0.92,0.84,0.98,*,0.89,0.58,0.89,0.82,0.75,0.86
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,0.78,0.80,0.90,0.81,0.85,0.93,0.83,0.99,1.00,0.90,0.63,0.91,0.88,0.83,0.90
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,0.48,0.49,0.64,0.42,0.52,0.72,0.59,0.90,*,0.65,0.37,0.68,0.57,0.44,0.63
