Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Spring_ISD_Grade 5 Reading+,Spring_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,-4%,16%,-3%,12%,-5%,16%,3%,28%,-3%,15%,-3%,18%
Spring_ISD_Grade 5 Reading+,Spring_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,20%,na,15%,na,21%,na,25%,na,18%,na,21%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-25%,58%,-29%,46%,-25%,63%,-19%,70%,-27%,56%,-24%,64%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,83%,na,75%,na,88%,na,89%,na,83%,na,88%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-15%,31%,-13%,22%,-17%,35%,-7%,43%,-14%,30%,-16%,39%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,46%,na,35%,na,52%,na,50%,na,44%,na,55%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-10%,15%,-6%,9%,-14%,16%,-2%,24%,-10%,14%,-13%,20%
Spring_ISD_Grade 5 Mathematics+,Spring_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,25%,na,15%,na,30%,na,26%,na,24%,na,33%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-17%,44%,-16%,35%,-20%,46%,-10%,62%,-17%,42%,-19%,46%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,61%,na,51%,na,66%,na,72%,na,59%,na,65%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-18%,16%,-14%,11%,-22%,16%,-11%,34%,-17%,15%,-21%,16%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,34%,na,25%,na,38%,na,45%,na,32%,na,37%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-9%,4%,-5%,3%,-11%,4%,-8%,10%,-7%,4%,-11%,4%
Spring_ISD_Grade 5 Science,Spring_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,13%,na,8%,na,15%,na,18%,na,11%,na,15%
