Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,41%,na,35%,na,40%,na,52%,na,39%,na,38%
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-9%,8%,-10%,6%,-8%,8%,-13%,17%,-9%,7%,-9%,6%
Pasadena_ISD_Grade 4 Reading,Pasadena_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,17%,na,16%,na,16%,na,30%,na,16%,na,15%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-25%,50%,-26%,37%,-25%,50%,-25%,55%,-26%,48%,-29%,50%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,75%,na,63%,na,75%,na,80%,na,74%,na,79%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,36%,-12%,37%,-19%,21%,-18%,12%,-18%,21%,-17%,30%,-19%,20%,-25%,20%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,na,48%,na,49%,na,40%,na,30%,na,39%,na,47%,na,39%,na,45%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,21%,-8%,22%,-8%,10%,-8%,4%,-9%,9%,-3%,18%,-8%,9%,-11%,9%
Pasadena_ISD_Grade 4 Mathematics,Pasadena_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,na,28%,na,30%,na,18%,na,12%,na,18%,na,21%,na,17%,na,20%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-22%,62%,-23%,54%,-23%,61%,-20%,68%,-23%,60%,-27%,56%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,84%,na,77%,na,84%,na,88%,na,83%,na,83%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,-16%,31%,-17%,24%,-16%,29%,-13%,46%,-15%,28%,-20%,22%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,47%,na,41%,na,45%,na,59%,na,43%,na,42%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,-4%,17%,-6%,13%,-4%,16%,-3%,32%,-4%,15%,-7%,11%
Pasadena_ISD_Grade 5 Reading+,Pasadena_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,21%,na,19%,na,20%,na,35%,na,19%,na,18%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-29%,58%,-34%,45%,-31%,57%,-28%,62%,-30%,56%,-34%,55%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,87%,na,79%,na,88%,na,90%,na,86%,na,89%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-23%,25%,-23%,13%,-23%,24%,-24%,33%,-22%,23%,-27%,21%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,48%,na,36%,na,47%,na,57%,na,45%,na,48%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-15%,10%,-14%,3%,-15%,9%,-16%,16%,-15%,8%,-18%,7%
Pasadena_ISD_Grade 5 Mathematics+,Pasadena_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,25%,na,17%,na,24%,na,32%,na,23%,na,25%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-24%,49%,-30%,35%,-25%,48%,-21%,61%,-25%,46%,-27%,44%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,73%,na,65%,na,73%,na,82%,na,71%,na,71%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-28%,16%,-22%,10%,-29%,14%,-32%,29%,-27%,14%,-31%,11%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,44%,na,32%,na,43%,na,61%,na,41%,na,42%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-15%,4%,-7%,3%,-14%,3%,-22%,9%,-13%,3%,-15%,2%
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,19%,na,10%,na,17%,na,31%,na,16%,na,17%
