Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-2%,95%,1%,91%,-1%,97%,#VALUE!,100%,0.04,100%,-7%,93%
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,97%,na,90%,na,98%,na,-,na,96%,na,100%
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,14%,76%,33%,73%,9%,79%,#VALUE!,67%,0.2,80%,13%,73%
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,62%,na,40%,na,70%,na,-,na,60%,na,60%
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,22%,51%,44%,64%,17%,49%,#VALUE!,50%,0.21,51%,16%,46%
Beta_Academy_Grade 5 Reading+,Beta_Academy,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,29%,na,20%,na,32%,na,-,na,30%,na,30%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-6%,91%,0%,100%,-5%,91%,#VALUE!,100%,-0.03,93%,-14%,86%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,97%,na,100%,na,96%,na,-,na,96%,na,100%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,19%,67%,13%,73%,17%,65%,#VALUE!,100%,0.22,67%,24%,64%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,48%,na,60%,na,48%,na,-,na,45%,na,40%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,18%,44%,-5%,45%,21%,44%,#VALUE!,50%,0.11,41%,14%,39%
Beta_Academy_Grade 5 Mathematics+,Beta_Academy,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,26%,na,50%,na,23%,na,-,na,30%,na,25%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,4%,84%,12%,82%,4%,86%,#VALUE!,83%,0.04,85%,-11%,79%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,80%,na,70%,na,82%,na,-,na,81%,na,90%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,6%,44%,15%,55%,2%,40%,#VALUE!,83%,-0.01,39%,5%,45%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,38%,na,40%,na,38%,na,-,na,40%,na,40%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,5%,18%,17%,27%,1%,14%,#VALUE!,50%,0,13%,11%,16%
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,13%,na,10%,na,13%,na,-,na,13%,na,5%
