Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,92%,na,89%,na,92%,na,85%,na,91%,na,94%
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-18%,41%,-20%,24%,-17%,44%,-15%,45%,-18%,39%,-16%,46%
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,59%,na,44%,na,61%,na,60%,na,57%,na,62%
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-15%,21%,-14%,10%,-14%,23%,-36%,11%,-14%,20%,-13%,25%
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,36%,na,24%,na,37%,na,47%,na,34%,na,38%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-20%,56%,-21%,47%,-21%,56%,-16%,64%,-21%,54%,-21%,57%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,76%,na,68%,na,77%,na,80%,na,75%,na,78%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-27%,21%,-21%,14%,-27%,22%,-29%,27%,-26%,20%,-28%,22%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,48%,na,35%,na,49%,na,56%,na,46%,na,50%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-13%,7%,-4%,6%,-13%,7%,-18%,9%,-12%,6%,-13%,7%
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,20%,na,10%,na,20%,na,27%,na,18%,na,20%
