Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,67%,-8%,68%,-18%,58%,-15%,55%,-20%,57%,2%,71%,-20%,55%,-22%,55%
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,na,76%,na,76%,na,76%,na,70%,na,77%,na,69%,na,75%,na,77%
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,39%,-7%,39%,-14%,27%,-13%,23%,-15%,27%,-1%,43%,-15%,24%,-18%,25%
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,na,45%,na,46%,na,41%,na,36%,na,42%,na,44%,na,39%,na,43%
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,19%,-8%,20%,-10%,12%,-8%,10%,-10%,12%,-10%,21%,-10%,11%,-10%,12%
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2019,na,27%,na,28%,na,22%,na,18%,na,22%,na,31%,na,21%,na,22%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,62%,-17%,62%,-22%,58%,-24%,46%,-22%,60%,-21%,62%,-23%,56%,-22%,61%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,na,79%,na,79%,na,80%,na,70%,na,82%,na,83%,na,79%,na,83%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,31%,-18%,31%,-23%,23%,-15%,15%,-25%,23%,-15%,31%,-24%,20%,-26%,23%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,na,49%,na,49%,na,46%,na,30%,na,48%,na,46%,na,44%,na,49%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,14%,-10%,15%,-12%,8%,-6%,6%,-13%,8%,-12%,10%,-12%,7%,-14%,8%
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,na,25%,na,25%,na,20%,na,12%,na,21%,na,22%,na,19%,na,22%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,63%,-12%,63%,-15%,57%,-17%,51%,-15%,57%,-17%,63%,-17%,54%,-15%,56%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,72%,na,68%,na,72%,na,80%,na,71%,na,71%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,36%,-8%,37%,-7%,29%,-5%,25%,-7%,30%,-12%,30%,-9%,26%,-7%,29%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,36%,na,30%,na,37%,na,42%,na,35%,na,36%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-2%,13%,-2%,10%,-2%,13%,0%,17%,-3%,11%,-3%,13%
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,15%,na,12%,na,15%,na,17%,na,14%,na,16%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-22%,56%,-30%,43%,-20%,58%,-17%,64%,-23%,54%,-17%,61%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,78%,na,73%,na,78%,na,81%,na,77%,na,78%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,36%,-12%,37%,-18%,29%,-20%,19%,-17%,31%,-19%,36%,-18%,27%,-15%,33%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,na,48%,na,49%,na,47%,na,39%,na,48%,na,55%,na,45%,na,48%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,21%,-8%,22%,-11%,15%,-8%,9%,-11%,16%,-23%,11%,-11%,14%,-11%,17%
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,na,28%,na,30%,na,26%,na,17%,na,27%,na,34%,na,25%,na,28%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-13%,71%,-22%,57%,-12%,73%,-16%,68%,-13%,70%,-12%,74%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,84%,na,79%,na,85%,na,84%,na,83%,na,86%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,-8%,37%,-15%,27%,-6%,38%,-11%,43%,-7%,35%,-4%,40%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,45%,na,42%,na,44%,na,54%,na,42%,na,44%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,2%,21%,-2%,15%,3%,21%,-5%,25%,2%,19%,3%,20%
Galena_Park_ISD_Grade 5 Reading+,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,19%,na,17%,na,18%,na,30%,na,17%,na,17%
Galena_Park_ISD_Grade 5 Mathematics+,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-22%,70%,-35%,54%,-20%,72%,-10%,75%,-23%,68%,-21%,73%
