Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,67%,-8%,68%,-6%,75%,-10%,63%,-5%,70%,-4%,85%,-6%,66%,-6%,68%
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,na,76%,na,76%,na,81%,na,73%,na,75%,na,89%,na,72%,na,74%
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,39%,-7%,39%,-6%,44%,-6%,33%,-5%,35%,-4%,58%,-5%,32%,-5%,33%
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,na,45%,na,46%,na,50%,na,39%,na,40%,na,62%,na,37%,na,38%
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,19%,-8%,20%,-8%,23%,-7%,14%,-9%,15%,-8%,33%,-7%,15%,-8%,15%
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2019,na,27%,na,28%,na,31%,na,21%,na,24%,na,41%,na,22%,na,23%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,62%,-17%,62%,-9%,72%,-17%,54%,-10%,67%,-6%,83%,-12%,61%,-8%,70%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,na,79%,na,79%,na,81%,na,71%,na,77%,na,89%,na,73%,na,78%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,31%,-18%,31%,-13%,38%,-14%,22%,-13%,29%,-11%,52%,-12%,26%,-13%,32%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,na,49%,na,49%,na,51%,na,36%,na,42%,na,63%,na,38%,na,45%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,14%,-10%,15%,-8%,16%,-5%,7%,-7%,10%,-9%,25%,-6%,10%,-7%,13%
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,na,25%,na,25%,na,24%,na,12%,na,17%,na,34%,na,16%,na,20%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,63%,-12%,63%,-10%,70%,-10%,58%,-12%,64%,-8%,81%,-12%,60%,-12%,64%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,80%,na,68%,na,76%,na,89%,na,72%,na,76%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,36%,-8%,37%,-7%,41%,-5%,29%,-5%,33%,-9%,55%,-7%,28%,-6%,31%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,48%,na,34%,na,38%,na,64%,na,35%,na,37%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-4%,20%,-4%,11%,-4%,13%,-5%,30%,-4%,10%,0%,14%
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,24%,na,15%,na,17%,na,35%,na,14%,na,14%
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-11%,68%,-15%,51%,-12%,62%,-5%,82%,-13%,57%,-13%,63%
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,79%,na,66%,na,74%,na,87%,na,70%,na,76%
