Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Huffman_ISD_Grade 5 Reading+,Huffman_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,28%,na,*,na,21%,na,31%,na,15%,na,9%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-21%,68%,#VALUE!,*,-0.25,58%,-19%,73%,-26%,56%,-32%,52%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,89%,na,*,na,83%,na,92%,na,82%,na,84%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-21%,37%,#VALUE!,*,-0.22,22%,-21%,43%,-19%,24%,-15%,26%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,58%,na,*,na,44%,na,64%,na,43%,na,41%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-16%,16%,#VALUE!,*,-0.19,9%,-16%,18%,-5%,14%,-7%,15%
Huffman_ISD_Grade 5 Mathematics+,Huffman_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,32%,na,*,na,28%,na,34%,na,19%,na,22%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-17%,59%,#VALUE!,*,-0.14,54%,-19%,62%,-15%,47%,-15%,48%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,76%,na,*,na,68%,na,81%,na,62%,na,63%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-17%,24%,#VALUE!,*,-0.21,9%,-17%,30%,-9%,13%,-15%,7%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,41%,na,*,na,30%,na,47%,na,22%,na,22%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-5%,8%,#VALUE!,*,-0.07,3%,-3%,11%,0%,4%,-5%,4%
Huffman_ISD_Grade 5 Science,Huffman_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,13%,na,*,na,10%,na,14%,na,4%,na,9%
