Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
LA PORTE ISD (101916) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
,2019,17%,18%,3%,5%,2%,3%,*,*,*,*,10%,0%,2%,4%,2%,2%
Grade 7 Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,63%,63%,69%,60%,70%,69%,*,*,*,-,27%,64%,69%,68%,67%,64%
,2019,70%,72%,72%,51%,71%,78%,100%,100%,*,*,35%,100%,73%,69%,68%,53%
At Meets Grade Level or Above,2021,33%,34%,32%,23%,31%,33%,*,*,*,-,18%,27%,32%,30%,31%,34%
,2019,42%,43%,42%,22%,39%,47%,80%,100%,*,*,22%,33%,43%,39%,34%,23%
At Masters Grade Level,2021,10%,10%,7%,7%,4%,10%,*,*,*,-,6%,9%,6%,7%,6%,3%
,2019,18%,19%,14%,9%,15%,12%,40%,88%,*,*,16%,0%,15%,14%,12%,5%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,77%,66%,78%,77%,100%,100%,-,-,40%,*,79%,68%,74%,73%
,2019,86%,86%,85%,75%,86%,86%,*,*,*,80%,63%,60%,87%,81%,83%,83%
At Meets Grade Level or Above,2021,46%,48%,43%,39%,43%,43%,60%,40%,-,-,15%,*,45%,35%,40%,38%
,2019,55%,56%,47%,43%,46%,49%,*,*,*,60%,22%,0%,48%,41%,43%,44%
At Masters Grade Level,2021,21%,22%,20%,7%,23%,20%,40%,20%,-,-,6%,*,22%,13%,19%,25%
,2019,28%,30%,21%,16%,21%,23%,*,*,*,20%,8%,0%,22%,16%,17%,20%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,69%,67%,67%,71%,83%,100%,-,-,38%,*,72%,61%,67%,72%
,2019,88%,88%,88%,81%,88%,89%,100%,100%,*,83%,51%,63%,88%,86%,86%,84%
At Meets Grade Level or Above,2021,36%,37%,39%,31%,39%,41%,50%,0%,-,-,23%,*,39%,39%,39%,41%
,2019,57%,58%,51%,34%,48%,58%,60%,86%,*,50%,23%,38%,52%,49%,45%,35%
At Masters Grade Level,2021,11%,11%,7%,3%,7%,7%,33%,0%,-,-,10%,*,8%,4%,6%,7%
,2019,17%,18%,11%,4%,11%,11%,20%,71%,*,0%,8%,0%,11%,13%,8%,7%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,80%,76%,76%,85%,100%,100%,-,-,49%,*,83%,72%,78%,73%
,2019,81%,81%,79%,74%,80%,80%,*,*,*,80%,48%,60%,80%,78%,77%,68%
At Meets Grade Level or Above,2021,43%,45%,56%,45%,54%,60%,80%,60%,-,-,28%,*,57%,52%,50%,53%
,2019,51%,52%,46%,31%,45%,52%,*,*,*,40%,23%,0%,48%,38%,39%,35%
At Masters Grade Level,2021,24%,25%,29%,19%,27%,33%,60%,20%,-,-,9%,*,31%,22%,23%,27%
,2019,25%,27%,19%,7%,19%,22%,*,*,*,20%,12%,0%,20%,17%,16%,20%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,70%,62%,71%,70%,100%,60%,-,-,40%,*,72%,63%,66%,65%
,2019,69%,70%,65%,56%,67%,65%,*,*,*,40%,38%,20%,66%,62%,61%,64%
At Meets Grade Level or Above,2021,28%,29%,33%,24%,34%,34%,40%,20%,-,-,19%,*,33%,33%,31%,33%
,2019,37%,38%,25%,22%,24%,29%,*,*,*,20%,20%,0%,26%,24%,22%,20%
At Masters Grade Level,2021,14%,15%,16%,2%,15%,21%,20%,20%,-,-,13%,*,16%,17%,14%,11%
,2019,21%,23%,10%,4%,10%,12%,*,*,*,20%,5%,0%,11%,8%,10%,7%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,67%,47%,64%,75%,*,90%,*,-,30%,29%,67%,66%,58%,51%
,2019,68%,67%,65%,56%,66%,63%,80%,89%,*,83%,32%,50%,69%,50%,63%,59%
At Meets Grade Level or Above,2021,50%,51%,44%,29%,40%,52%,*,90%,*,-,21%,29%,45%,43%,34%,26%
,2019,50%,50%,48%,36%,48%,49%,40%,78%,*,83%,12%,33%,52%,36%,45%,37%
At Masters Grade Level,2021,12%,14%,6%,3%,6%,8%,*,30%,*,-,7%,0%,7%,6%,5%,3%
,2019,11%,11%,8%,6%,8%,9%,0%,11%,*,17%,5%,0%,9%,5%,7%,4%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,68%,61%,70%,68%,80%,*,*,-,21%,*,69%,65%,62%,60%
,2019,68%,69%,64%,53%,64%,67%,25%,100%,*,86%,27%,38%,68%,50%,63%,53%
At Meets Grade Level or Above,2021,57%,58%,50%,44%,51%,50%,80%,*,*,-,17%,*,50%,48%,39%,42%
,2019,49%,50%,46%,38%,45%,49%,25%,89%,*,43%,16%,25%,50%,31%,43%,23%
At Masters Grade Level,2021,11%,12%,5%,1%,6%,4%,0%,*,*,-,2%,*,5%,2%,2%,4%
,2019,8%,9%,4%,5%,2%,6%,0%,11%,*,0%,6%,0%,4%,2%,3%,0%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,68%,59%,65%,75%,*,100%,*,-,35%,86%,69%,62%,62%,55%
,2019,85%,84%,76%,59%,78%,76%,80%,100%,*,*,41%,*,80%,63%,73%,80%
At Meets Grade Level or Above,2021,41%,44%,28%,15%,27%,32%,*,80%,*,-,16%,29%,29%,25%,21%,18%
,2019,61%,61%,43%,41%,44%,43%,40%,43%,*,*,12%,*,48%,28%,38%,49%
At Masters Grade Level,2021,23%,26%,14%,5%,15%,16%,*,40%,*,-,9%,0%,16%,8%,10%,7%
,2019,37%,38%,19%,16%,20%,18%,0%,29%,*,*,7%,*,21%,12%,17%,19%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,83%,69%,80%,90%,*,92%,*,-,49%,100%,84%,78%,78%,72%
,2019,88%,88%,85%,82%,84%,88%,60%,90%,*,86%,52%,*,87%,77%,83%,78%
At Meets Grade Level or Above,2021,55%,57%,49%,27%,43%,60%,*,83%,*,-,24%,33%,50%,46%,41%,26%
,2019,62%,63%,57%,44%,55%,60%,60%,90%,*,57%,20%,*,62%,41%,52%,42%
At Masters Grade Level,2021,22%,26%,16%,5%,12%,22%,*,58%,*,-,10%,0%,15%,19%,9%,7%
,2019,25%,28%,17%,14%,14%,19%,0%,30%,*,29%,7%,*,19%,10%,13%,11%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,93%,86%,94%,95%,80%,100%,*,-,75%,*,94%,90%,92%,89%
,2019,93%,93%,93%,80%,93%,95%,*,100%,-,100%,74%,67%,94%,87%,92%,89%
At Meets Grade Level or Above,2021,69%,70%,70%,53%,70%,74%,40%,86%,*,-,46%,*,72%,58%,66%,50%
,2019,73%,75%,76%,60%,74%,81%,*,100%,-,60%,41%,50%,78%,70%,74%,39%
At Masters Grade Level,2021,43%,45%,43%,26%,41%,49%,40%,29%,*,-,23%,*,44%,38%,37%,24%
,2019,45%,49%,42%,20%,38%,50%,*,30%,-,40%,17%,17%,42%,41%,39%,11%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,95%,*,97%,93%,-,*,-,*,*,-,95%,*,96%,*
At Meets Grade Level or Above,2021,69%,75%,70%,*,76%,64%,-,*,-,*,*,-,69%,*,76%,*
At Masters Grade Level,2021,14%,18%,3%,*,3%,3%,-,*,-,*,*,-,3%,*,4%,*
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,75%,66%,75%,78%,89%,89%,61%,84%,46%,68%,77%,71%,71%,68%
,2019,78%,78%,80%,71%,81%,82%,79%,95%,60%,74%,51%,77%,82%,75%,78%,74%
At Meets Grade Level or Above,2021,41%,43%,44%,32%,43%,47%,59%,64%,36%,68%,25%,38%,45%,40%,39%,34%
,2019,50%,51%,50%,36%,49%,53%,54%,76%,20%,42%,25%,44%,52%,43%,44%,37%
At Masters Grade Level,2021,18%,20%,18%,8%,18%,20%,29%,32%,18%,36%,10%,15%,19%,15%,15%,13%
,2019,24%,25%,21%,13%,20%,23%,24%,37%,0%,17%,10%,17%,22%,18%,17%,15%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,73%,61%,73%,76%,91%,89%,43%,88%,41%,63%,74%,69%,69%,64%
,2019,75%,75%,78%,69%,78%,80%,74%,94%,63%,73%,47%,75%,80%,71%,76%,71%
At Meets Grade Level or Above,2021,45%,46%,45%,36%,44%,48%,65%,64%,36%,75%,23%,34%,46%,40%,38%,34%
,2019,48%,49%,49%,36%,48%,51%,56%,75%,25%,49%,22%,42%,51%,42%,44%,37%
At Masters Grade Level,2021,18%,20%,17%,7%,18%,18%,30%,32%,7%,38%,7%,17%,19%,13%,15%,14%
,2019,21%,22%,20%,13%,19%,21%,26%,28%,0%,18%,9%,12%,20%,18%,17%,15%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,75%,67%,74%,78%,82%,89%,44%,82%,50%,71%,76%,71%,71%,71%
,2019,82%,82%,85%,75%,86%,85%,81%,100%,67%,79%,55%,85%,86%,81%,82%,82%
At Meets Grade Level or Above,2021,37%,39%,42%,27%,42%,44%,41%,66%,22%,64%,26%,41%,43%,39%,37%,33%
,2019,52%,53%,52%,38%,51%,55%,54%,72%,17%,33%,28%,55%,54%,45%,46%,44%
At Masters Grade Level,2021,18%,19%,17%,6%,17%,19%,24%,34%,22%,36%,10%,17%,17%,15%,14%,12%
,2019,26%,28%,24%,16%,24%,26%,23%,41%,0%,12%,12%,28%,25%,21%,20%,19%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,68%,62%,68%,68%,*,71%,*,*,33%,62%,68%,68%,64%,56%
,2019,68%,69%,73%,59%,72%,78%,100%,100%,*,50%,39%,76%,75%,69%,69%,58%
At Meets Grade Level or Above,2021,30%,31%,31%,26%,31%,32%,*,43%,*,*,17%,29%,32%,30%,27%,27%
,2019,38%,39%,39%,22%,40%,41%,57%,83%,*,30%,19%,12%,40%,37%,32%,26%
At Masters Grade Level,2021,9%,9%,8%,7%,7%,9%,*,14%,*,*,5%,5%,8%,9%,6%,3%
,2019,14%,15%,11%,6%,12%,11%,29%,75%,*,0%,12%,0%,12%,10%,7%,4%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,82%,70%,79%,87%,100%,96%,100%,*,54%,77%,83%,76%,78%,72%
,2019,81%,82%,83%,77%,82%,86%,82%,94%,*,81%,55%,76%,85%,77%,80%,73%
At Meets Grade Level or Above,2021,44%,45%,50%,31%,46%,58%,89%,70%,60%,*,30%,36%,52%,45%,44%,33%
,2019,54%,55%,53%,37%,51%,59%,55%,76%,*,50%,26%,62%,56%,43%,46%,36%
At Masters Grade Level,2021,20%,22%,21%,9%,18%,26%,44%,37%,20%,*,12%,9%,21%,18%,16%,13%
,2019,25%,27%,21%,12%,19%,26%,18%,35%,*,31%,11%,19%,22%,17%,17%,15%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,82%,74%,83%,82%,90%,83%,*,-,58%,86%,83%,74%,79%,76%
,2019,81%,81%,78%,64%,79%,81%,67%,79%,*,70%,55%,45%,80%,73%,73%,68%
At Meets Grade Level or Above,2021,49%,51%,52%,39%,53%,54%,40%,58%,*,-,33%,71%,54%,44%,48%,41%
,2019,55%,57%,50%,36%,47%,56%,33%,79%,*,40%,30%,27%,51%,44%,43%,24%
At Masters Grade Level,2021,29%,31%,30%,14%,28%,35%,30%,25%,*,-,18%,29%,31%,26%,26%,17%
,2019,33%,36%,26%,10%,23%,32%,17%,29%,*,30%,11%,9%,26%,23%,22%,8%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,29%,22%,27%,30%,*,*,*,*,13%,29%,29%,26%,23%,21%
,2019,35%,36%,40%,28%,38%,42%,*,64%,*,45%,26%,30%,42%,32%,32%,26%
Reading and Mathematics Including EOC,2021,24%,25%,29%,22%,27%,30%,*,*,*,*,13%,29%,29%,26%,23%,21%
,2019,35%,36%,40%,28%,38%,42%,*,64%,*,45%,26%,30%,42%,32%,32%,26%
Reading Including EOC,2021,38%,39%,44%,44%,41%,46%,*,*,*,*,16%,29%,44%,45%,36%,36%
,2019,45%,45%,53%,34%,52%,56%,*,73%,*,64%,33%,40%,56%,43%,46%,42%
Math Including EOC,2021,31%,31%,40%,44%,39%,40%,*,*,*,*,25%,43%,41%,38%,34%,36%
,2019,49%,48%,50%,34%,50%,54%,*,64%,*,45%,33%,40%,52%,44%,43%,38%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,32%,24%,32%,34%,*,*,*,*,14%,45%,32%,33%,24%,20%
,2019,35%,36%,39%,29%,41%,40%,*,*,-,17%,21%,31%,41%,35%,31%,28%
Reading and Mathematics Including EOC,2021,26%,27%,32%,24%,32%,34%,*,*,*,*,14%,45%,32%,33%,24%,20%
,2019,35%,36%,39%,29%,41%,40%,*,*,-,17%,21%,31%,41%,35%,31%,28%
Reading Including EOC,2021,36%,37%,44%,31%,42%,48%,*,*,*,*,20%,45%,45%,41%,37%,34%
,2019,44%,45%,51%,39%,50%,55%,*,*,-,33%,25%,56%,54%,45%,43%,36%
Math Including EOC,2021,36%,36%,48%,31%,49%,49%,*,*,*,*,29%,55%,47%,50%,40%,30%
,2019,48%,49%,54%,41%,56%,55%,*,*,-,17%,33%,44%,57%,49%,49%,49%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,52%,32%,53%,53%,*,80%,*,*,31%,31%,56%,42%,47%,42%
,2019,44%,44%,49%,29%,49%,53%,*,*,-,40%,29%,58%,51%,46%,40%,39%
Reading and Mathematics Including EOC,2021,34%,35%,52%,32%,53%,53%,*,80%,*,*,31%,31%,56%,42%,47%,42%
,2019,44%,44%,49%,29%,49%,53%,*,*,-,40%,29%,58%,51%,46%,40%,39%
Reading Including EOC,2021,46%,47%,63%,49%,62%,67%,*,80%,*,*,44%,31%,68%,48%,59%,53%
,2019,54%,54%,57%,34%,56%,61%,*,*,-,60%,34%,58%,58%,53%,51%,49%
Math Including EOC,2021,44%,45%,67%,46%,71%,66%,*,90%,*,*,42%,54%,70%,58%,64%,61%
,2019,58%,59%,74%,60%,73%,77%,*,*,-,60%,55%,83%,76%,65%,67%,67%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,24%,8%,24%,28%,*,40%,-,-,18%,0%,26%,19%,17%,14%
,2019,31%,32%,35%,26%,37%,36%,*,20%,-,14%,17%,27%,35%,35%,31%,24%
Reading and Mathematics Including EOC,2021,24%,26%,24%,8%,24%,28%,*,40%,-,-,18%,0%,26%,19%,17%,14%
,2019,31%,32%,35%,26%,37%,36%,*,20%,-,14%,17%,27%,35%,35%,31%,24%
Reading Including EOC,2021,32%,34%,29%,15%,28%,32%,*,40%,-,-,21%,8%,30%,23%,21%,16%
,2019,37%,38%,41%,33%,42%,42%,*,40%,-,14%,21%,33%,41%,41%,35%,26%
Math Including EOC,2021,36%,38%,49%,20%,49%,55%,*,80%,-,-,28%,42%,50%,44%,43%,34%
,2019,48%,49%,57%,50%,55%,61%,*,60%,-,29%,23%,67%,59%,50%,51%,48%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,21%,21%,20%,22%,*,*,*,-,22%,18%,22%,16%,18%,16%
,2019,36%,39%,33%,13%,29%,40%,60%,100%,*,*,22%,44%,34%,31%,26%,14%
Reading and Mathematics Including EOC,2021,27%,29%,21%,21%,20%,22%,*,*,*,-,22%,18%,22%,16%,18%,16%
,2019,37%,40%,33%,13%,29%,40%,60%,100%,*,*,22%,44%,34%,31%,26%,14%
Reading Including EOC,2021,45%,47%,43%,34%,43%,44%,*,*,*,-,27%,45%,44%,39%,41%,36%
,2019,49%,51%,48%,27%,46%,52%,80%,100%,*,*,27%,56%,48%,46%,42%,31%
Math Including EOC,2021,32%,34%,27%,24%,25%,29%,*,*,*,-,22%,27%,28%,22%,23%,25%
,2019,48%,50%,42%,18%,36%,53%,60%,100%,*,*,24%,67%,44%,36%,33%,20%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,19%,12%,20%,18%,*,*,-,-,16%,*,17%,23%,22%,19%
,2019,34%,35%,23%,21%,20%,28%,*,*,*,20%,17%,0%,22%,27%,23%,18%
Reading and Mathematics Including EOC,2021,33%,34%,32%,23%,32%,32%,60%,20%,-,-,16%,*,33%,27%,29%,29%
,2019,47%,48%,35%,27%,35%,37%,*,*,*,20%,17%,0%,36%,30%,33%,36%
Reading Including EOC,2021,47%,48%,43%,39%,43%,43%,60%,40%,-,-,15%,*,45%,35%,40%,38%
,2019,55%,56%,47%,43%,46%,49%,*,*,*,60%,22%,0%,48%,41%,43%,44%
Math Including EOC,2021,43%,44%,45%,35%,45%,47%,60%,20%,-,-,22%,*,46%,39%,41%,43%
,2019,62%,64%,49%,40%,50%,51%,*,*,*,40%,23%,0%,51%,40%,46%,44%
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,30%,19%,30%,31%,36%,46%,33%,63%,19%,24%,31%,27%,25%,22%
,2019,36%,37%,37%,24%,37%,41%,52%,66%,*,29%,22%,34%,38%,35%,31%,25%
Reading and Mathematics Including EOC,2021,28%,29%,31%,21%,31%,33%,40%,47%,33%,63%,19%,25%,33%,27%,26%,24%
,2019,38%,39%,39%,25%,39%,41%,52%,63%,*,29%,22%,34%,40%,35%,32%,28%
