Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.16,0.46,0.2,0.49,0.15,0.43,0.25,0.56,0.19,0.45,0.14,0.41
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.09,0.5,0.11,0.33,0.12,0.44,0.07,0.63,0.12,0.4,0.14,0.48
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.09,0.5,0.11,0.33,0.12,0.44,0.07,0.63,0.12,0.4,0.14,0.48
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.1,0.6,0.1,0.51,0.13,0.58,0,0.82,0.12,0.54,0.13,0.56
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.1,0.6,0.1,0.51,0.13,0.58,0,0.82,0.12,0.54,0.13,0.56
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.1,0.33,0.09,0.24,0.12,0.29,0.03,0.61,0.12,0.27,0.13,0.28
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.1,0.33,0.09,0.24,0.12,0.29,0.03,0.61,0.12,0.27,0.13,0.28
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.36,0.13,0.27,0.12,0.28,0.16,0.51,0.12,0.25,0.13,0.28
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.36,0.13,0.27,0.12,0.28,0.16,0.51,0.12,0.25,0.13,0.28
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Approaches Grade Level or Above,2021_2022,0.10,0.83,0.1,0.84,0.11,0.82,0.12,0.74,0.12,0.83,0.05,0.86,0.11,0.81,0.13,0.79
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Approaches Grade Level or Above,2021_2022,0.10,0.83,0.1,0.84,0.11,0.82,0.12,0.74,0.12,0.83,0.05,0.86,0.11,0.81,0.13,0.79
Harmony_Schools_Grade 6 Mathematics,Harmony_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.13,0.82,0.17,0.8,0.16,0.79,0,0.86,0.14,0.79,0.13,0.8
Harmony_Schools_Grade 6 Mathematics,Harmony_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.13,0.82,0.17,0.8,0.16,0.79,0,0.86,0.14,0.79,0.13,0.8
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.08,0.83,0.2,0.86,0.09,0.82,0.03,0.83,0.05,0.79,0.13,0.81
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.08,0.83,0.2,0.86,0.09,0.82,0.03,0.83,0.05,0.79,0.13,0.81
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.04,0.86,-0.12,0.67,0.09,0.87,0.01,0.88,0.03,0.79,0.13,0.86
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.04,0.86,-0.12,0.67,0.09,0.87,0.01,0.88,0.03,0.79,0.13,0.86
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.15,0.71,0.13,0.56,0.15,0.73,0.11,0.75,0.15,0.69,0.13,0.74
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.15,0.71,0.13,0.56,0.15,0.73,0.11,0.75,0.15,0.69,0.13,0.74
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.09,0.77,0.11,0.62,0.11,0.73,0.04,0.86,0.12,0.69,0.13,0.76
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.09,0.77,0.11,0.62,0.11,0.73,0.04,0.86,0.12,0.69,0.13,0.76
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.68,0,0.65,0.14,0.65,0.07,0.85,0.1,0.66,0.13,0.65
Harmony_Schools_South_Grade 7 Mathematics,Harmony_Schools_South,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.68,0,0.65,0.14,0.65,0.07,0.85,0.1,0.66,0.13,0.65
Tomball_ISD_Grade 5 Reading,Tomball_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.09,0.74,-0.02,0.52,0.12,0.68,0.08,0.78,0.14,0.56,0.13,0.7
Tomball_ISD_Grade 5 Reading,Tomball_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.09,0.74,-0.02,0.52,0.12,0.68,0.08,0.78,0.14,0.56,0.13,0.7
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.1,0.64,0.11,0.52,0.11,0.58,0.07,0.78,0.11,0.54,0.13,0.6
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.1,0.64,0.11,0.52,0.11,0.58,0.07,0.78,0.11,0.54,0.13,0.6
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.1,0.7,-0.06,0.4,0.14,0.62,0.09,0.75,0.15,0.52,0.13,0.64
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.1,0.7,-0.06,0.4,0.14,0.62,0.09,0.75,0.15,0.52,0.13,0.64
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.13,0.5,0.13,0.37,0.13,0.53,0,0.48,0.14,0.5,0.13,0.53
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.13,0.5,0.13,0.37,0.13,0.53,0,0.48,0.14,0.5,0.13,0.53
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.08,0.49,0.09,0.42,0.03,0.43,0.12,0.63,0.06,0.41,0.13,0.49
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.08,0.49,0.09,0.42,0.03,0.43,0.12,0.63,0.06,0.41,0.13,0.49
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.51,0.11,0.33,0.16,0.45,0.11,0.63,0.13,0.39,0.13,0.45
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.51,0.11,0.33,0.16,0.45,0.11,0.63,0.13,0.39,0.13,0.45
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.14,0.46,0.15,0.37,0.15,0.41,0.09,0.8,0.15,0.38,0.13,0.38
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.14,0.46,0.15,0.37,0.15,0.41,0.09,0.8,0.15,0.38,0.13,0.38
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.41,0.13,0.28,0.14,0.42,0.04,0.45,0.13,0.37,0.13,0.44
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.41,0.13,0.28,0.14,0.42,0.04,0.45,0.13,0.37,0.13,0.44
Tomball_ISD_Grade 5 Reading,Tomball_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.06,0.55,-0.04,0.36,0.09,0.49,0.03,0.57,0.1,0.37,0.13,0.52
Tomball_ISD_Grade 5 Reading,Tomball_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.06,0.55,-0.04,0.36,0.09,0.49,0.03,0.57,0.1,0.37,0.13,0.52
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.15,0.5,0.21,0.4,0.16,0.42,0.13,0.52,0.18,0.33,0.13,0.42
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.15,0.5,0.21,0.4,0.16,0.42,0.13,0.52,0.18,0.33,0.13,0.42
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.14,0.41,0.1,0.31,0.14,0.36,0.11,0.72,0.13,0.33,0.13,0.32
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.14,0.41,0.1,0.31,0.14,0.36,0.11,0.72,0.13,0.33,0.13,0.32
Spring_ISD_Grade 3 Mathematics,Spring_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.12,0.31,0.1,0.22,0.15,0.35,0.1,0.38,0.11,0.29,0.13,0.37
Spring_ISD_Grade 3 Mathematics,Spring_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.12,0.31,0.1,0.22,0.15,0.35,0.1,0.38,0.11,0.29,0.13,0.37
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.07,0.35,0.12,0.37,0.02,0.27,0.18,0.47,0.08,0.28,0.13,0.33
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.07,0.35,0.12,0.37,0.02,0.27,0.18,0.47,0.08,0.28,0.13,0.33
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.11,0.42,-0.03,0.12,0.12,0.34,0.11,0.47,0.13,0.27,0.13,0.37
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.11,0.42,-0.03,0.12,0.12,0.34,0.11,0.47,0.13,0.27,0.13,0.37
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.16,0.31,0.11,0.22,0.2,0.33,0.13,0.31,0.12,0.24,0.13,0.24
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.16,0.31,0.11,0.22,0.2,0.33,0.13,0.31,0.12,0.24,0.13,0.24
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.13,0.23,0.14,0.27,0.13,0.2,0.08,0.22,0.13,0.22,0.13,0.21
Alief_ISD_Grade 4 Reading,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.13,0.23,0.14,0.27,0.13,0.2,0.08,0.22,0.13,0.22,0.13,0.21
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.06,0.24,0.08,0.18,0.05,0.22,0.14,0.37,0.04,0.21,0.13,0.23
Pasadena_ISD_Grade 7 Mathematics,Pasadena_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.06,0.24,0.08,0.18,0.05,0.22,0.14,0.37,0.04,0.21,0.13,0.23
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.12,0.21,0.13,0.2,0.12,0.19,0.11,0.19,0.12,0.19,0.13,0.2
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.12,0.21,0.13,0.2,0.12,0.19,0.11,0.19,0.12,0.19,0.13,0.2
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.11,0.19,0.03,0.09,0.13,0.21,0.09,0.19,0.11,0.18,0.13,0.21
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.11,0.19,0.03,0.09,0.13,0.21,0.09,0.19,0.11,0.18,0.13,0.21
Humble_ISD_Grade 4 Reading,Humble_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.11,0.28,0.07,0.17,0.11,0.22,0.12,0.4,0.1,0.17,0.13,0.19
Humble_ISD_Grade 4 Reading,Humble_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.11,0.28,0.07,0.17,0.11,0.22,0.12,0.4,0.1,0.17,0.13,0.19
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.23,0.44,0.53,0.53,0.19,0.45,0.4,0.4,0.21,0.41,0.13,0.36
Beta_Academy_Grade 6 Reading,Beta_Academy,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.23,0.44,0.53,0.53,0.19,0.45,0.4,0.4,0.21,0.41,0.13,0.36
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.17,0.38,0.2,0.42,0.11,0.17,0.19,0.41,0.16,0.31,0.13,0.3
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.17,0.38,0.2,0.42,0.11,0.17,0.19,0.41,0.16,0.31,0.13,0.3
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.13,0.3,0.11,0.24,0.12,0.3,0.19,0.44,0.12,0.28,0.13,0.29
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.13,0.3,0.11,0.24,0.12,0.3,0.19,0.44,0.12,0.28,0.13,0.29
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.12,0.66,0.13,0.55,0.13,0.59,0.09,0.77,0.13,0.55,0.13,0.57
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.12,0.66,0.13,0.55,0.13,0.59,0.09,0.77,0.13,0.55,0.13,0.57
Katy_ISD_Grade 7 Reading,Katy_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.13,0.6,0.1,0.45,0.15,0.49,0.15,0.68,0.13,0.43,0.12,0.53
Katy_ISD_Grade 7 Reading,Katy_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.13,0.6,0.1,0.45,0.15,0.49,0.15,0.68,0.13,0.43,0.12,0.53
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.14,0.49,0.09,0.33,0.12,0.4,0.19,0.66,0.13,0.37,0.12,0.28
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.14,0.49,0.09,0.33,0.12,0.4,0.19,0.66,0.13,0.37,0.12,0.28
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.15,0.36,0.14,0.28,0.15,0.37,0.28,0.55,0.14,0.34,0.12,0.34
Galena_Park_ISD_Grade 5 Science,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.15,0.36,0.14,0.28,0.15,0.37,0.28,0.55,0.14,0.34,0.12,0.34
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.09,0.34,0.16,0.29,0.09,0.33,0.09,0.42,0.09,0.32,0.12,0.33
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.09,0.34,0.16,0.29,0.09,0.33,0.09,0.42,0.09,0.32,0.12,0.33
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.15,0.33,0.13,0.22,0.14,0.32,0.24,0.45,0.15,0.31,0.12,0.33
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.15,0.33,0.13,0.22,0.14,0.32,0.24,0.45,0.15,0.31,0.12,0.33
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.14,0.28,0.12,0.24,0.15,0.24,0.17,0.38,0.14,0.25,0.12,0.27
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.14,0.28,0.12,0.24,0.15,0.24,0.17,0.38,0.14,0.25,0.12,0.27
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.1,0.33,0.01,0.26,0.11,0.25,0.12,0.46,0.09,0.25,0.12,0.34
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.1,0.33,0.01,0.26,0.11,0.25,0.12,0.46,0.09,0.25,0.12,0.34
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.07,0.28,0.08,0.24,0.01,0.2,0.18,0.39,0.07,0.21,0.12,0.27
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.07,0.28,0.08,0.24,0.01,0.2,0.18,0.39,0.07,0.21,0.12,0.27
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Masters Grade Level,2021_2022,0.16,0.37,0.18,0.4,0.18,0.3,0.16,0.23,0.17,0.3,0.01,0.25,0.15,0.27,0.12,0.2
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Masters Grade Level,2021_2022,0.16,0.37,0.18,0.4,0.18,0.3,0.16,0.23,0.17,0.3,0.01,0.25,0.15,0.27,0.12,0.2
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.06,0.89,0.01,0.72,0.07,0.84,0.05,0.91,0.16,0.79,0.12,0.84
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.06,0.89,0.01,0.72,0.07,0.84,0.05,0.91,0.16,0.79,0.12,0.84
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.13,0.77,0.26,0.8,0.12,0.77,0.15,0.79,0.14,0.76,0.12,0.74
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.13,0.77,0.26,0.8,0.12,0.77,0.15,0.79,0.14,0.76,0.12,0.74
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.09,0.8,0.08,0.8,0.09,0.75,0.21,0.95,0.11,0.76,0.12,0.77
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.09,0.8,0.08,0.8,0.09,0.75,0.21,0.95,0.11,0.76,0.12,0.77
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.08,0.81,0.27,0.79,0.04,0.78,0.1,0.85,0.09,0.76,0.12,0.78
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.08,0.81,0.27,0.79,0.04,0.78,0.1,0.85,0.09,0.76,0.12,0.78
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.77,0.15,0.71,0.11,0.75,0.01,0.91,0.12,0.73,0.12,0.74
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.77,0.15,0.71,0.11,0.75,0.01,0.91,0.12,0.73,0.12,0.74
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.73,0.09,0.77,0.13,0.7,0.08,0.87,0.13,0.72,0.12,0.67
Harmony_Schools_South_Grade 6 Reading,Harmony_Schools_South,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.73,0.09,0.77,0.13,0.7,0.08,0.87,0.13,0.72,0.12,0.67
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.09,0.75,0.09,0.7,0.06,0.7,0.18,0.92,0.09,0.69,0.12,0.72
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.09,0.75,0.09,0.7,0.06,0.7,0.18,0.92,0.09,0.69,0.12,0.72
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.69,0.01,0.54,0.1,0.72,0.17,0.64,0.09,0.69,0.12,0.72
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.69,0.01,0.54,0.1,0.72,0.17,0.64,0.09,0.69,0.12,0.72
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.67,0.09,0.68,0.13,0.65,0.17,0.7,0.13,0.68,0.12,0.66
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.67,0.09,0.68,0.13,0.65,0.17,0.7,0.13,0.68,0.12,0.66
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.13,0.72,0.17,0.66,0.15,0.69,0.02,0.92,0.16,0.67,0.12,0.66
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.13,0.72,0.17,0.66,0.15,0.69,0.02,0.92,0.16,0.67,0.12,0.66
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.1,0.66,0.11,0.59,0.11,0.68,0.06,0.69,0.12,0.66,0.12,0.67
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.1,0.66,0.11,0.59,0.11,0.68,0.06,0.69,0.12,0.66,0.12,0.67
Spring_ISD_Grade 4 Reading,Spring_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.18,0.66,0.25,0.63,0.14,0.67,0.12,0.75,0.18,0.64,0.12,0.65
