Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Harmony_Schools_West_Grade 5 Reading,Harmony_Schools_West,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.11,0.92,0.17,0.93,0.04,0.77,-0.07,0.89,0.14,0.9,0.1,0.89
Harmony_Schools_West_Grade 7 Reading,Harmony_Schools_West,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.92,0.14,0.89,0.17,0.85,0.08,0.91,0.11,0.9,0.1,0.91
Harmony_Schools_West_Grade 7 Reading,Harmony_Schools_West,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.92,0.14,0.89,0.17,0.85,0.08,0.91,0.11,0.9,0.1,0.91
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.87,-0.11,0.6,0.05,0.87,-0.02,0.89,0.07,0.85,0.1,0.9
Deer_Park_ISD_Grade 6 Mathematics,Deer_Park_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.87,-0.11,0.6,0.05,0.87,-0.02,0.89,0.07,0.85,0.1,0.9
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.82,0.12,0.74,0.08,0.77,0.06,0.91,0.11,0.75,0.1,0.69
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.82,0.12,0.74,0.08,0.77,0.06,0.91,0.11,0.75,0.1,0.69
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.13,0.74,0.17,0.7,0.14,0.74,0.12,0.79,0.14,0.71,0.1,0.63
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.13,0.74,0.17,0.7,0.14,0.74,0.12,0.79,0.14,0.71,0.1,0.63
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.07,0.75,0.15,0.65,0.06,0.73,0.05,0.78,0.08,0.7,0.1,0.69
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.07,0.75,0.15,0.65,0.06,0.73,0.05,0.78,0.08,0.7,0.1,0.69
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.65,0.13,0.63,0.11,0.65,0.17,0.65,0.12,0.65,0.1,0.6
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.11,0.65,0.13,0.63,0.11,0.65,0.17,0.65,0.12,0.65,0.1,0.6
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.12,0.62,0.1,0.64,0.11,0.57,0.1,0.64,0.11,0.6,0.1,0.59
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.12,0.62,0.1,0.64,0.11,0.57,0.1,0.64,0.11,0.6,0.1,0.59
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.06,0.56,0.04,0.59,0.1,0.5,0.13,0.8,0.09,0.56,0.1,0.58
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.06,0.56,0.04,0.59,0.1,0.5,0.13,0.8,0.09,0.56,0.1,0.58
Sheldon_ISD_Grade 6 Mathematics,Sheldon_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.51,-0.05,0.38,0.07,0.57,-0.01,0.48,0.03,0.5,0.1,0.57
Sheldon_ISD_Grade 6 Mathematics,Sheldon_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.51,-0.05,0.38,0.07,0.57,-0.01,0.48,0.03,0.5,0.1,0.57
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.13,0.46,0.11,0.47,0.12,0.41,0.29,0.63,0.13,0.45,0.1,0.42
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.13,0.46,0.11,0.47,0.12,0.41,0.29,0.63,0.13,0.45,0.1,0.42
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.08,0.52,0.08,0.35,0.09,0.44,0.08,0.71,0.08,0.39,0.1,0.47
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.08,0.52,0.08,0.35,0.09,0.44,0.08,0.71,0.08,0.39,0.1,0.47
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.12,0.41,0.14,0.31,0.11,0.32,0.16,0.57,0.11,0.3,0.1,0.24
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.12,0.41,0.14,0.31,0.11,0.32,0.16,0.57,0.11,0.3,0.1,0.24
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.08,0.32,0.07,0.19,0.08,0.35,0.2,0.41,0.08,0.3,0.1,0.35
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.08,0.32,0.07,0.19,0.08,0.35,0.2,0.41,0.08,0.3,0.1,0.35
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.08,0.34,0.07,0.21,0.08,0.29,-0.01,0.61,0.09,0.26,0.1,0.29
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.08,0.34,0.07,0.21,0.08,0.29,-0.01,0.61,0.09,0.26,0.1,0.29
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.06,0.81,0.07,0.73,0.09,0.78,0.05,0.91,0.08,0.75,0.09,0.78
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.06,0.81,0.07,0.73,0.09,0.78,0.05,0.91,0.08,0.75,0.09,0.78
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.06,0.81,0.07,0.68,0.08,0.78,0.03,0.91,0.06,0.73,0.09,0.81
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.06,0.81,0.07,0.68,0.08,0.78,0.03,0.91,0.06,0.73,0.09,0.81
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.14,0.73,0.21,0.7,0.13,0.72,0.14,0.8,0.13,0.7,0.09,0.67
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.14,0.73,0.21,0.7,0.13,0.72,0.14,0.8,0.13,0.7,0.09,0.67
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.08,0.76,0.16,0.59,0.1,0.67,0.02,0.92,0.11,0.64,0.09,0.66
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.08,0.76,0.16,0.59,0.1,0.67,0.02,0.92,0.11,0.64,0.09,0.66
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.21,0.51,0.47,0.6,0.21,0.51,0,0.4,0.24,0.49,0.09,0.44
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.21,0.51,0.47,0.6,0.21,0.51,0,0.4,0.24,0.49,0.09,0.44
Spring_ISD_Grade 7 Mathematics,Spring_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.09,0.48,0.09,0.36,0.09,0.52,0.15,0.68,0.08,0.45,0.09,0.51
Spring_ISD_Grade 7 Mathematics,Spring_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.09,0.48,0.09,0.36,0.09,0.52,0.15,0.68,0.08,0.45,0.09,0.51
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.06,0.58,0,0.35,0.06,0.44,0.08,0.68,0.07,0.38,0.09,0.55
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.06,0.58,0,0.35,0.06,0.44,0.08,0.68,0.07,0.38,0.09,0.55
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.06,0.38,0.09,0.25,0.04,0.37,0.07,0.47,0.05,0.33,0.09,0.4
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.06,0.38,0.09,0.25,0.04,0.37,0.07,0.47,0.05,0.33,0.09,0.4
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.09,0.41,0.11,0.3,0.09,0.3,0.09,0.46,0.1,0.26,0.09,0.38
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.09,0.41,0.11,0.3,0.09,0.3,0.09,0.46,0.1,0.26,0.09,0.38
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.29,0.12,0.25,0.09,0.29,0.1,0.4,0.08,0.26,0.09,0.28
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.29,0.12,0.25,0.09,0.29,0.1,0.4,0.08,0.26,0.09,0.28
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.07,0.34,0.06,0.19,0.07,0.24,0.06,0.38,0.06,0.19,0.09,0.34
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.07,0.34,0.06,0.19,0.07,0.24,0.06,0.38,0.06,0.19,0.09,0.34
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.07,0.19,0.04,0.14,0.09,0.21,0.11,0.26,0.07,0.19,0.09,0.2
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.07,0.19,0.04,0.14,0.09,0.21,0.11,0.26,0.07,0.19,0.09,0.2
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.08,0.2,0.05,0.1,0.09,0.16,0.09,0.47,0.07,0.13,0.09,0.17
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.08,0.2,0.05,0.1,0.09,0.16,0.09,0.47,0.07,0.13,0.09,0.17
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.02,0.06,0.1,0.14,0.17,0.17,0.08,0.12,0.09,0.14
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.02,0.06,0.1,0.14,0.17,0.17,0.08,0.12,0.09,0.14
Yes_Prep_Schools_Grade 6 Reading,Yes_Prep_Schools,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.08,0.29,0.03,0.21,0.09,0.3,0.15,0.43,0.08,0.28,0.09,0.26
Yes_Prep_Schools_Grade 6 Reading,Yes_Prep_Schools,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.08,0.29,0.03,0.21,0.09,0.3,0.15,0.43,0.08,0.28,0.09,0.26
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.06,0.3,0.07,0.2,0.09,0.31,-0.03,0.33,0.08,0.27,0.09,0.3
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.06,0.3,0.07,0.2,0.09,0.31,-0.03,0.33,0.08,0.27,0.09,0.3
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.08,0.25,0.05,0.26,0.09,0.21,0.2,0.33,0.1,0.25,0.09,0.24
Alief_ISD_Grade 5 Reading,Alief_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.08,0.25,0.05,0.26,0.09,0.21,0.2,0.33,0.1,0.25,0.09,0.24
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.06,0.24,0.08,0.08,0.06,0.26,0,0.2,0.08,0.24,0.09,0.31
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.06,0.24,0.08,0.08,0.06,0.26,0,0.2,0.08,0.24,0.09,0.31
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.12,0.35,0.06,0.2,0.13,0.28,0.14,0.47,0.07,0.22,0.09,0.24
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.12,0.35,0.06,0.2,0.13,0.28,0.14,0.47,0.07,0.22,0.09,0.24
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.1,0.23,0.08,0.18,0.1,0.23,0.22,0.39,0.1,0.21,0.09,0.22
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.1,0.23,0.08,0.18,0.1,0.23,0.22,0.39,0.1,0.21,0.09,0.22
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.07,0.21,0.02,0.19,0.08,0.18,0.14,0.27,0.08,0.21,0.09,0.22
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.07,0.21,0.02,0.19,0.08,0.18,0.14,0.27,0.08,0.21,0.09,0.22
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.1,0.39,0.1,0.25,0.09,0.31,0.12,0.43,0.13,0.2,0.09,0.26
Tomball_ISD_Grade 6 Reading,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.1,0.39,0.1,0.25,0.09,0.31,0.12,0.43,0.13,0.2,0.09,0.26
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.07,0.25,-0.12,0.09,0.1,0.25,0.1,0.31,0.06,0.2,0.09,0.18
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.07,0.25,-0.12,0.09,0.1,0.25,0.1,0.31,0.06,0.2,0.09,0.18
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.17,0.23,0.4,0.4,0.1,0.18,0.4,0.4,0.11,0.18,0.09,0.19
Beta_Academy_Grade 6 Mathematics,Beta_Academy,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.17,0.23,0.4,0.4,0.1,0.18,0.4,0.4,0.11,0.18,0.09,0.19
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.07,0.23,0.03,0.11,0.09,0.2,0.04,0.48,0.08,0.17,0.09,0.21
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.07,0.23,0.03,0.11,0.09,0.2,0.04,0.48,0.08,0.17,0.09,0.21
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.1,0.23,0.05,0.14,0.1,0.18,0.12,0.51,0.08,0.15,0.09,0.16
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.1,0.23,0.05,0.14,0.1,0.18,0.12,0.51,0.08,0.15,0.09,0.16
Deer_Park_ISD_Grade 7 Reading,Deer_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.09,0.88,-0.02,0.69,0.1,0.87,0.1,0.93,0.11,0.84,0.09,0.84
Deer_Park_ISD_Grade 7 Reading,Deer_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.09,0.88,-0.02,0.69,0.1,0.87,0.1,0.93,0.11,0.84,0.09,0.84
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.88,0.09,0.81,0.07,0.85,0.05,0.95,0.08,0.82,0.09,0.77
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.88,0.09,0.81,0.07,0.85,0.05,0.95,0.08,0.82,0.09,0.77
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.85,0.17,0.86,0.11,0.71,0.27,0.94,0.11,0.81,0.09,0.83
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.11,0.85,0.17,0.86,0.11,0.71,0.27,0.94,0.11,0.81,0.09,0.83
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.07,0.89,0.17,0.81,0.08,0.84,0.07,0.92,0.13,0.79,0.09,0.85
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.07,0.89,0.17,0.81,0.08,0.84,0.07,0.92,0.13,0.79,0.09,0.85
Galena_Park_ISD_Grade 5 Mathematics,Galena_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.1,0.8,0.16,0.7,0.09,0.81,0.18,0.93,0.11,0.79,0.09,0.82
Galena_Park_ISD_Grade 5 Mathematics,Galena_Park_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.1,0.8,0.16,0.7,0.09,0.81,0.18,0.93,0.11,0.79,0.09,0.82
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.65,0.08,0.63,0.09,0.62,0.03,0.63,0.1,0.65,0.09,0.65
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.08,0.65,0.08,0.63,0.09,0.62,0.03,0.63,0.1,0.65,0.09,0.65
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.6,0.11,0.56,0.1,0.58,0.08,0.63,0.11,0.6,0.09,0.6
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.1,0.6,0.11,0.56,0.1,0.58,0.08,0.63,0.11,0.6,0.09,0.6
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.07,0.56,0.06,0.51,0.09,0.54,0.13,0.62,0.09,0.56,0.09,0.58
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.07,0.56,0.06,0.51,0.09,0.54,0.13,0.62,0.09,0.56,0.09,0.58
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.1,0.68,0.12,0.57,0.11,0.58,0.07,0.75,0.12,0.52,0.09,0.62
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.1,0.68,0.12,0.57,0.11,0.58,0.07,0.75,0.12,0.52,0.09,0.62
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.06,0.47,0.01,0.43,0.09,0.46,0.15,0.52,0.08,0.47,0.09,0.48
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.06,0.47,0.01,0.43,0.09,0.46,0.15,0.52,0.08,0.47,0.09,0.48
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.48,0.47,0.47,0.09,0.41,0.21,0.6,0.11,0.37,0.08,0.4
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.48,0.47,0.47,0.09,0.41,0.21,0.6,0.11,0.37,0.08,0.4
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.39,0.15,0.32,0.1,0.39,0.11,0.41,0.1,0.37,0.08,0.4
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.39,0.15,0.32,0.1,0.39,0.11,0.41,0.1,0.37,0.08,0.4
Katy_ISD_Grade 5 Reading,Katy_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.05,0.54,0.01,0.38,0.03,0.4,0.06,0.61,0.06,0.36,0.08,0.51
Katy_ISD_Grade 5 Reading,Katy_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.05,0.54,0.01,0.38,0.03,0.4,0.06,0.61,0.06,0.36,0.08,0.51
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.44,0.09,0.29,0.1,0.35,0.1,0.61,0.1,0.33,0.08,0.38
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.44,0.09,0.29,0.1,0.35,0.1,0.61,0.1,0.33,0.08,0.38
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.36,0.09,0.25,0.08,0.35,-0.04,0.41,0.11,0.32,0.08,0.32
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.36,0.09,0.25,0.08,0.35,-0.04,0.41,0.11,0.32,0.08,0.32
