Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.81,1.00,0.81,*,-,0.60,-,*,0.67,0.87,0.73,0.81,0.83
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.56,1.00,0.45,-,*,-,*,-,0.33,0.63,0.36,0.55,0.45
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.52,0.71,0.44,*,-,0.60,-,*,0.56,0.53,0.50,0.52,0.49
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.37,0.63,0.32,-,*,-,*,-,0.17,0.40,0.27,0.38,0.32
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.34,0.57,0.30,*,-,0.30,-,*,0.33,0.34,0.35,0.34,0.34
Step_Charter_Grade 3 Reading,Step_Charter,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.12,0.38,0.06,-,*,-,*,-,0.00,0.17,0.00,0.13,0.06
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.75,0.86,0.70,*,-,0.80,-,*,0.33,0.79,0.69,0.75,0.79
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.39,0.75,0.32,-,*,-,*,-,0.00,0.43,0.27,0.38,0.29
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.44,0.57,0.35,*,-,0.60,-,*,0.33,0.42,0.46,0.44,0.43
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.17,0.50,0.10,-,*,-,*,-,0.00,0.17,0.18,0.18,0.13
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.20,0.57,0.14,*,-,0.20,-,*,0.22,0.16,0.27,0.20,0.19
Step_Charter_Grade 3 Mathematics,Step_Charter,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.05,0.13,0.03,-,*,-,*,-,0.00,0.03,0.09,0.05,0.03
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.77,1.00,0.70,*,*,0.90,-,-,0.42,0.76,0.77,0.77,0.67
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.60,0.73,0.55,-,-,*,-,-,0.57,0.67,0.55,0.60,0.52
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.57,0.90,0.48,*,*,0.80,-,-,0.17,0.53,0.61,0.57,0.45
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.30,0.55,0.23,-,-,*,-,-,0.14,0.43,0.18,0.30,0.19
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.28,0.40,0.28,*,*,0.20,-,-,0.00,0.24,0.32,0.28,0.22
Step_Charter_Grade 4 Reading,Step_Charter,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.14,0.09,0.16,-,-,*,-,-,0.00,0.14,0.14,0.14,0.10
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.68,0.90,0.63,*,*,0.80,-,-,0.08,0.63,0.74,0.68,0.57
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.44,0.45,0.45,-,-,*,-,-,0.00,0.48,0.41,0.44,0.42
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.60,0.26,*,*,0.60,-,-,0.08,0.29,0.42,0.35,0.29
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.14,0.18,0.13,-,-,*,-,-,0.00,0.24,0.05,0.14,0.13
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.17,0.40,0.09,*,*,0.40,-,-,0.00,0.16,0.19,0.17,0.08
Step_Charter_Grade 4 Mathematics,Step_Charter,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.07,0.09,0.06,-,-,*,-,-,0.00,0.10,0.05,0.07,0.03
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.90,1.00,0.86,*,-,*,-,-,0.78,0.95,0.85,0.90,0.84
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.81,*,0.80,-,*,*,-,-,*,0.87,0.76,0.81,0.81
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.65,0.76,0.58,*,-,*,-,-,0.56,0.65,0.65,0.65,0.53
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.50,*,0.44,-,*,*,-,-,*,0.47,0.53,0.50,0.48
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.41,0.53,0.35,*,-,*,-,-,0.22,0.46,0.35,0.41,0.26
Step_Charter_Grade 5 Reading,Step_Charter,Grade 5 Reading,At Masters Grade Level,2021,0.30,0.31,0.31,*,0.28,-,*,*,-,-,*,0.27,0.35,0.31,0.24
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.83,0.88,0.79,*,-,*,-,-,0.67,0.89,0.73,0.83,0.76
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.70,0.70,0.59,*,0.60,-,*,*,-,-,*,0.60,0.59,0.59,0.48
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.56,0.71,0.51,*,-,*,-,-,0.11,0.51,0.62,0.56,0.45
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.25,*,0.20,-,*,*,-,-,*,0.27,0.24,0.25,0.19
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.12,0.28,*,-,*,-,-,0.11,0.27,0.19,0.24,0.21
Step_Charter_Grade 5 Mathematics,Step_Charter,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.22,*,0.16,-,*,*,-,-,*,0.20,0.24,0.22,0.14
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.69,0.59,0.71,*,-,*,-,-,0.60,0.79,0.56,0.69,0.69
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.70,0.80,0.64,-,*,*,-,-,*,0.67,0.72,0.70,0.68
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.29,0.29,0.29,*,-,*,-,-,0.10,0.34,0.22,0.29,0.28
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.33,0.40,0.28,-,*,*,-,-,*,0.20,0.44,0.33,0.27
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.14,0.18,0.11,*,-,*,-,-,0.10,0.13,0.15,0.14,0.08
Step_Charter_Grade 5 Science,Step_Charter,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.18,0.20,0.16,-,*,*,-,-,*,0.20,0.17,0.18,0.14
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.70,0.70,0.84,*,0.85,-,-,0.60,-,-,*,1.00,0.70,0.84,0.81
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.61,0.83,0.60,-,-,*,-,-,*,0.60,0.63,0.61,0.45
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.47,*,0.46,-,-,0.40,-,-,*,0.55,0.41,0.47,0.39
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.17,0.17,0.20,-,-,*,-,-,*,0.00,0.38,0.17,0.09
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.27,*,0.23,-,-,0.20,-,-,*,0.36,0.19,0.27,0.23
Step_Charter_Grade 6 Reading,Step_Charter,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.06,0.00,0.10,-,-,*,-,-,*,0.00,0.13,0.06,0.09
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.86,*,0.87,-,-,0.80,-,-,*,1.00,0.74,0.86,0.84
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.83,0.83,0.90,-,-,*,-,-,*,0.80,0.88,0.83,0.82
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.40,0.59,*,0.59,-,-,0.40,-,-,*,0.77,0.44,0.59,0.52
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.28,0.50,0.20,-,-,*,-,-,*,0.20,0.38,0.28,0.27
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.20,*,0.13,-,-,0.40,-,-,*,0.27,0.15,0.20,0.16
Step_Charter_Grade 6 Mathematics,Step_Charter,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.22,0.33,0.20,-,-,*,-,-,*,0.10,0.38,0.22,0.18
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.80,0.81,0.92,0.90,0.90,*,-,1.00,-,-,0.80,1.00,0.81,0.92,0.95
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.88,*,0.85,*,-,-,-,-,*,0.92,*,0.88,0.83
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Meets Grade Level or Above,2022,0.56,0.58,0.62,0.70,0.57,*,-,0.60,-,-,0.40,0.62,0.63,0.62,0.47
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.56,*,0.54,*,-,-,-,-,*,0.62,*,0.56,0.42
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.51,0.60,0.52,*,-,0.40,-,-,0.40,0.48,0.56,0.51,0.42
Step_Charter_Grade 7 Reading,Step_Charter,Grade 7 Reading,At Masters Grade Level,2021,0.25,0.27,0.31,*,0.23,*,-,-,-,-,*,0.31,*,0.31,0.17
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.81,0.90,0.76,*,-,0.80,-,-,0.80,0.76,0.88,0.81,0.74
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.83,*,0.80,*,-,-,-,-,*,0.87,*,0.83,0.86
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.65,0.80,0.62,*,-,0.60,-,-,0.40,0.67,0.63,0.65,0.63
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.56,*,0.53,*,-,-,-,-,*,0.60,*,0.56,0.50
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.46,0.50,0.43,*,-,0.60,-,-,0.40,0.52,0.38,0.46,0.42
Step_Charter_Grade 7 Mathematics,Step_Charter,Grade 7 Mathematics,At Masters Grade Level,2021,0.12,0.13,0.17,*,0.13,*,-,-,-,-,*,0.20,*,0.17,0.14
