Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
HUFFMAN ISD (101925) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
,2019,70%,72%,54%,67%,48%,55%,*,*,-,*,14%,*,55%,52%,43%,48%
At Meets Grade Level or Above,2021,33%,34%,23%,*,18%,25%,*,*,-,*,3%,*,23%,23%,12%,8%
,2019,42%,43%,24%,50%,14%,26%,*,*,-,*,14%,*,23%,25%,18%,11%
At Masters Grade Level,2021,10%,10%,3%,*,2%,3%,*,*,-,*,0%,*,3%,2%,0%,0%
,2019,18%,19%,8%,0%,7%,8%,*,*,-,*,0%,*,7%,9%,2%,0%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,66%,*,54%,69%,-,*,-,67%,25%,*,68%,62%,65%,56%
,2019,86%,86%,87%,91%,80%,90%,-,*,-,80%,59%,*,87%,85%,76%,67%
At Meets Grade Level or Above,2021,46%,48%,38%,*,20%,43%,-,*,-,17%,19%,*,39%,34%,35%,25%
,2019,55%,56%,52%,64%,38%,57%,-,*,-,20%,19%,*,54%,48%,36%,22%
At Masters Grade Level,2021,21%,22%,14%,*,7%,17%,-,*,-,0%,6%,*,15%,12%,6%,6%
,2019,28%,30%,24%,27%,13%,29%,-,*,-,0%,7%,*,24%,24%,15%,6%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,74%,*,66%,77%,*,*,-,71%,50%,*,77%,70%,65%,79%
,2019,88%,88%,81%,89%,81%,81%,-,*,-,60%,56%,*,84%,74%,65%,75%
At Meets Grade Level or Above,2021,36%,37%,43%,*,28%,47%,*,*,-,57%,19%,*,45%,39%,32%,36%
,2019,57%,58%,42%,56%,35%,43%,-,*,-,20%,19%,*,44%,36%,28%,50%
At Masters Grade Level,2021,11%,11%,9%,*,8%,9%,*,*,-,0%,0%,*,10%,8%,6%,7%
,2019,17%,18%,7%,22%,6%,6%,-,*,-,0%,11%,*,6%,8%,7%,6%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,72%,*,53%,78%,-,*,-,83%,47%,*,77%,62%,62%,56%
,2019,81%,81%,83%,91%,74%,85%,-,*,-,80%,41%,*,86%,76%,69%,67%
At Meets Grade Level or Above,2021,43%,45%,47%,*,22%,54%,-,*,-,50%,20%,*,49%,41%,35%,25%
,2019,51%,52%,58%,45%,42%,65%,-,*,-,40%,22%,*,60%,54%,43%,39%
At Masters Grade Level,2021,24%,25%,26%,*,7%,31%,-,*,-,50%,20%,*,26%,27%,15%,6%
,2019,25%,27%,33%,36%,25%,35%,-,*,-,20%,11%,*,36%,24%,18%,11%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,51%,*,34%,56%,-,*,-,67%,25%,*,53%,47%,47%,44%
,2019,69%,70%,70%,73%,72%,69%,-,*,-,40%,41%,*,72%,66%,60%,61%
At Meets Grade Level or Above,2021,28%,29%,20%,*,8%,24%,-,*,-,0%,13%,*,20%,22%,13%,13%
,2019,37%,38%,39%,27%,35%,42%,-,*,-,0%,11%,*,43%,28%,30%,28%
At Masters Grade Level,2021,14%,15%,8%,*,3%,9%,-,*,-,0%,6%,*,8%,5%,7%,6%
,2019,21%,23%,22%,27%,12%,26%,-,*,-,0%,11%,*,24%,16%,16%,6%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,66%,43%,60%,70%,-,*,-,*,12%,71%,68%,60%,56%,56%
,2019,68%,67%,72%,33%,69%,74%,*,*,*,57%,31%,40%,75%,63%,65%,49%
At Meets Grade Level or Above,2021,50%,51%,47%,43%,35%,52%,-,*,-,*,12%,71%,47%,47%,37%,19%
,2019,50%,50%,54%,17%,50%,56%,*,*,*,57%,10%,20%,57%,46%,52%,30%
At Masters Grade Level,2021,12%,14%,8%,0%,5%,10%,-,*,-,*,0%,0%,8%,7%,4%,0%
,2019,11%,11%,1%,0%,1%,1%,*,*,*,0%,0%,0%,0%,2%,1%,0%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,79%,67%,75%,81%,*,*,-,*,22%,*,83%,67%,71%,53%
,2019,68%,69%,80%,80%,80%,81%,*,*,-,*,46%,*,82%,75%,79%,59%
At Meets Grade Level or Above,2021,57%,58%,64%,67%,54%,68%,*,*,-,*,15%,*,69%,50%,57%,32%
,2019,49%,50%,61%,40%,52%,65%,*,*,-,*,19%,*,62%,57%,54%,23%
At Masters Grade Level,2021,11%,12%,9%,0%,4%,11%,*,*,-,*,4%,*,10%,9%,4%,5%
,2019,8%,9%,8%,0%,7%,8%,*,*,-,*,4%,*,9%,6%,7%,0%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,81%,57%,75%,83%,-,-,-,*,36%,86%,82%,76%,77%,76%
,2019,85%,84%,87%,80%,86%,87%,-,*,*,80%,51%,*,88%,83%,79%,73%
At Meets Grade Level or Above,2021,41%,44%,44%,14%,39%,47%,-,-,-,*,14%,57%,45%,43%,41%,44%
,2019,61%,61%,60%,60%,62%,60%,-,*,*,20%,16%,*,63%,51%,46%,32%
At Masters Grade Level,2021,23%,26%,18%,0%,13%,20%,-,-,-,*,7%,0%,19%,14%,16%,16%
,2019,37%,38%,7%,0%,10%,7%,-,*,*,0%,0%,*,7%,8%,7%,5%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,93%,71%,91%,95%,-,*,-,*,88%,*,94%,87%,94%,84%
,2019,88%,88%,97%,*,96%,97%,*,-,-,*,80%,*,97%,97%,97%,95%
At Meets Grade Level or Above,2021,55%,57%,74%,43%,63%,80%,-,*,-,*,44%,*,79%,59%,63%,37%
,2019,62%,63%,84%,*,76%,86%,*,-,-,*,44%,*,84%,83%,79%,53%
At Masters Grade Level,2021,22%,26%,32%,14%,28%,34%,-,*,-,*,16%,*,35%,22%,24%,5%
,2019,25%,28%,39%,*,38%,40%,*,-,-,*,8%,*,40%,37%,37%,21%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,89%,40%,90%,90%,*,*,*,83%,47%,*,89%,86%,83%,71%
,2019,93%,93%,94%,100%,93%,94%,*,*,-,83%,74%,*,96%,82%,92%,80%
At Meets Grade Level or Above,2021,69%,70%,67%,40%,58%,72%,*,*,*,50%,31%,*,68%,65%,53%,35%
,2019,73%,75%,75%,75%,64%,79%,*,*,-,83%,48%,*,80%,51%,68%,10%
At Masters Grade Level,2021,43%,45%,40%,20%,31%,44%,*,*,*,33%,16%,*,43%,27%,26%,12%
,2019,45%,49%,44%,25%,34%,47%,*,*,-,50%,4%,*,48%,22%,29%,0%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,91%,*,100%,92%,-,-,-,*,-,-,91%,*,*,-
At Meets Grade Level or Above,2021,69%,75%,58%,*,43%,63%,-,-,-,*,-,-,56%,*,*,-
At Masters Grade Level,2021,14%,18%,3%,*,0%,4%,-,-,-,*,-,-,3%,*,*,-
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,67%,62%,59%,70%,80%,78%,*,58%,31%,67%,70%,60%,55%,52%
,2019,78%,78%,76%,75%,72%,78%,79%,82%,*,67%,45%,72%,78%,71%,67%,62%
At Meets Grade Level or Above,2021,41%,43%,37%,33%,27%,41%,47%,70%,*,25%,11%,39%,39%,31%,26%,22%
,2019,50%,51%,47%,46%,38%,50%,50%,45%,*,37%,21%,36%,49%,41%,34%,27%
At Masters Grade Level,2021,18%,20%,14%,9%,10%,16%,13%,41%,*,13%,4%,9%,15%,11%,9%,8%
,2019,24%,25%,18%,22%,14%,20%,21%,24%,*,14%,7%,12%,19%,15%,12%,8%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,66%,67%,58%,69%,80%,82%,-,58%,25%,61%,69%,60%,55%,52%
,2019,75%,75%,76%,75%,71%,78%,83%,67%,*,66%,38%,74%,78%,72%,68%,61%
At Meets Grade Level or Above,2021,45%,46%,39%,41%,29%,43%,40%,73%,-,15%,11%,42%,42%,33%,29%,21%
,2019,48%,49%,47%,45%,38%,50%,50%,33%,*,34%,17%,39%,49%,43%,35%,27%
At Masters Grade Level,2021,18%,20%,14%,12%,9%,15%,20%,27%,-,8%,3%,11%,15%,11%,9%,7%
,2019,21%,22%,17%,24%,12%,18%,0%,25%,*,10%,6%,13%,17%,16%,11%,8%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,66%,54%,59%,70%,*,83%,-,48%,35%,73%,70%,58%,53%,56%
,2019,82%,82%,76%,67%,71%,78%,*,90%,*,62%,50%,73%,78%,71%,65%,62%
At Meets Grade Level or Above,2021,37%,39%,32%,23%,23%,36%,*,83%,-,32%,8%,33%,34%,27%,22%,26%
,2019,52%,53%,42%,44%,36%,44%,*,60%,*,31%,21%,36%,44%,38%,30%,31%
At Masters Grade Level,2021,18%,19%,12%,5%,9%,13%,*,50%,-,8%,3%,9%,12%,10%,8%,10%
,2019,26%,28%,14%,23%,12%,14%,*,20%,*,4%,8%,12%,14%,12%,10%,9%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,57%,71%,47%,61%,*,*,-,60%,22%,56%,58%,55%,43%,26%
,2019,68%,69%,59%,73%,57%,59%,*,*,-,*,29%,67%,61%,54%,51%,54%
At Meets Grade Level or Above,2021,30%,31%,22%,29%,17%,24%,*,*,-,0%,4%,11%,22%,23%,14%,9%
,2019,38%,39%,28%,47%,22%,30%,*,*,-,*,19%,20%,29%,26%,23%,12%
At Masters Grade Level,2021,9%,9%,5%,0%,4%,5%,*,*,-,0%,0%,0%,5%,4%,2%,2%
,2019,14%,15%,8%,13%,6%,8%,*,*,-,*,2%,0%,8%,7%,4%,0%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,74%,60%,66%,78%,*,100%,-,58%,41%,83%,77%,65%,64%,61%
,2019,81%,82%,85%,84%,78%,88%,*,80%,-,83%,54%,69%,87%,81%,74%,72%
At Meets Grade Level or Above,2021,44%,45%,48%,33%,32%,54%,*,100%,-,42%,16%,67%,51%,38%,33%,21%
,2019,54%,55%,61%,47%,47%,67%,*,60%,-,58%,28%,38%,64%,55%,44%,35%
At Masters Grade Level,2021,20%,22%,22%,13%,13%,25%,*,80%,-,33%,8%,17%,23%,18%,13%,5%
,2019,25%,27%,29%,21%,23%,31%,*,60%,-,33%,6%,23%,31%,24%,18%,13%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,70%,56%,63%,72%,*,*,*,75%,40%,*,72%,63%,64%,58%
,2019,81%,81%,82%,84%,82%,82%,*,*,-,64%,57%,*,85%,72%,73%,68%
At Meets Grade Level or Above,2021,49%,51%,43%,33%,33%,47%,*,*,*,25%,25%,*,45%,39%,32%,24%
,2019,55%,57%,56%,47%,48%,60%,*,*,-,45%,30%,*,62%,36%,45%,21%
At Masters Grade Level,2021,29%,31%,23%,11%,17%,26%,*,*,*,17%,13%,*,26%,14%,16%,9%
,2019,33%,36%,33%,26%,22%,37%,*,*,-,27%,7%,*,37%,18%,21%,4%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,18%,*,6%,22%,-,-,-,14%,0%,20%,17%,19%,7%,13%
,2019,35%,36%,27%,17%,18%,32%,*,-,*,*,19%,*,32%,16%,15%,15%
Reading and Mathematics Including EOC,2021,24%,25%,18%,*,6%,22%,-,-,-,14%,0%,20%,17%,19%,7%,13%
,2019,35%,36%,27%,17%,18%,32%,*,-,*,*,19%,*,32%,16%,15%,15%
Reading Including EOC,2021,38%,39%,32%,*,16%,38%,-,-,-,14%,14%,60%,32%,33%,18%,17%
,2019,45%,45%,40%,17%,29%,45%,*,-,*,*,25%,*,44%,29%,25%,31%
Math Including EOC,2021,31%,31%,25%,*,14%,29%,-,-,-,14%,5%,40%,27%,19%,11%,21%
,2019,49%,48%,34%,17%,22%,39%,*,-,*,*,22%,*,41%,18%,19%,23%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,15%,17%,12%,16%,-,-,-,*,5%,0%,18%,10%,9%,9%
,2019,35%,36%,28%,56%,27%,27%,-,*,-,*,21%,18%,30%,25%,20%,10%
Reading and Mathematics Including EOC,2021,26%,27%,15%,17%,12%,16%,-,-,-,*,5%,0%,18%,10%,9%,9%
,2019,35%,36%,28%,56%,27%,27%,-,*,-,*,21%,18%,30%,25%,20%,10%
Reading Including EOC,2021,36%,37%,31%,25%,23%,34%,-,-,-,*,11%,14%,32%,28%,18%,18%
,2019,44%,45%,39%,56%,35%,39%,-,*,-,*,23%,45%,40%,37%,30%,23%
Math Including EOC,2021,36%,36%,23%,33%,17%,24%,-,-,-,*,5%,14%,25%,19%,14%,14%
,2019,48%,49%,37%,56%,39%,36%,-,*,-,*,31%,18%,38%,36%,33%,23%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,27%,*,17%,31%,*,-,-,*,2%,17%,31%,16%,19%,19%
,2019,44%,44%,44%,*,31%,49%,-,*,-,*,17%,50%,45%,41%,27%,16%
Reading and Mathematics Including EOC,2021,34%,35%,27%,*,17%,31%,*,-,-,*,2%,17%,31%,16%,19%,19%
,2019,44%,44%,44%,*,31%,49%,-,*,-,*,17%,50%,45%,41%,27%,16%
Reading Including EOC,2021,46%,47%,39%,*,28%,45%,*,-,-,*,4%,50%,45%,25%,31%,26%
,2019,54%,54%,51%,*,39%,57%,-,*,-,*,17%,50%,52%,49%,35%,22%
Math Including EOC,2021,44%,45%,37%,*,22%,43%,*,-,-,*,6%,33%,40%,29%,24%,26%
,2019,58%,59%,58%,*,44%,64%,-,*,-,*,33%,50%,60%,55%,43%,41%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,19%,33%,17%,19%,-,*,-,-,9%,20%,22%,14%,10%,18%
,2019,31%,32%,22%,*,11%,25%,-,*,-,33%,5%,*,18%,31%,12%,19%
Reading and Mathematics Including EOC,2021,24%,26%,19%,33%,17%,19%,-,*,-,-,9%,20%,22%,14%,10%,18%
,2019,31%,32%,22%,*,11%,25%,-,*,-,33%,5%,*,18%,31%,12%,19%
Reading Including EOC,2021,32%,34%,24%,43%,21%,25%,-,*,-,-,15%,20%,28%,16%,13%,25%
,2019,37%,38%,33%,*,18%,39%,-,*,-,33%,9%,*,32%,37%,20%,25%
Math Including EOC,2021,36%,38%,27%,33%,25%,28%,-,*,-,-,12%,17%,32%,16%,18%,25%
,2019,48%,49%,32%,*,25%,34%,-,*,-,33%,5%,*,28%,39%,22%,44%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,21%,*,15%,23%,*,*,-,*,6%,*,22%,18%,18%,10%
,2019,36%,39%,24%,33%,14%,27%,*,*,-,*,18%,*,25%,23%,11%,11%
Reading and Mathematics Including EOC,2021,27%,29%,21%,*,15%,23%,*,*,-,*,6%,*,22%,18%,18%,10%
,2019,37%,40%,24%,33%,14%,27%,*,*,-,*,18%,*,25%,23%,11%,11%
Reading Including EOC,2021,45%,47%,34%,*,28%,37%,*,*,-,*,9%,*,34%,34%,29%,14%
,2019,49%,51%,42%,67%,34%,45%,*,*,-,*,18%,*,43%,42%,31%,37%
Math Including EOC,2021,32%,34%,32%,*,20%,34%,*,*,-,*,6%,*,30%,36%,23%,24%
,2019,48%,50%,30%,33%,21%,32%,*,*,-,*,18%,*,31%,26%,19%,19%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,19%,*,9%,23%,-,*,-,0%,7%,-,22%,14%,10%,11%
,2019,34%,35%,29%,56%,21%,30%,-,*,-,20%,15%,*,32%,23%,23%,19%
Reading and Mathematics Including EOC,2021,33%,34%,32%,*,18%,37%,-,*,-,17%,7%,*,35%,25%,24%,33%
,2019,47%,48%,31%,60%,28%,31%,-,*,-,20%,15%,*,34%,25%,24%,22%
Reading Including EOC,2021,47%,48%,38%,*,20%,43%,-,*,-,17%,19%,*,39%,34%,35%,25%
,2019,55%,56%,52%,64%,38%,57%,-,*,-,20%,19%,*,54%,48%,36%,22%
Math Including EOC,2021,43%,44%,50%,*,32%,55%,-,*,-,50%,13%,*,55%,37%,38%,42%
,2019,62%,64%,45%,60%,44%,45%,-,*,-,20%,19%,*,48%,39%,32%,56%
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,20%,16%,13%,22%,*,67%,-,9%,4%,16%,22%,15%,12%,14%
,2019,36%,37%,29%,42%,21%,31%,*,33%,*,24%,16%,29%,30%,27%,18%,14%
Reading and Mathematics Including EOC,2021,28%,29%,22%,19%,15%,25%,*,67%,-,13%,4%,19%,24%,17%,14%,15%
,2019,38%,39%,29%,44%,22%,32%,*,33%,*,24%,16%,29%,30%,27%,18%,15%
Reading Including EOC,2021,41%,42%,33%,33%,23%,37%,*,67%,-,13%,11%,36%,35%,28%,24%,21%
,2019,47%,48%,43%,50%,33%,47%,*,33%,*,24%,19%,45%,44%,40%,29%,27%
Math Including EOC,2021,37%,38%,32%,25%,22%,36%,*,83%,-,35%,7%,32%,35%,26%,21%,24%
,2019,52%,53%,39%,44%,33%,41%,*,67%,*,33%,22%,35%,40%,36%,28%,32%
