Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
CHANNELVIEW ISD (101905) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
,2019,17%,18%,3%,0%,3%,8%,*,*,-,*,7%,*,1%,6%,3%,2%
Grade 7 Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,63%,63%,49%,48%,48%,62%,*,50%,*,*,15%,29%,53%,40%,44%,38%
,2019,70%,72%,63%,62%,64%,53%,40%,88%,*,80%,30%,40%,66%,56%,61%,59%
At Meets Grade Level or Above,2021,33%,34%,18%,24%,17%,18%,*,33%,*,*,10%,14%,20%,13%,15%,13%
,2019,42%,43%,26%,22%,27%,21%,20%,75%,*,0%,13%,0%,28%,23%,24%,20%
At Masters Grade Level,2021,10%,10%,3%,2%,2%,9%,*,0%,*,*,4%,0%,3%,2%,3%,0%
,2019,18%,19%,8%,3%,8%,3%,20%,75%,*,0%,7%,0%,7%,9%,7%,5%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,64%,46%,65%,82%,64%,71%,-,*,17%,80%,67%,56%,63%,55%
,2019,86%,86%,88%,85%,89%,81%,83%,*,*,50%,51%,89%,91%,79%,87%,84%
At Meets Grade Level or Above,2021,46%,48%,31%,18%,31%,42%,29%,57%,-,*,7%,40%,32%,25%,30%,23%
,2019,55%,56%,47%,52%,47%,34%,33%,*,*,33%,27%,56%,48%,45%,44%,32%
At Masters Grade Level,2021,21%,22%,10%,3%,10%,15%,7%,14%,-,*,4%,20%,11%,8%,8%,5%
,2019,28%,30%,19%,17%,19%,16%,33%,*,*,17%,14%,11%,20%,14%,17%,8%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,45%,40%,45%,38%,60%,75%,-,*,14%,*,46%,43%,42%,40%
,2019,88%,88%,92%,88%,94%,82%,83%,100%,*,71%,66%,88%,94%,87%,92%,92%
At Meets Grade Level or Above,2021,36%,37%,15%,9%,15%,22%,30%,25%,-,*,5%,*,16%,15%,14%,12%
,2019,57%,58%,60%,53%,62%,48%,50%,100%,*,14%,38%,75%,62%,55%,58%,57%
At Masters Grade Level,2021,11%,11%,2%,2%,1%,6%,0%,13%,-,*,2%,*,2%,3%,1%,1%
,2019,17%,18%,12%,8%,12%,12%,17%,50%,*,0%,15%,13%,12%,11%,10%,7%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,53%,46%,52%,67%,69%,86%,-,*,21%,80%,56%,43%,51%,44%
,2019,81%,81%,88%,83%,89%,88%,83%,*,*,100%,59%,100%,91%,79%,87%,83%
At Meets Grade Level or Above,2021,43%,45%,26%,19%,26%,40%,23%,57%,-,*,8%,60%,28%,20%,25%,20%
,2019,51%,52%,58%,56%,58%,63%,67%,*,*,67%,33%,56%,62%,49%,55%,46%
At Masters Grade Level,2021,24%,25%,12%,3%,13%,20%,15%,43%,-,*,4%,20%,14%,8%,11%,8%
,2019,25%,27%,22%,22%,22%,22%,33%,*,*,17%,14%,22%,24%,17%,20%,16%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,34%,33%,33%,52%,8%,57%,-,*,15%,50%,36%,29%,32%,24%
,2019,69%,70%,65%,72%,64%,63%,83%,*,*,67%,37%,56%,68%,58%,63%,54%
At Meets Grade Level or Above,2021,28%,29%,7%,0%,7%,13%,8%,29%,-,*,4%,17%,7%,8%,6%,4%
,2019,37%,38%,22%,20%,23%,9%,33%,*,*,17%,22%,22%,23%,18%,21%,17%
At Masters Grade Level,2021,14%,15%,2%,0%,2%,3%,0%,14%,-,*,2%,17%,2%,2%,2%,2%
,2019,21%,23%,7%,7%,7%,3%,17%,*,*,17%,6%,0%,8%,3%,6%,4%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,55%,47%,55%,61%,60%,83%,*,75%,20%,38%,58%,46%,54%,45%
,2019,68%,67%,62%,53%,63%,66%,75%,73%,*,100%,23%,43%,66%,50%,62%,48%
At Meets Grade Level or Above,2021,50%,51%,35%,32%,35%,36%,40%,67%,*,25%,15%,25%,39%,23%,34%,26%
,2019,50%,50%,42%,34%,43%,43%,58%,55%,*,20%,11%,36%,46%,30%,40%,25%
At Masters Grade Level,2021,12%,14%,4%,5%,4%,3%,20%,50%,*,0%,3%,13%,5%,4%,4%,2%
,2019,11%,11%,4%,1%,4%,3%,0%,9%,*,0%,2%,0%,4%,2%,3%,1%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,53%,56%,53%,42%,50%,57%,*,50%,20%,44%,55%,46%,52%,33%
,2019,68%,69%,62%,61%,63%,50%,80%,70%,*,*,22%,40%,65%,53%,61%,46%
At Meets Grade Level or Above,2021,57%,58%,36%,37%,37%,24%,33%,43%,*,33%,16%,44%,40%,26%,36%,20%
,2019,49%,50%,41%,35%,43%,28%,40%,50%,*,*,10%,0%,47%,28%,39%,22%
At Masters Grade Level,2021,11%,12%,3%,5%,3%,0%,17%,0%,*,17%,5%,0%,4%,2%,3%,0%
,2019,8%,9%,4%,2%,4%,5%,0%,10%,*,*,1%,0%,5%,1%,3%,0%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,71%,64%,72%,68%,78%,100%,-,86%,48%,50%,74%,63%,69%,69%
,2019,85%,84%,83%,84%,83%,79%,90%,86%,*,83%,61%,91%,87%,74%,82%,78%
At Meets Grade Level or Above,2021,41%,44%,37%,26%,37%,42%,33%,80%,-,29%,17%,17%,39%,29%,34%,32%
,2019,61%,61%,56%,54%,58%,38%,70%,86%,*,50%,28%,55%,61%,46%,54%,52%
At Masters Grade Level,2021,23%,26%,17%,4%,17%,18%,22%,80%,-,14%,8%,17%,18%,12%,16%,14%
,2019,37%,38%,33%,30%,34%,13%,50%,57%,*,33%,10%,45%,35%,26%,32%,25%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,76%,74%,75%,81%,83%,100%,*,100%,50%,80%,79%,67%,74%,68%
,2019,88%,88%,83%,79%,83%,81%,80%,100%,-,*,52%,88%,86%,76%,83%,72%
At Meets Grade Level or Above,2021,55%,57%,42%,39%,41%,48%,67%,83%,*,57%,20%,60%,46%,31%,40%,34%
,2019,62%,63%,55%,47%,57%,52%,50%,63%,-,*,23%,38%,59%,44%,54%,35%
At Masters Grade Level,2021,22%,26%,11%,6%,11%,7%,17%,50%,*,14%,5%,20%,12%,9%,11%,8%
,2019,25%,28%,16%,9%,18%,14%,10%,13%,-,*,3%,13%,19%,8%,15%,8%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,74%,67%,74%,84%,89%,71%,-,86%,52%,86%,77%,66%,72%,53%
,2019,93%,93%,88%,86%,89%,86%,71%,86%,*,*,57%,80%,91%,80%,87%,75%
At Meets Grade Level or Above,2021,69%,70%,47%,36%,49%,47%,44%,57%,-,57%,32%,71%,50%,39%,44%,25%
,2019,73%,75%,66%,63%,67%,64%,29%,86%,*,*,25%,80%,71%,53%,65%,44%
At Masters Grade Level,2021,43%,45%,21%,19%,21%,19%,22%,57%,-,29%,13%,43%,23%,16%,19%,9%
,2019,45%,49%,36%,37%,36%,30%,14%,57%,*,*,10%,40%,39%,26%,33%,19%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,91%,86%,91%,100%,*,*,-,-,*,-,91%,100%,90%,67%
At Meets Grade Level or Above,2021,69%,75%,47%,21%,49%,43%,*,*,-,-,*,-,45%,75%,48%,33%
At Masters Grade Level,2021,14%,18%,1%,0%,1%,14%,*,*,-,-,*,-,1%,0%,0%,0%
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,58%,48%,59%,59%,65%,79%,47%,62%,29%,52%,61%,51%,56%,54%
,2019,78%,78%,76%,71%,77%,75%,78%,85%,69%,80%,43%,76%,79%,69%,75%,72%
At Meets Grade Level or Above,2021,41%,43%,29%,21%,29%,28%,33%,56%,20%,25%,14%,26%,31%,23%,27%,24%
,2019,50%,51%,44%,38%,45%,43%,45%,69%,58%,38%,21%,36%,47%,37%,42%,38%
At Masters Grade Level,2021,18%,20%,10%,6%,10%,11%,16%,32%,0%,7%,6%,10%,10%,8%,9%,9%
,2019,24%,25%,17%,12%,17%,16%,21%,40%,35%,10%,8%,15%,18%,13%,16%,15%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,58%,48%,59%,59%,65%,76%,50%,61%,25%,50%,60%,51%,55%,53%
,2019,75%,75%,71%,65%,72%,72%,73%,80%,60%,75%,33%,65%,74%,62%,70%,66%
At Meets Grade Level or Above,2021,45%,46%,31%,25%,31%,28%,35%,56%,33%,25%,13%,24%,33%,25%,29%,26%
,2019,48%,49%,39%,34%,40%,40%,41%,58%,50%,28%,17%,26%,42%,33%,37%,32%
At Masters Grade Level,2021,18%,20%,9%,7%,10%,10%,19%,27%,0%,3%,4%,9%,10%,9%,8%,8%
,2019,21%,22%,13%,9%,13%,13%,15%,24%,20%,6%,6%,8%,14%,10%,12%,11%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,60%,48%,61%,58%,75%,88%,*,57%,35%,55%,63%,51%,58%,59%
,2019,82%,82%,84%,79%,85%,82%,88%,88%,75%,81%,55%,88%,86%,78%,83%,84%
At Meets Grade Level or Above,2021,37%,39%,28%,16%,29%,29%,33%,59%,*,18%,16%,20%,30%,22%,26%,27%
,2019,52%,53%,51%,41%,53%,49%,54%,79%,63%,41%,26%,55%,54%,44%,49%,51%
At Masters Grade Level,2021,18%,19%,11%,4%,12%,13%,13%,41%,*,7%,8%,7%,12%,8%,10%,13%
,2019,26%,28%,23%,14%,24%,21%,30%,55%,50%,15%,12%,30%,25%,18%,22%,23%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,48%,38%,49%,47%,83%,63%,*,57%,16%,25%,52%,38%,45%,45%
,2019,68%,69%,62%,54%,64%,55%,50%,78%,*,73%,35%,53%,65%,57%,61%,64%
At Meets Grade Level or Above,2021,30%,31%,18%,16%,18%,14%,50%,50%,*,14%,9%,13%,20%,13%,16%,17%
,2019,38%,39%,24%,18%,26%,17%,20%,67%,*,18%,18%,6%,25%,22%,22%,23%
At Masters Grade Level,2021,9%,9%,3%,3%,3%,6%,25%,13%,*,0%,4%,0%,3%,2%,3%,3%
,2019,14%,15%,7%,3%,7%,2%,10%,67%,*,0%,8%,0%,6%,7%,6%,6%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,62%,53%,62%,66%,58%,88%,*,75%,30%,69%,64%,55%,61%,57%
,2019,81%,82%,81%,78%,81%,84%,83%,100%,80%,100%,51%,91%,84%,74%,79%,73%
At Meets Grade Level or Above,2021,44%,45%,30%,25%,30%,33%,29%,65%,*,33%,13%,46%,32%,23%,30%,25%
,2019,54%,55%,52%,47%,52%,56%,57%,82%,60%,67%,26%,36%,56%,43%,50%,40%
At Masters Grade Level,2021,20%,22%,9%,4%,10%,10%,16%,35%,*,8%,3%,15%,10%,7%,9%,7%
,2019,25%,27%,19%,14%,19%,19%,22%,35%,40%,8%,6%,9%,21%,13%,17%,14%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,56%,53%,56%,68%,43%,64%,-,67%,36%,69%,58%,50%,55%,37%
,2019,81%,81%,78%,79%,77%,77%,77%,82%,*,80%,50%,64%,81%,70%,76%,64%
At Meets Grade Level or Above,2021,49%,51%,29%,21%,30%,30%,24%,43%,-,44%,20%,46%,30%,26%,28%,13%
,2019,55%,57%,46%,43%,47%,43%,31%,73%,*,50%,24%,43%,50%,37%,44%,30%
At Masters Grade Level,2021,29%,31%,12%,11%,12%,11%,10%,36%,-,22%,8%,31%,13%,10%,12%,5%
,2019,33%,36%,23%,23%,23%,20%,15%,55%,*,20%,9%,14%,25%,16%,20%,11%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,19%,9%,19%,19%,0%,67%,-,0%,8%,0%,20%,13%,16%,21%
,2019,35%,36%,32%,25%,32%,33%,17%,*,*,*,13%,43%,34%,26%,31%,29%
Reading and Mathematics Including EOC,2021,24%,25%,19%,9%,19%,19%,0%,67%,-,0%,8%,0%,20%,13%,16%,21%
,2019,35%,36%,32%,25%,32%,33%,17%,*,*,*,13%,43%,34%,26%,31%,29%
Reading Including EOC,2021,38%,39%,31%,17%,31%,37%,17%,67%,-,0%,11%,0%,32%,26%,26%,30%
,2019,45%,45%,40%,31%,41%,41%,33%,*,*,*,17%,43%,41%,38%,39%,39%
Math Including EOC,2021,31%,31%,29%,17%,29%,30%,0%,67%,-,20%,13%,0%,31%,20%,27%,32%
,2019,49%,48%,47%,37%,48%,47%,25%,*,*,*,23%,71%,50%,38%,46%,44%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,19%,10%,20%,18%,43%,*,*,*,8%,13%,21%,16%,19%,21%
,2019,35%,36%,28%,19%,28%,35%,40%,*,-,33%,25%,17%,30%,23%,27%,29%
Reading and Mathematics Including EOC,2021,26%,27%,19%,10%,20%,18%,43%,*,*,*,8%,13%,21%,16%,19%,21%
,2019,35%,36%,28%,19%,28%,35%,40%,*,-,33%,25%,17%,30%,23%,27%,29%
Reading Including EOC,2021,36%,37%,26%,16%,28%,18%,57%,*,*,*,8%,13%,27%,24%,26%,29%
,2019,44%,45%,33%,25%,34%,37%,40%,*,-,50%,28%,17%,36%,28%,32%,34%
Math Including EOC,2021,36%,36%,32%,20%,34%,27%,63%,*,*,*,16%,56%,36%,23%,32%,36%
,2019,48%,49%,52%,29%,54%,57%,80%,*,-,67%,31%,50%,54%,48%,51%,59%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,26%,6%,28%,20%,25%,*,*,*,9%,*,27%,25%,23%,28%
,2019,44%,44%,36%,31%,36%,35%,71%,60%,*,*,18%,13%,38%,32%,33%,38%
Reading and Mathematics Including EOC,2021,34%,35%,26%,6%,28%,20%,25%,*,*,*,9%,*,27%,25%,23%,28%
,2019,44%,44%,36%,31%,36%,35%,71%,60%,*,*,18%,13%,38%,32%,33%,38%
Reading Including EOC,2021,46%,47%,38%,20%,41%,26%,33%,*,*,*,13%,*,38%,37%,35%,42%
,2019,54%,54%,43%,39%,43%,51%,71%,60%,*,*,22%,13%,45%,40%,40%,45%
Math Including EOC,2021,44%,45%,38%,10%,41%,39%,23%,*,*,*,18%,*,39%,35%,37%,38%
,2019,58%,59%,56%,48%,56%,57%,71%,100%,*,*,25%,56%,59%,48%,54%,57%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,11%,11%,11%,11%,*,-,-,0%,21%,10%,13%,7%,10%,8%
,2019,31%,32%,21%,15%,20%,35%,29%,56%,-,*,16%,20%,22%,20%,19%,15%
Reading and Mathematics Including EOC,2021,24%,26%,11%,11%,11%,11%,*,-,-,0%,21%,10%,13%,7%,10%,8%
,2019,31%,32%,21%,15%,20%,35%,29%,56%,-,*,16%,20%,22%,20%,19%,15%
Reading Including EOC,2021,32%,34%,17%,14%,17%,19%,*,-,-,20%,21%,17%,18%,13%,16%,15%
,2019,37%,38%,26%,22%,25%,41%,29%,56%,-,*,16%,20%,27%,24%,23%,18%
Math Including EOC,2021,36%,38%,20%,14%,21%,17%,*,-,-,0%,25%,20%,22%,15%,19%,20%
,2019,48%,49%,49%,27%,50%,59%,64%,67%,-,*,20%,50%,51%,44%,47%,48%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,12%,15%,11%,13%,*,33%,*,*,8%,0%,13%,10%,10%,9%
,2019,36%,39%,31%,23%,32%,39%,20%,75%,*,0%,13%,20%,33%,27%,28%,26%
Reading and Mathematics Including EOC,2021,27%,29%,12%,15%,11%,13%,*,33%,*,*,8%,0%,13%,10%,10%,9%
,2019,37%,40%,31%,23%,32%,39%,20%,75%,*,0%,13%,20%,33%,27%,28%,26%
Reading Including EOC,2021,45%,47%,29%,29%,29%,28%,*,33%,*,*,11%,29%,30%,25%,26%,22%
,2019,49%,51%,39%,30%,40%,41%,20%,75%,*,0%,13%,20%,41%,33%,36%,36%
Math Including EOC,2021,32%,34%,14%,15%,13%,18%,*,33%,*,*,11%,0%,15%,13%,13%,10%
,2019,48%,50%,47%,43%,47%,46%,20%,88%,*,20%,22%,40%,50%,40%,45%,40%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,4%,0%,3%,13%,13%,*,-,*,2%,*,3%,4%,3%,3%
,2019,34%,35%,21%,20%,22%,14%,*,*,-,*,20%,50%,20%,22%,19%,13%
Reading and Mathematics Including EOC,2021,33%,34%,21%,10%,21%,29%,21%,57%,-,*,4%,40%,23%,14%,19%,14%
,2019,47%,48%,40%,43%,40%,31%,33%,*,*,17%,24%,44%,42%,36%,38%,25%
Reading Including EOC,2021,47%,48%,31%,18%,31%,42%,29%,57%,-,*,7%,40%,32%,25%,30%,23%
,2019,55%,56%,47%,52%,47%,34%,33%,*,*,33%,27%,56%,48%,45%,44%,31%
Math Including EOC,2021,43%,44%,35%,13%,36%,48%,36%,57%,-,*,8%,40%,39%,23%,33%,30%
,2019,62%,64%,64%,61%,65%,47%,67%,*,*,33%,45%,78%,67%,54%,61%,57%
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,16%,9%,17%,16%,23%,50%,*,5%,10%,8%,17%,13%,14%,16%
,2019,36%,37%,29%,22%,29%,33%,30%,58%,50%,19%,18%,23%,30%,25%,27%,27%
