Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
HOUSTON ISD (101912) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
At Meets Grade Level or Above,2021,27%,29%,18%,10%,15%,45%,31%,63%,40%,50%,18%,11%,19%,12%,13%,14%
,2019,43%,46%,42%,29%,42%,66%,50%,79%,45%,71%,29%,36%,45%,33%,37%,37%
At Masters Grade Level,2021,12%,13%,6%,2%,5%,18%,31%,40%,20%,38%,7%,4%,7%,5%,4%,5%
,2019,17%,18%,18%,10%,16%,35%,11%,58%,27%,35%,12%,16%,19%,13%,14%,14%
Grade 7 Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,63%,63%,53%,45%,49%,85%,62%,86%,100%,82%,23%,39%,56%,42%,45%,42%
,2019,70%,72%,67%,60%,65%,87%,63%,90%,77%,90%,33%,49%,70%,60%,62%,58%
At Meets Grade Level or Above,2021,33%,34%,26%,18%,20%,64%,46%,72%,40%,73%,17%,19%,28%,18%,18%,16%
,2019,42%,43%,41%,32%,36%,70%,41%,80%,46%,79%,24%,31%,43%,31%,33%,28%
At Masters Grade Level,2021,10%,10%,8%,3%,4%,29%,8%,41%,40%,36%,7%,6%,9%,5%,3%,3%
,2019,18%,19%,18%,13%,13%,40%,15%,62%,38%,50%,12%,14%,19%,13%,12%,8%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,65%,57%,62%,91%,85%,89%,100%,*,34%,46%,68%,52%,59%,57%
,2019,86%,86%,81%,76%,80%,95%,79%,96%,85%,95%,42%,63%,83%,77%,78%,70%
At Meets Grade Level or Above,2021,46%,48%,39%,29%,35%,74%,38%,76%,80%,*,22%,23%,41%,28%,31%,29%
,2019,55%,56%,50%,42%,46%,80%,50%,86%,85%,80%,23%,35%,52%,44%,43%,29%
At Masters Grade Level,2021,21%,22%,17%,10%,14%,47%,15%,52%,20%,*,7%,8%,19%,11%,12%,11%
,2019,28%,30%,26%,19%,21%,56%,29%,67%,85%,52%,9%,16%,27%,22%,19%,10%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,37%,28%,35%,70%,11%,79%,*,*,25%,23%,38%,31%,32%,31%
,2019,88%,88%,82%,77%,82%,90%,85%,95%,80%,93%,52%,71%,83%,78%,80%,77%
At Meets Grade Level or Above,2021,36%,37%,17%,11%,13%,49%,11%,70%,*,*,19%,9%,18%,13%,12%,10%
,2019,57%,58%,48%,41%,47%,66%,50%,82%,60%,67%,27%,28%,51%,42%,44%,39%
At Masters Grade Level,2021,11%,11%,5%,2%,3%,21%,0%,49%,*,*,8%,2%,6%,3%,2%,2%
,2019,17%,18%,14%,8%,12%,32%,20%,57%,60%,25%,10%,4%,15%,11%,10%,8%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,51%,43%,48%,87%,64%,86%,*,86%,30%,33%,54%,41%,45%,43%
,2019,81%,81%,74%,66%,72%,91%,78%,95%,92%,94%,39%,60%,75%,69%,70%,61%
At Meets Grade Level or Above,2021,43%,45%,29%,20%,25%,71%,36%,71%,*,86%,22%,20%,32%,21%,22%,21%
,2019,51%,52%,42%,31%,39%,70%,43%,84%,85%,66%,23%,29%,44%,34%,36%,25%
At Masters Grade Level,2021,24%,25%,14%,8%,11%,47%,21%,54%,*,71%,9%,9%,16%,9%,9%,8%
,2019,25%,27%,20%,11%,16%,46%,22%,66%,77%,38%,10%,19%,22%,13%,14%,9%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,39%,31%,35%,80%,46%,78%,80%,*,28%,27%,42%,31%,31%,28%
,2019,69%,70%,61%,54%,57%,84%,67%,90%,85%,79%,33%,56%,62%,56%,55%,45%
At Meets Grade Level or Above,2021,28%,29%,16%,10%,12%,53%,15%,56%,60%,*,19%,13%,18%,11%,10%,8%
,2019,37%,38%,30%,22%,25%,58%,25%,74%,85%,52%,22%,24%,31%,24%,23%,16%
At Masters Grade Level,2021,14%,15%,7%,4%,4%,32%,8%,34%,0%,*,8%,6%,8%,4%,3%,3%
,2019,21%,23%,16%,10%,13%,39%,8%,56%,69%,38%,9%,12%,18%,12%,11%,7%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,59%,56%,54%,88%,59%,88%,100%,86%,28%,39%,61%,53%,52%,42%
,2019,68%,67%,59%,53%,57%,84%,58%,86%,94%,81%,24%,41%,61%,54%,54%,39%
At Meets Grade Level or Above,2021,50%,51%,43%,37%,37%,80%,44%,83%,85%,59%,19%,26%,44%,37%,35%,25%
,2019,50%,50%,41%,33%,38%,73%,45%,81%,88%,69%,15%,24%,43%,35%,35%,19%
At Masters Grade Level,2021,12%,14%,11%,7%,7%,33%,16%,52%,46%,27%,6%,3%,12%,9%,6%,4%
,2019,11%,11%,9%,5%,6%,33%,13%,48%,56%,23%,5%,3%,10%,7%,5%,2%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,63%,59%,60%,87%,61%,87%,81%,80%,31%,50%,66%,56%,57%,39%
,2019,68%,69%,60%,57%,57%,83%,52%,81%,60%,84%,27%,38%,63%,53%,56%,32%
At Meets Grade Level or Above,2021,57%,58%,50%,44%,45%,79%,42%,82%,81%,70%,22%,36%,52%,43%,42%,24%
,2019,49%,50%,41%,37%,38%,71%,36%,74%,40%,71%,18%,22%,45%,34%,35%,14%
At Masters Grade Level,2021,11%,12%,10%,7%,7%,30%,3%,48%,31%,20%,7%,7%,11%,8%,6%,2%
,2019,8%,9%,7%,5%,4%,23%,2%,37%,0%,21%,6%,2%,8%,5%,4%,1%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,61%,55%,58%,83%,65%,92%,64%,59%,36%,53%,64%,53%,56%,55%
,2019,85%,84%,76%,72%,76%,84%,81%,95%,70%,82%,43%,68%,79%,70%,74%,70%
At Meets Grade Level or Above,2021,41%,44%,29%,21%,24%,56%,39%,78%,50%,35%,20%,24%,32%,21%,22%,22%
,2019,61%,61%,48%,41%,47%,63%,35%,87%,50%,64%,19%,36%,53%,38%,44%,37%
At Masters Grade Level,2021,23%,26%,15%,9%,12%,36%,22%,59%,14%,12%,9%,15%,17%,11%,10%,11%
,2019,37%,38%,29%,21%,27%,48%,19%,77%,50%,46%,8%,21%,33%,21%,25%,21%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,73%,71%,70%,92%,69%,92%,93%,86%,43%,60%,75%,68%,68%,59%
,2019,88%,88%,81%,79%,79%,92%,74%,94%,85%,95%,51%,73%,83%,77%,78%,67%
At Meets Grade Level or Above,2021,55%,57%,44%,39%,38%,77%,35%,84%,73%,57%,23%,24%,47%,36%,36%,27%
,2019,62%,63%,50%,43%,46%,77%,57%,84%,70%,78%,21%,34%,54%,42%,44%,26%
At Masters Grade Level,2021,22%,26%,17%,11%,12%,45%,4%,62%,47%,29%,8%,8%,19%,12%,11%,7%
,2019,25%,28%,19%,12%,15%,46%,26%,67%,40%,40%,5%,9%,22%,13%,13%,6%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,83%,80%,81%,97%,95%,94%,100%,88%,57%,78%,84%,79%,79%,63%
,2019,93%,93%,89%,88%,87%,96%,81%,94%,100%,98%,59%,85%,90%,85%,87%,72%
At Meets Grade Level or Above,2021,69%,70%,60%,52%,55%,89%,81%,89%,92%,71%,36%,41%,61%,54%,52%,32%
,2019,73%,75%,66%,60%,63%,87%,56%,88%,50%,83%,36%,59%,69%,58%,61%,33%
At Masters Grade Level,2021,43%,45%,34%,25%,29%,70%,62%,74%,46%,53%,17%,20%,35%,31%,25%,12%
,2019,45%,49%,38%,28%,35%,68%,38%,74%,33%,59%,16%,31%,41%,31%,32%,13%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,92%,86%,90%,99%,100%,100%,*,94%,82%,*,93%,87%,88%,78%
At Meets Grade Level or Above,2021,69%,75%,66%,50%,54%,91%,100%,98%,*,92%,65%,*,67%,53%,52%,36%
At Masters Grade Level,2021,14%,18%,18%,7%,5%,36%,20%,60%,*,44%,18%,*,18%,9%,5%,3%
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,57%,49%,54%,86%,66%,87%,77%,79%,33%,48%,59%,50%,51%,48%
,2019,78%,78%,72%,65%,71%,89%,71%,92%,83%,88%,40%,64%,74%,67%,68%,66%
At Meets Grade Level or Above,2021,41%,43%,33%,25%,28%,67%,42%,74%,60%,64%,21%,28%,35%,27%,25%,22%
,2019,50%,51%,44%,34%,41%,71%,41%,81%,65%,70%,24%,35%,46%,37%,38%,34%
At Masters Grade Level,2021,18%,20%,15%,9%,10%,41%,21%,52%,27%,35%,8%,14%,16%,11%,9%,8%
,2019,24%,25%,21%,13%,18%,46%,18%,61%,48%,44%,9%,18%,23%,16%,16%,15%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,60%,53%,57%,87%,68%,87%,80%,76%,32%,51%,62%,53%,54%,51%
,2019,75%,75%,69%,62%,67%,89%,68%,90%,82%,87%,34%,59%,71%,63%,64%,60%
At Meets Grade Level or Above,2021,45%,46%,38%,31%,33%,73%,44%,75%,72%,61%,21%,33%,40%,32%,30%,26%
,2019,48%,49%,42%,34%,39%,73%,39%,79%,70%,72%,21%,32%,44%,37%,36%,30%
At Masters Grade Level,2021,18%,20%,16%,10%,11%,44%,18%,52%,31%,29%,7%,16%,17%,12%,10%,10%
,2019,21%,22%,19%,13%,15%,46%,15%,57%,48%,45%,8%,16%,20%,15%,13%,13%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,53%,41%,50%,83%,63%,87%,59%,76%,33%,48%,56%,45%,47%,48%
,2019,82%,82%,77%,68%,77%,90%,76%,95%,79%,88%,47%,71%,79%,71%,74%,76%
At Meets Grade Level or Above,2021,37%,39%,27%,17%,22%,61%,40%,74%,38%,63%,21%,28%,29%,20%,20%,21%
,2019,52%,53%,47%,35%,46%,70%,41%,85%,57%,69%,26%,41%,50%,39%,42%,44%
At Masters Grade Level,2021,18%,19%,13%,6%,9%,38%,24%,55%,15%,34%,8%,16%,14%,10%,8%,9%
,2019,26%,28%,25%,14%,23%,47%,20%,70%,46%,46%,11%,23%,27%,19%,20%,22%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,48%,39%,43%,80%,46%,83%,60%,80%,23%,43%,50%,39%,40%,40%
,2019,68%,69%,64%,55%,63%,85%,59%,90%,75%,83%,31%,48%,66%,58%,59%,60%
At Meets Grade Level or Above,2021,30%,31%,23%,16%,17%,58%,32%,66%,20%,73%,17%,23%,25%,18%,15%,16%
,2019,38%,39%,36%,27%,32%,65%,33%,74%,44%,66%,22%,24%,38%,29%,29%,29%
At Masters Grade Level,2021,9%,9%,8%,4%,4%,27%,14%,37%,20%,33%,6%,8%,8%,6%,3%,4%
,2019,14%,15%,14%,9%,10%,33%,10%,49%,31%,37%,10%,9%,15%,10%,9%,8%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,59%,54%,55%,87%,70%,89%,92%,87%,35%,49%,61%,54%,53%,48%
,2019,81%,82%,74%,68%,73%,91%,75%,94%,89%,91%,43%,67%,76%,71%,71%,65%
At Meets Grade Level or Above,2021,44%,45%,33%,26%,27%,68%,39%,75%,64%,68%,22%,24%,35%,27%,25%,21%
,2019,54%,55%,45%,35%,42%,72%,45%,82%,75%,68%,22%,35%,47%,38%,39%,31%
At Masters Grade Level,2021,20%,22%,14%,8%,9%,41%,15%,53%,32%,45%,8%,12%,15%,10%,8%,6%
,2019,25%,27%,19%,11%,16%,45%,20%,62%,53%,40%,8%,16%,22%,14%,14%,11%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,66%,62%,62%,91%,76%,88%,94%,84%,44%,49%,67%,61%,59%,43%
,2019,81%,81%,75%,71%,73%,90%,75%,92%,89%,88%,46%,69%,76%,72%,71%,57%
At Meets Grade Level or Above,2021,49%,51%,42%,36%,37%,77%,56%,76%,83%,68%,29%,25%,43%,38%,34%,18%
,2019,55%,57%,48%,41%,44%,73%,43%,81%,74%,66%,29%,40%,50%,43%,42%,23%
At Masters Grade Level,2021,29%,31%,23%,17%,18%,58%,41%,59%,33%,47%,13%,12%,24%,21%,16%,7%
,2019,33%,36%,27%,19%,24%,54%,25%,65%,58%,48%,12%,21%,29%,23%,22%,10%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,19%,10%,13%,54%,14%,59%,*,29%,19%,25%,20%,16%,11%,13%
,2019,35%,36%,32%,20%,29%,61%,50%,76%,56%,64%,23%,30%,34%,26%,25%,30%
Reading and Mathematics Including EOC,2021,24%,25%,19%,10%,13%,54%,14%,59%,*,29%,19%,25%,20%,16%,11%,13%
,2019,35%,36%,32%,20%,29%,61%,50%,76%,56%,64%,23%,30%,34%,26%,25%,30%
Reading Including EOC,2021,38%,39%,32%,22%,26%,71%,29%,69%,*,47%,24%,38%,33%,29%,23%,25%
,2019,45%,45%,41%,29%,39%,69%,55%,80%,56%,70%,26%,39%,42%,36%,34%,40%
Math Including EOC,2021,31%,31%,24%,12%,19%,59%,21%,65%,*,36%,23%,30%,25%,20%,16%,19%
,2019,49%,48%,45%,31%,44%,71%,55%,85%,78%,71%,28%,45%,47%,38%,39%,45%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,21%,12%,15%,55%,23%,61%,*,*,20%,27%,22%,16%,13%,15%
,2019,35%,36%,31%,20%,28%,58%,8%,71%,*,61%,20%,23%,32%,26%,25%,27%
Reading and Mathematics Including EOC,2021,26%,27%,21%,12%,15%,55%,23%,61%,*,*,20%,27%,22%,16%,13%,15%
,2019,35%,36%,31%,20%,28%,58%,8%,71%,*,61%,20%,23%,32%,26%,25%,27%
Reading Including EOC,2021,36%,37%,31%,23%,25%,66%,31%,67%,*,*,22%,37%,32%,27%,23%,24%
,2019,44%,45%,39%,29%,35%,68%,25%,75%,*,68%,23%,28%,40%,35%,32%,34%
Math Including EOC,2021,36%,36%,28%,17%,22%,61%,38%,70%,*,*,23%,34%,29%,21%,20%,22%
,2019,48%,49%,45%,29%,45%,70%,25%,84%,*,69%,27%,43%,47%,38%,40%,46%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,28%,17%,22%,63%,69%,74%,50%,-,19%,32%,29%,20%,20%,22%
,2019,44%,44%,39%,27%,35%,71%,27%,82%,*,67%,20%,32%,41%,32%,32%,33%
Reading and Mathematics Including EOC,2021,34%,35%,28%,17%,22%,63%,69%,74%,50%,-,19%,32%,29%,20%,20%,22%
,2019,44%,44%,39%,27%,35%,71%,27%,82%,*,67%,20%,32%,41%,32%,32%,33%
Reading Including EOC,2021,46%,47%,41%,31%,36%,76%,77%,79%,67%,-,23%,41%,43%,35%,33%,35%
,2019,54%,54%,47%,40%,43%,80%,36%,86%,*,76%,25%,40%,48%,44%,41%,39%
Math Including EOC,2021,44%,45%,35%,21%,31%,68%,69%,80%,67%,-,22%,39%,37%,26%,28%,31%
,2019,58%,59%,55%,40%,55%,77%,59%,90%,*,73%,28%,50%,58%,45%,50%,55%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,19%,11%,14%,51%,25%,60%,*,*,15%,19%,20%,13%,11%,12%
,2019,31%,32%,27%,19%,22%,59%,8%,73%,64%,57%,20%,18%,29%,22%,20%,19%
Reading and Mathematics Including EOC,2021,24%,26%,19%,11%,14%,51%,25%,60%,*,*,15%,19%,20%,13%,11%,12%
,2019,31%,32%,27%,19%,22%,59%,8%,73%,64%,57%,20%,18%,29%,22%,20%,19%
Reading Including EOC,2021,32%,34%,27%,21%,22%,61%,38%,63%,*,*,17%,22%,29%,21%,20%,19%
,2019,37%,38%,34%,27%,28%,68%,17%,75%,82%,64%,22%,25%,35%,29%,26%,24%
Math Including EOC,2021,36%,38%,26%,14%,21%,63%,44%,72%,*,*,17%,26%,28%,17%,17%,19%
,2019,48%,49%,42%,29%,40%,70%,21%,86%,64%,66%,26%,36%,44%,34%,35%,38%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,15%,8%,13%,42%,31%,57%,40%,50%,17%,9%,17%,11%,11%,11%
,2019,36%,39%,32%,23%,30%,61%,41%,69%,45%,65%,23%,33%,35%,24%,27%,23%
Reading and Mathematics Including EOC,2021,27%,29%,20%,10%,14%,52%,36%,71%,40%,45%,18%,11%,21%,13%,12%,13%
,2019,37%,40%,35%,23%,32%,65%,41%,76%,46%,72%,23%,37%,38%,26%,28%,25%
Reading Including EOC,2021,45%,47%,38%,29%,33%,72%,57%,80%,100%,58%,20%,28%,42%,26%,30%,28%
,2019,49%,51%,47%,38%,43%,76%,48%,79%,69%,85%,26%,47%,49%,40%,39%,33%
Math Including EOC,2021,32%,34%,23%,11%,17%,58%,36%,76%,40%,55%,19%,15%,25%,14%,14%,15%
,2019,48%,50%,45%,30%,44%,70%,48%,84%,46%,76%,29%,41%,48%,35%,39%,38%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,13%,9%,10%,46%,11%,63%,*,-,18%,6%,14%,10%,8%,6%
,2019,34%,35%,32%,27%,28%,59%,37%,73%,60%,55%,19%,19%,34%,26%,25%,17%
Reading and Mathematics Including EOC,2021,33%,34%,22%,13%,18%,59%,31%,70%,80%,*,19%,14%,24%,15%,15%,15%
,2019,47%,48%,42%,33%,38%,69%,39%,81%,77%,67%,20%,27%,45%,33%,35%,24%
Reading Including EOC,2021,47%,48%,39%,30%,35%,75%,38%,76%,80%,*,22%,23%,42%,28%,31%,29%
