Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
CROSBY ISD (101906) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
,2019,17%,18%,20%,17%,17%,25%,*,*,-,0%,6%,38%,19%,22%,14%,11%
Grade 7 Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,63%,63%,59%,56%,58%,61%,*,*,-,60%,30%,*,59%,58%,55%,54%
,2019,70%,72%,62%,58%,60%,67%,*,*,-,13%,12%,88%,63%,60%,53%,49%
At Meets Grade Level or Above,2021,33%,34%,27%,30%,24%,29%,*,*,-,33%,18%,*,29%,20%,22%,16%
,2019,42%,43%,34%,32%,29%,41%,*,*,-,0%,9%,50%,35%,31%,24%,15%
At Masters Grade Level,2021,10%,10%,5%,7%,1%,7%,*,*,-,7%,2%,*,6%,1%,4%,0%
,2019,18%,19%,11%,11%,7%,17%,*,*,-,0%,0%,25%,12%,10%,7%,1%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,79%,75%,80%,79%,*,*,-,100%,40%,*,80%,75%,76%,71%
,2019,86%,86%,87%,78%,87%,89%,-,80%,*,*,46%,75%,89%,82%,82%,80%
At Meets Grade Level or Above,2021,46%,48%,48%,40%,46%,53%,*,*,-,78%,17%,*,48%,49%,41%,43%
,2019,55%,56%,56%,54%,50%,62%,-,60%,*,*,21%,50%,56%,56%,48%,32%
At Masters Grade Level,2021,21%,22%,19%,22%,17%,22%,*,*,-,22%,0%,*,20%,19%,16%,16%
,2019,28%,30%,27%,20%,21%,33%,-,40%,*,*,10%,25%,28%,25%,21%,9%
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,76%,68%,75%,81%,*,*,-,60%,52%,*,78%,69%,72%,79%
,2019,88%,88%,94%,89%,95%,96%,-,*,*,*,69%,83%,95%,92%,92%,94%
At Meets Grade Level or Above,2021,36%,37%,40%,34%,37%,46%,*,*,-,40%,28%,*,41%,38%,37%,39%
,2019,57%,58%,68%,67%,71%,63%,-,*,*,*,33%,67%,68%,66%,67%,62%
At Masters Grade Level,2021,11%,11%,4%,2%,4%,4%,*,*,-,0%,3%,*,2%,8%,4%,7%
,2019,17%,18%,17%,16%,19%,14%,-,*,*,*,15%,0%,16%,17%,17%,17%
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,68%,63%,64%,75%,*,*,-,78%,45%,*,69%,64%,61%,53%
,2019,81%,81%,82%,78%,82%,84%,-,100%,*,*,51%,75%,81%,84%,77%,72%
At Meets Grade Level or Above,2021,43%,45%,41%,36%,31%,52%,*,*,-,67%,29%,*,42%,38%,34%,24%
,2019,51%,52%,49%,37%,47%,54%,-,80%,*,*,15%,38%,50%,48%,41%,35%
At Masters Grade Level,2021,24%,25%,18%,12%,11%,28%,*,*,-,22%,16%,*,18%,16%,12%,10%
,2019,25%,27%,24%,22%,20%,28%,-,40%,*,*,13%,25%,26%,19%,18%,10%
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,50%,39%,44%,60%,*,*,-,67%,28%,*,51%,48%,41%,37%
,2019,69%,70%,69%,58%,67%,74%,-,80%,*,*,33%,63%,69%,68%,61%,54%
At Meets Grade Level or Above,2021,28%,29%,21%,25%,14%,27%,*,*,-,22%,19%,*,22%,17%,17%,15%
,2019,37%,38%,38%,34%,35%,41%,-,60%,*,*,23%,38%,39%,34%,31%,20%
At Masters Grade Level,2021,14%,15%,7%,3%,5%,10%,*,*,-,0%,3%,*,6%,7%,5%,3%
,2019,21%,23%,23%,19%,21%,25%,-,40%,*,*,5%,25%,25%,20%,17%,11%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,61%,54%,59%,66%,*,*,-,45%,16%,67%,64%,50%,55%,42%
,2019,68%,67%,70%,59%,69%,77%,*,*,-,91%,27%,64%,74%,61%,64%,53%
At Meets Grade Level or Above,2021,50%,51%,45%,39%,42%,51%,*,*,-,27%,10%,56%,48%,34%,39%,26%
,2019,50%,50%,56%,42%,53%,65%,*,*,-,82%,16%,55%,61%,45%,48%,27%
At Masters Grade Level,2021,12%,14%,10%,10%,7%,15%,*,*,-,0%,2%,11%,11%,7%,5%,2%
,2019,11%,11%,1%,1%,0%,1%,*,*,-,0%,5%,0%,1%,1%,1%,0%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,69%,63%,67%,73%,-,60%,-,40%,26%,*,70%,64%,61%,43%
,2019,68%,69%,67%,60%,61%,75%,*,60%,-,86%,26%,*,70%,59%,58%,37%
At Meets Grade Level or Above,2021,57%,58%,56%,43%,54%,62%,-,60%,-,20%,21%,*,58%,49%,48%,25%
,2019,49%,50%,46%,35%,39%,58%,*,60%,-,57%,13%,*,48%,42%,34%,10%
At Masters Grade Level,2021,11%,12%,11%,9%,10%,12%,-,40%,-,0%,15%,*,12%,9%,7%,1%
,2019,8%,9%,7%,2%,5%,10%,*,20%,-,14%,10%,*,8%,4%,3%,0%
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,81%,76%,83%,82%,*,-,-,50%,56%,*,82%,78%,79%,80%
,2019,85%,84%,92%,84%,94%,93%,*,*,-,100%,70%,90%,93%,90%,88%,93%
At Meets Grade Level or Above,2021,41%,44%,45%,43%,45%,48%,*,-,-,33%,23%,*,47%,40%,43%,45%
,2019,61%,61%,73%,55%,73%,80%,*,*,-,88%,35%,70%,76%,66%,66%,67%
At Masters Grade Level,2021,23%,26%,25%,29%,22%,28%,*,-,-,25%,8%,*,26%,23%,23%,18%
,2019,37%,38%,34%,21%,32%,42%,*,*,-,38%,3%,30%,36%,31%,25%,33%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,79%,67%,77%,84%,*,*,-,70%,39%,100%,81%,71%,72%,68%
,2019,88%,88%,90%,83%,89%,93%,*,*,-,100%,75%,80%,92%,84%,85%,83%
At Meets Grade Level or Above,2021,55%,57%,50%,35%,45%,63%,*,*,-,40%,16%,80%,54%,40%,40%,31%
,2019,62%,63%,62%,45%,57%,73%,*,*,-,78%,36%,60%,65%,54%,51%,36%
At Masters Grade Level,2021,22%,26%,16%,12%,11%,23%,*,*,-,20%,4%,60%,17%,10%,9%,8%
,2019,25%,28%,21%,9%,20%,29%,*,*,-,11%,8%,20%,23%,19%,15%,5%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,83%,77%,83%,86%,*,80%,-,86%,57%,86%,85%,75%,78%,67%
,2019,93%,93%,93%,83%,93%,98%,-,*,-,100%,69%,*,94%,92%,90%,81%
At Meets Grade Level or Above,2021,69%,70%,62%,44%,60%,69%,*,80%,-,71%,40%,43%,63%,56%,50%,39%
,2019,73%,75%,79%,63%,72%,90%,-,*,-,100%,49%,*,81%,71%,70%,56%
At Masters Grade Level,2021,43%,45%,35%,17%,37%,37%,*,60%,-,71%,23%,29%,37%,29%,26%,16%
,2019,45%,49%,53%,40%,47%,62%,-,*,-,75%,29%,*,55%,43%,38%,28%
SAT/ACT All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,95%,96%,95%,92%,93%,96%,-,*,-,*,-,-,96%,83%,91%,-
At Meets Grade Level or Above,2021,69%,75%,72%,54%,62%,79%,-,*,-,*,-,-,72%,67%,59%,-
At Masters Grade Level,2021,14%,18%,4%,8%,3%,4%,-,*,-,*,-,-,4%,0%,0%,-
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,69%,59%,68%,75%,83%,73%,-,67%,39%,73%,71%,66%,63%,61%
,2019,78%,78%,78%,70%,78%,82%,81%,84%,*,76%,45%,75%,80%,75%,73%,71%
At Meets Grade Level or Above,2021,41%,43%,40%,31%,37%,47%,29%,56%,-,38%,22%,37%,42%,34%,33%,28%
,2019,50%,51%,49%,39%,46%,55%,37%,70%,*,44%,22%,40%,51%,44%,41%,36%
At Masters Grade Level,2021,18%,20%,15%,11%,13%,19%,12%,20%,-,16%,6%,16%,16%,13%,11%,9%
,2019,24%,25%,20%,14%,18%,24%,11%,42%,*,19%,9%,16%,22%,17%,15%,13%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,70%,60%,69%,74%,86%,60%,-,67%,35%,69%,71%,67%,64%,60%
,2019,75%,75%,75%,64%,73%,79%,83%,75%,*,77%,37%,73%,77%,70%,68%,65%
At Meets Grade Level or Above,2021,45%,46%,42%,33%,39%,49%,29%,53%,-,38%,20%,37%,44%,38%,36%,28%
,2019,48%,49%,46%,36%,42%,53%,17%,60%,*,43%,16%,39%,48%,41%,37%,28%
At Masters Grade Level,2021,18%,20%,16%,14%,14%,20%,21%,13%,-,17%,5%,13%,17%,15%,12%,9%
,2019,21%,22%,16%,11%,13%,20%,8%,30%,*,18%,7%,15%,17%,14%,11%,9%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,72%,59%,72%,76%,86%,70%,-,65%,46%,76%,73%,67%,66%,70%
,2019,82%,82%,84%,78%,85%,86%,90%,92%,*,75%,56%,88%,85%,83%,81%,84%
At Meets Grade Level or Above,2021,37%,39%,39%,27%,37%,47%,36%,60%,-,36%,24%,38%,41%,34%,32%,35%
,2019,52%,53%,53%,44%,52%,57%,60%,85%,*,41%,27%,46%,55%,48%,47%,48%
At Masters Grade Level,2021,18%,19%,15%,9%,14%,18%,0%,30%,-,16%,6%,18%,16%,13%,12%,12%
,2019,26%,28%,23%,18%,22%,27%,20%,54%,*,19%,9%,18%,25%,21%,18%,20%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,60%,49%,59%,66%,60%,*,-,62%,33%,59%,60%,61%,54%,56%
,2019,68%,69%,63%,52%,63%,66%,*,*,-,50%,23%,53%,65%,59%,54%,55%
At Meets Grade Level or Above,2021,30%,31%,28%,24%,25%,33%,0%,*,-,33%,21%,18%,29%,24%,23%,20%
,2019,38%,39%,32%,22%,30%,37%,*,*,-,15%,9%,21%,35%,26%,23%,24%
At Masters Grade Level,2021,9%,9%,5%,4%,3%,9%,0%,*,-,5%,5%,0%,6%,4%,4%,1%
,2019,14%,15%,10%,7%,8%,15%,*,*,-,5%,3%,11%,11%,8%,5%,5%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,71%,61%,67%,80%,100%,100%,-,71%,40%,87%,74%,64%,64%,56%
,2019,81%,82%,84%,77%,84%,87%,*,89%,*,85%,57%,68%,85%,83%,80%,77%
At Meets Grade Level or Above,2021,44%,45%,41%,33%,34%,53%,17%,80%,-,43%,20%,47%,44%,33%,33%,22%
,2019,54%,55%,54%,41%,51%,61%,*,78%,*,56%,29%,44%,56%,51%,46%,39%
At Masters Grade Level,2021,20%,22%,16%,10%,11%,24%,17%,0%,-,14%,6%,33%,17%,12%,10%,7%
,2019,25%,27%,23%,14%,20%,27%,*,56%,*,15%,10%,16%,24%,20%,17%,12%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,67%,57%,64%,74%,*,86%,-,75%,42%,88%,69%,61%,58%,49%
,2019,81%,81%,81%,71%,79%,85%,-,86%,*,92%,50%,70%,82%,77%,75%,62%
At Meets Grade Level or Above,2021,49%,51%,42%,34%,37%,49%,*,71%,-,44%,29%,50%,44%,35%,33%,25%
,2019,55%,57%,57%,49%,53%,63%,-,71%,*,83%,35%,40%,61%,48%,49%,31%
At Masters Grade Level,2021,29%,31%,21%,10%,21%,24%,*,43%,-,31%,13%,25%,22%,17%,15%,9%
,2019,33%,36%,37%,30%,34%,42%,-,43%,*,67%,16%,30%,41%,28%,27%,16%
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,24%,18%,21%,29%,*,*,-,50%,2%,22%,23%,28%,16%,14%
,2019,35%,36%,30%,16%,26%,39%,*,*,-,21%,12%,36%,33%,22%,21%,26%
Reading and Mathematics Including EOC,2021,24%,25%,24%,18%,21%,29%,*,*,-,50%,2%,22%,23%,28%,16%,14%
,2019,35%,36%,30%,16%,26%,39%,*,*,-,21%,12%,36%,33%,22%,21%,26%
Reading Including EOC,2021,38%,39%,37%,29%,33%,44%,*,*,-,67%,9%,33%,37%,38%,27%,20%
,2019,45%,45%,38%,21%,35%,46%,*,*,-,36%,14%,45%,40%,32%,28%,30%
Math Including EOC,2021,31%,31%,34%,20%,32%,42%,*,*,-,50%,13%,33%,33%,39%,25%,26%
,2019,49%,48%,43%,26%,39%,52%,*,*,-,43%,21%,59%,46%,34%,37%,41%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,25%,9%,25%,30%,*,*,-,20%,20%,15%,27%,22%,19%,22%
,2019,35%,36%,21%,7%,22%,25%,*,-,-,8%,13%,0%,24%,16%,17%,21%
Reading and Mathematics Including EOC,2021,26%,27%,25%,9%,25%,30%,*,*,-,20%,20%,15%,27%,22%,19%,22%
,2019,35%,36%,21%,7%,22%,25%,*,-,-,8%,13%,0%,24%,16%,17%,21%
Reading Including EOC,2021,36%,37%,39%,22%,38%,44%,*,*,-,33%,27%,31%,39%,38%,34%,36%
,2019,44%,45%,38%,20%,38%,44%,*,-,-,42%,17%,9%,41%,32%,29%,31%
Math Including EOC,2021,36%,36%,36%,13%,35%,44%,*,*,-,40%,26%,38%,39%,29%,29%,35%
,2019,48%,49%,27%,14%,29%,31%,*,-,-,17%,23%,0%,32%,19%,23%,31%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,33%,22%,30%,42%,*,*,-,25%,20%,56%,34%,31%,29%,22%
,2019,44%,44%,39%,35%,40%,40%,*,*,-,29%,13%,14%,41%,37%,34%,37%
Reading and Mathematics Including EOC,2021,34%,35%,33%,22%,30%,42%,*,*,-,25%,20%,56%,34%,31%,29%,22%
,2019,44%,44%,39%,35%,40%,40%,*,*,-,29%,13%,14%,41%,37%,34%,37%
Reading Including EOC,2021,46%,47%,48%,45%,42%,57%,*,*,-,38%,28%,56%,49%,45%,44%,32%
,2019,54%,54%,49%,45%,47%,51%,*,*,-,50%,18%,14%,48%,51%,46%,44%
Math Including EOC,2021,44%,45%,49%,29%,49%,55%,*,*,-,50%,28%,67%,53%,40%,45%,47%
,2019,58%,59%,58%,51%,60%,60%,*,*,-,36%,35%,57%,58%,57%,54%,60%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,20%,11%,17%,27%,*,-,-,7%,18%,0%,21%,17%,13%,13%
,2019,31%,32%,29%,30%,24%,35%,*,*,-,11%,18%,20%,33%,23%,22%,17%
Reading and Mathematics Including EOC,2021,24%,26%,20%,11%,17%,27%,*,-,-,7%,18%,0%,21%,17%,13%,13%
,2019,31%,32%,29%,30%,24%,35%,*,*,-,11%,18%,20%,33%,23%,22%,17%
Reading Including EOC,2021,32%,34%,25%,13%,21%,34%,*,-,-,21%,20%,14%,27%,18%,16%,16%
,2019,37%,38%,36%,35%,31%,43%,*,*,-,11%,21%,30%,40%,28%,28%,23%
Math Including EOC,2021,36%,38%,32%,16%,27%,45%,*,-,-,7%,27%,29%,33%,27%,21%,24%
,2019,48%,49%,57%,52%,55%,59%,*,*,-,67%,26%,30%,60%,50%,51%,49%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,24%,15%,24%,28%,*,*,-,27%,21%,*,26%,19%,18%,16%
,2019,36%,39%,36%,30%,31%,44%,*,*,-,0%,9%,38%,37%,34%,25%,17%
Reading and Mathematics Including EOC,2021,27%,29%,24%,15%,24%,28%,*,*,-,27%,21%,*,26%,19%,18%,16%
,2019,37%,40%,36%,30%,31%,44%,*,*,-,0%,9%,38%,37%,34%,25%,17%
Reading Including EOC,2021,45%,47%,39%,33%,37%,44%,*,*,-,33%,23%,*,42%,31%,35%,30%
,2019,49%,51%,43%,36%,40%,51%,*,*,-,13%,9%,75%,45%,39%,33%,23%
Math Including EOC,2021,32%,34%,31%,25%,30%,34%,*,*,-,33%,24%,*,33%,24%,24%,23%
,2019,48%,50%,47%,42%,42%,57%,*,*,-,0%,15%,38%,48%,47%,38%,30%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,27%,22%,26%,28%,*,*,-,40%,18%,*,27%,27%,25%,29%
,2019,34%,35%,36%,36%,35%,37%,-,*,*,*,18%,17%,36%,35%,34%,25%
Reading and Mathematics Including EOC,2021,33%,34%,36%,28%,32%,42%,*,*,-,56%,17%,*,36%,35%,31%,31%
,2019,47%,48%,51%,47%,47%,55%,-,60%,*,*,18%,38%,53%,47%,44%,32%
Reading Including EOC,2021,47%,48%,48%,40%,46%,53%,*,*,-,78%,17%,*,48%,49%,41%,43%
,2019,55%,56%,56%,54%,50%,62%,-,60%,*,*,21%,50%,56%,56%,48%,32%
Math Including EOC,2021,43%,44%,49%,42%,45%,55%,*,*,-,67%,30%,*,50%,46%,43%,44%
,2019,62%,64%,77%,75%,79%,75%,-,100%,*,*,33%,75%,79%,74%,73%,68%
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,26%,16%,24%,31%,25%,44%,-,25%,17%,23%,26%,24%,20%,19%
,2019,36%,37%,32%,25%,30%,37%,22%,55%,*,17%,14%,23%,34%,28%,25%,24%
Reading and Mathematics Including EOC,2021,28%,29%,27%,18%,25%,33%,25%,44%,-,28%,17%,23%,28%,25%,21%,20%
,2019,38%,39%,34%,27%,32%,40%,22%,62%,*,18%,14%,26%,36%,30%,27%,25%
Reading Including EOC,2021,41%,42%,39%,31%,36%,46%,33%,56%,-,41%,21%,33%,40%,36%,33%,29%
,2019,47%,48%,43%,35%,40%,50%,22%,62%,*,34%,17%,38%,45%,40%,35%,31%
