Primary_Key_2018_2019,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2019,YOY_Region_2019,YOY_District_2019,YOY_African_American_2019,YoY_Hispanic_2019,YoY_White_2019,YoY_Econ_Disadv_2019,YoY_ELL_2019
Spring_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Spring_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.01,-0.01,0.01,0.03,0.001,-0.02
Spring_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.04,0.05,0.03,0.11,0.04,0.01
Spring_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Spring_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,0.01,0.02,0.001,0.001,0.01,0.001
Spring_ISD_Grade 4 Reading_At Masters Grade Level_2019,Spring_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,0.001,-0.01,0.001,-0.02,0.001,-0.01
Spring_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,-0.02,0.01,0.001,0.001,0.001
Spring_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Spring_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,0.001,0.001,0.001,-0.04,-0.01,0.01
Spring_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Spring_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.05,0.02,0.06,0.01,0.05,0.07
Spring_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.001,0.001,0.01,0.06,0.02,0.02
Spring_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Spring_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.01,-0.02,0.001,-0.08,-0.01,0.001
Spring_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Spring_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.01,0.01,0.02,-0.03,0.01,0.03
Spring_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.05,-0.06,-0.03,-0.04,-0.05,-0.03
Spring_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.05,0.04,0.07,0.02,0.06,0.06
Spring_ISD_Grade 5 Science_At Masters Grade Level_2019,Spring_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.03,0.02,0.03,0.01,0.02,0.03
Spring_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.08,0.06,0.1,0.05,0.09,0.08
Spring_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Spring_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.03,0.02,0.05,-0.03,0.06,0.03
Spring_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Spring_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.01,0.001,0.02,-0.04,0.001,0.01
Spring_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,0.001,0.02,0.001,-0.03,0.01,-0.03
Spring_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.02,-0.01,-0.02,-0.12,-0.02,-0.05
Spring_ISD_Grade 6 Reading_At Masters Grade Level_2019,Spring_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.01,-0.01,0.001,-0.11,-0.01,0.001
Spring_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.03,0.03,0.02,0.05,0.04,0.001
Spring_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Spring_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.02,0.03,0.02,0.04,0.04,0.01
Spring_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Spring_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.001,0.02,-0.01,0.02,0.01,-0.01
Spring_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Spring_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,-0.01,-0.02,-0.02,0.01,0.001,-0.04
Spring_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Spring_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.001,0.001,-0.01,0.06,0.01,-0.04
Spring_ISD_Grade 7 Reading_At Masters Grade Level_2019,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.01,0.01,0.02,-0.01,0.02,0.001
Tomball_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,-0.01,-0.11,-0.02,0.01,0.001,0.001
Tomball_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,-0.03,-0.03,-0.05,-0.04,0.02,0.01
Tomball_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Tomball_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,-0.03,0.07,-0.04,-0.01,0.04,-0.01
Tomball_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.04,-0.12,-0.05,-0.03,-0.04,-0.06
Tomball_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,-0.02,-0.02,-0.05,0.001,-0.01,-0.05
Tomball_ISD_Grade 3 Reading_At Masters Grade Level_2019,Tomball_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.001,-0.03,0.001,0.02,0.03,0.02
Tomball_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.02,0.07,-0.03,-0.03,-0.04,-0.06
Tomball_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.02,0.03,0.02,-0.04,0.04,-0.02
Tomball_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Tomball_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.001,0.001,0.03,0.001,0.01,-0.01
Tomball_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,-0.03,-0.01,-0.06,-0.02,-0.09,-0.08
Tomball_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,-0.09,-0.06,-0.07,-0.08,-0.09,-0.16
Tomball_ISD_Grade 4 Reading_At Masters Grade Level_2019,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.06,-0.08,-0.04,-0.06,-0.04,-0.06
Tomball_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.01,0.07,0.001,0.001,0.02,0.02
Tomball_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,0.01,0.15,0.01,-0.01,-0.03,0.05
Tomball_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Tomball_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.1,0.05,0.03,0.11,0.08,0.09
Tomball_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.001,0.07,-0.01,0.01,-0.02,-0.02
Tomball_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.02,0.07,-0.11,0.01,-0.06,-0.09
Tomball_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Tomball_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.03,0.13,-0.01,0.03,0.04,0.001
Tomball_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.02,0.07,0.001,0.01,0.04,0.05
Tomball_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.14,0.21,0.11,0.14,0.13,0.13
Tomball_ISD_Grade 5 Science_At Masters Grade Level_2019,Tomball_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.11,0.09,0.08,0.13,0.1,0.1
Tomball_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.01,0.05,0.01,-0.01,0.03,0.02
Tomball_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.001,-0.03,0.03,0.01,0.06,-0.05
Tomball_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,-0.01,-0.02,0.03,-0.01,0.02,-0.06
Tomball_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.03,-0.01,-0.03,-0.02,0.01,-0.1
Tomball_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.03,0.05,-0.03,-0.01,0.01,-0.15
Tomball_ISD_Grade 6 Reading_At Masters Grade Level_2019,Tomball_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.04,0.05,-0.03,-0.04,-0.02,-0.07
Tomball_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.01,-0.02,-0.03,0.03,-0.01,-0.03
Tomball_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,-0.01,-0.06,0.03,-0.04,-0.05,0.001
Tomball_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Tomball_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,-0.08,-0.06,-0.02,-0.13,-0.05,-0.02
Tomball_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Tomball_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.001,0.03,0.02,0.001,-0.01,0.05
Tomball_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Tomball_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.001,0.03,0.04,-0.01,-0.03,0.09
Tomball_ISD_Grade 7 Reading_At Masters Grade Level_2019,Tomball_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,-0.02,-0.03,-0.03,-0.03,-0.07,0.08
Yes_Prep_End of Course English I_At Approaches Grade Level or Above_2019,Yes_Prep,End of Course English I,At Approaches Grade Level or Above,2018,2019,0.03,0.02,-0.01,0.02,-0.01,0.17,-0.02,-0.06
Yes_Prep_End of Course English I_At Meets Grade Level or Above_2019,Yes_Prep,End of Course English I,At Meets Grade Level or Above,2018,2019,0.06,0.05,0.05,0.09,0.05,0.26,0.04,-0.02
Yes_Prep_End of Course English I_At Masters Grade Level_2019,Yes_Prep,End of Course English I,At Masters Grade Level,2018,2019,0.04,0.03,0.04,-0.01,0.05,0.08,0.04,-0.01
Yes_Prep_End of Course English II_At Approaches Grade Level or Above_2019,Yes_Prep,End of Course English II,At Approaches Grade Level or Above,2018,2019,0.01,0.02,0.02,-0.03,0.02,0.14,0.02,0.05
Yes_Prep_End of Course English II_At Meets Grade Level or Above_2019,Yes_Prep,End of Course English II,At Meets Grade Level or Above,2018,2019,0.01,0.02,0.01,-0.09,0.01,0.08,0.01,-0.06
Yes_Prep_End of Course English II_At Masters Grade Level_2019,Yes_Prep,End of Course English II,At Masters Grade Level,2018,2019,0.001,0.001,0.01,-0.01,0.01,0.08,0.02,0.001
Yes_Prep_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.06,0.02,0.06,0.1,0.05,0.07
Yes_Prep_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Yes_Prep,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.04,0.08,0.03,0.15,0.03,0.001
Yes_Prep_Grade 6 Mathematics_At Masters Grade Level_2019,Yes_Prep,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.02,0.07,0.02,-0.03,0.01,-0.01
Yes_Prep_Grade 6 Reading_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,0.001,0.02,-0.01,0.03,-0.01,-0.07
Yes_Prep_Grade 6 Reading_At Meets Grade Level or Above_2019,Yes_Prep,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.02,0.03,-0.03,0.001,-0.03,-0.1
Yes_Prep_Grade 6 Reading_At Masters Grade Level_2019,Yes_Prep,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.02,0.01,-0.03,-0.03,-0.03,-0.06
Yes_Prep_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.07,0.11,0.05,0.06,0.08,0.04
Yes_Prep_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Yes_Prep,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.05,0.09,0.05,0.22,0.06,0.01
Yes_Prep_Grade 7 Mathematics_At Masters Grade Level_2019,Yes_Prep,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.03,0.03,0.03,0.06,0.03,-0.01
Yes_Prep_Grade 7 Reading_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.01,0.02,0.001,0.15,0.02,-0.05
Yes_Prep_Grade 7 Reading_At Meets Grade Level or Above_2019,Yes_Prep,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.01,0.06,0.001,0.16,0.01,-0.04
Yes_Prep_Grade 7 Reading_At Masters Grade Level_2019,Yes_Prep,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.01,0.001,0.01,0.09,0.01,-0.03
Yes_Prep_Grade 7 Writing_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 7 Writing,At Approaches Grade Level or Above,2018,2019,0.01,0.03,0.06,0.1,0.05,0.21,0.06,0.01
Yes_Prep_Grade 7 Writing_At Meets Grade Level or Above_2019,Yes_Prep,Grade 7 Writing,At Meets Grade Level or Above,2018,2019,-0.01,-0.01,0.07,0.04,0.06,0.13,0.08,0.01
Yes_Prep_Grade 7 Writing_At Masters Grade Level_2019,Yes_Prep,Grade 7 Writing,At Masters Grade Level,2018,2019,0.03,0.03,0.06,0.06,0.06,0.16,0.06,0.02
Yes_Prep_Grade 8 Mathematics+_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 8 Mathematics+,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.02,0.11,0.01,-0.08,0.03,0.02
Yes_Prep_Grade 8 Mathematics+_At Meets Grade Level or Above_2019,Yes_Prep,Grade 8 Mathematics+,At Meets Grade Level or Above,2018,2019,0.06,0.06,0.08,0.21,0.07,0.001,0.09,0.05
Yes_Prep_Grade 8 Mathematics+_At Masters Grade Level_2019,Yes_Prep,Grade 8 Mathematics+,At Masters Grade Level,2018,2019,0.02,0.02,0.06,0.08,0.05,0.06,0.05,0.02
Yes_Prep_Grade 8 Reading+_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 8 Reading+,At Approaches Grade Level or Above,2018,2019,0.001,0,0.01,0.001,0.01,-0.16,0.02,0.001
Yes_Prep_Grade 8 Reading+_At Meets Grade Level or Above_2019,Yes_Prep,Grade 8 Reading+,At Meets Grade Level or Above,2018,2019,0.06,0.05,0.08,0.06,0.09,0.01,0.1,0.05
Yes_Prep_Grade 8 Reading+_At Masters Grade Level_2019,Yes_Prep,Grade 8 Reading+,At Masters Grade Level,2018,2019,0.01,0.02,0.01,-0.01,0.01,-0.06,0.02,-0.01
Yes_Prep_Grade 8 Science_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 8 Science,At Approaches Grade Level or Above,2018,2019,0.05,0.04,0.07,0.11,0.05,-0.05,0.07,0.08
Yes_Prep_Grade 8 Science_At Meets Grade Level or Above_2019,Yes_Prep,Grade 8 Science,At Meets Grade Level or Above,2018,2019,-0.01,-0.01,0.01,0.03,0.01,-0.1,0.01,0.01
Yes_Prep_Grade 8 Science_At Masters Grade Level_2019,Yes_Prep,Grade 8 Science,At Masters Grade Level,2018,2019,-0.03,-0.02,0.02,0.06,0.02,-0.02,0.02,0.01
Yes_Prep_Grade 8 Social Studies_At Approaches Grade Level or Above_2019,Yes_Prep,Grade 8 Social Studies,At Approaches Grade Level or Above,2018,2019,0.04,0.04,0.01,-0.03,0.02,-0.18,0.001,-0.02
Yes_Prep_Grade 8 Social Studies_At Meets Grade Level or Above_2019,Yes_Prep,Grade 8 Social Studies,At Meets Grade Level or Above,2018,2019,0.01,0.01,-0.02,-0.05,-0.02,-0.14,-0.02,-0.04
Yes_Prep_Grade 8 Social Studies_At Masters Grade Level_2019,Yes_Prep,Grade 8 Social Studies,At Masters Grade Level,2018,2019,0.001,0.01,-0.03,0.001,-0.03,-0.09,-0.03,-0.03
