Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.79,0.68,0.77,0.87,0.63,0.89,0.56,0.84,0.52,0.80,0.73,0.67,0.72
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.69,0.56,0.62,0.83,0.60,0.82,0.71,0.77,0.41,0.72,0.59,0.54,0.57
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.53,0.38,0.48,0.66,0.38,0.72,0.33,0.61,0.33,0.55,0.46,0.37,0.39
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.39,0.24,0.30,0.55,0.40,0.53,0.38,0.45,0.23,0.42,0.28,0.22,0.25
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.30,0.17,0.25,0.43,0.25,0.47,0.22,0.38,0.12,0.31,0.24,0.17,0.17
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.19,0.08,0.14,0.30,0.20,0.29,0.14,0.24,0.08,0.21,0.14,0.09,0.13
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.70,0.55,0.67,0.83,0.63,0.89,0.70,0.75,0.46,0.73,0.61,0.56,0.66
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.62,0.44,0.56,0.78,0.40,0.78,0.50,0.61,0.35,0.65,0.53,0.46,0.52
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.40,0.25,0.35,0.55,0.25,0.65,0.20,0.44,0.28,0.44,0.30,0.26,0.34
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.30,0.16,0.23,0.45,0.20,0.48,0.25,0.34,0.19,0.33,0.20,0.16,0.20
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.19,0.08,0.16,0.28,0.13,0.40,0.10,0.20,0.11,0.21,0.13,0.09,0.15
Humble_ISD_Grade 3 Mathematics,Humble_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.03,0.08,0.21,0.00,0.24,0.10,0.18,0.08,0.14,0.06,0.06,0.07
Humble_ISD_Grade 4 Reading,Humble_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.77,0.68,0.73,0.87,0.20,0.90,0.80,0.83,0.45,0.80,0.72,0.67,0.70
Humble_ISD_Grade 4 Reading,Humble_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.64,0.51,0.58,0.78,1.00,0.82,0.50,0.72,0.36,0.68,0.57,0.48,0.49
Humble_ISD_Grade 4 Reading,Humble_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.53,0.40,0.47,0.68,0.20,0.75,0.70,0.60,0.25,0.57,0.45,0.39,0.41
