Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.73,0.73,0.90,*,0.91,*,0.83,0.44,0.76,0.76,0.73,0.74
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.63,0.63,0.54,0.76,*,0.86,*,0.63,0.32,0.63,0.62,0.55,0.59
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.52,0.48,0.46,0.69,*,0.68,*,0.83,0.19,0.54,0.47,0.47,0.49
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.30,0.22,0.47,*,0.58,*,0.38,0.13,0.34,0.28,0.23,0.31
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.28,0.24,0.24,0.38,*,0.46,*,0.67,0.12,0.30,0.25,0.25,0.27
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.14,0.12,0.09,0.21,*,0.40,*,0.13,0.00,0.15,0.13,0.11,0.15
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.71,0.66,0.65,0.95,*,0.88,*,1.00,0.40,0.72,0.70,0.67,0.69
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.49,0.42,0.39,0.69,*,0.91,*,0.50,0.13,0.46,0.53,0.40,0.44
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.42,0.37,0.35,0.56,*,0.70,*,0.83,0.21,0.43,0.40,0.34,0.39
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.19,0.14,0.09,0.33,*,0.63,*,0.25,0.05,0.22,0.16,0.14,0.20
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.22,0.18,0.15,0.34,*,0.44,*,0.67,0.08,0.22,0.22,0.16,0.17
Harmony_Schools_Grade 3 Mathematics,Harmony_Schools,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.08,0.05,0.02,0.14,*,0.40,*,0.13,0.03,0.09,0.07,0.05,0.09
Harmony_Schools_Grade 4 Reading,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.74,0.74,0.70,0.79,*,0.90,-,0.77,0.39,0.74,0.74,0.69,0.72
Harmony_Schools_Grade 4 Reading,Harmony_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.54,0.52,0.43,0.75,-,0.79,*,0.67,0.22,0.54,0.54,0.45,0.52
