Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.67,0.68,0.66,0.74,0.60,*,-,*,0.34,0.67,0.66,0.67,0.67
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.63,0.52,0.63,0.78,0.67,0.89,-,0.20,0.29,0.64,0.60,0.61,0.64
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.40,0.32,0.40,0.47,0.20,*,-,*,0.22,0.40,0.41,0.39,0.41
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.17,0.31,0.37,0.17,0.67,-,0.00,0.11,0.32,0.26,0.26,0.30
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.19,0.10,0.19,0.24,0.00,*,-,*,0.03,0.20,0.14,0.17,0.20
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.13,0.07,0.13,0.15,0.17,0.44,-,0.00,0.02,0.14,0.11,0.12,0.14
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.66,0.56,0.67,0.65,0.60,*,-,*,0.36,0.67,0.63,0.66,0.69
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.61,0.46,0.62,0.67,0.83,0.89,-,0.20,0.36,0.63,0.55,0.59,0.64
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.39,0.32,0.39,0.41,0.20,*,-,*,0.23,0.39,0.37,0.37,0.40
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.29,0.17,0.29,0.30,0.00,0.67,-,0.20,0.13,0.31,0.20,0.27,0.32
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.04,0.16,0.24,0.00,*,-,*,0.05,0.16,0.13,0.14,0.17
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.04,0.12,0.07,0.00,0.44,-,0.00,0.06,0.13,0.05,0.10,0.14
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.74,0.61,0.76,0.70,*,1.00,-,*,0.43,0.74,0.76,0.73,0.75
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.58,0.47,0.60,0.55,0.86,*,*,*,0.32,0.62,0.50,0.55,0.61
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.48,0.33,0.49,0.52,*,0.89,-,*,0.20,0.50,0.44,0.45,0.50
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.26,0.16,0.28,0.18,0.57,*,*,*,0.08,0.27,0.24,0.26,0.29
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.21,0.14,0.20,0.33,*,0.67,-,*,0.05,0.22,0.17,0.19,0.22
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.09,0.08,0.08,0.09,0.43,*,*,*,0.03,0.09,0.08,0.08,0.10
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.68,0.41,0.71,0.70,*,1.00,-,*,0.42,0.72,0.57,0.67,0.75
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.59,0.39,0.60,0.57,0.88,*,*,*,0.31,0.63,0.48,0.57,0.64
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.40,0.14,0.43,0.37,*,0.89,-,*,0.20,0.44,0.31,0.39,0.47
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.32,0.20,0.34,0.27,0.63,*,*,*,0.16,0.36,0.23,0.32,0.36
Channelview_ISD_Grade 4 Mathematics,Channelview_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.19,0.03,0.20,0.22,*,0.78,-,*,0.04,0.22,0.11,0.18,0.25
