Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.82,-,0.82,-,-,-,-,-,*,0.91,0.62,0.82,0.82
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.67,-,0.67,-,-,-,-,-,*,0.72,0.43,0.67,0.67
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.54,-,0.54,-,-,-,-,-,*,0.64,0.33,0.54,0.53
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.30,-,0.30,-,-,-,-,-,*,0.31,0.29,0.30,0.29
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.22,-,0.22,-,-,-,-,-,*,0.32,0.00,0.22,0.23
Amigos_Por_Vida_Grade 3 Reading,Amigos_Por_Vida,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.13,-,0.13,-,-,-,-,-,*,0.10,0.29,0.13,0.13
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.84,-,0.84,-,-,-,-,-,*,0.91,0.67,0.84,0.85
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.83,-,0.83,-,-,-,-,-,*,0.87,0.57,0.83,0.82
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.60,-,0.60,-,-,-,-,-,*,0.74,0.29,0.60,0.60
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.52,-,0.52,-,-,-,-,-,*,0.54,0.43,0.52,0.51
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.28,-,0.28,-,-,-,-,-,*,0.36,0.10,0.28,0.27
Amigos_Por_Vida_Grade 3 Mathematics,Amigos_Por_Vida,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.33,-,0.33,-,-,-,-,-,*,0.33,0.29,0.33,0.33
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.94,-,0.94,-,-,-,-,-,*,0.95,0.92,0.94,0.94
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.85,-,0.85,-,-,-,-,-,*,0.85,0.86,0.85,0.84
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.74,-,0.74,-,-,-,-,-,*,0.81,0.54,0.74,0.73
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.53,-,0.53,-,-,-,-,-,*,0.58,0.43,0.52,0.52
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.30,-,0.30,-,-,-,-,-,*,0.35,0.15,0.30,0.31
Amigos_Por_Vida_Grade 4 Reading,Amigos_Por_Vida,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.23,-,0.23,-,-,-,-,-,*,0.30,0.07,0.24,0.25
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.94,-,0.94,-,-,-,-,-,*,0.95,0.92,0.94,0.94
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.81,-,0.81,-,-,-,-,-,*,0.79,0.86,0.80,0.80
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.62,-,0.62,-,-,-,-,-,*,0.73,0.31,0.62,0.61
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.66,-,0.66,-,-,-,-,-,*,0.64,0.71,0.65,0.64
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.36,-,0.36,-,-,-,-,-,*,0.41,0.23,0.36,0.35
Amigos_Por_Vida_Grade 4 Mathematics,Amigos_Por_Vida,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.40,-,0.40,-,-,-,-,-,*,0.39,0.43,0.39,0.39
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.95,-,0.95,-,-,-,-,-,*,0.97,0.90,0.95,0.95
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.83,-,0.83,-,-,-,-,-,*,0.79,1.00,0.82,0.83
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.77,-,0.77,-,-,-,-,-,*,0.79,0.70,0.77,0.76
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.45,-,0.45,-,-,-,-,-,*,0.46,0.38,0.44,0.43
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.57,-,0.57,-,-,-,-,-,*,0.65,0.30,0.56,0.56
Amigos_Por_Vida_Grade 5 Reading,Amigos_Por_Vida,Grade 5 Reading,At Masters Grade Level,2021,0.30,0.31,0.34,-,0.34,-,-,-,-,-,*,0.33,0.38,0.33,0.33
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.93,-,0.93,-,-,-,-,-,*,0.97,0.80,0.93,0.93
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.70,0.70,0.83,-,0.83,-,-,-,-,-,*,0.85,0.75,0.82,0.85
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.77,-,0.77,-,-,-,-,-,*,0.79,0.70,0.77,0.76
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.60,-,0.60,-,-,-,-,-,*,0.59,0.63,0.58,0.61
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.39,-,0.39,-,-,-,-,-,*,0.38,0.40,0.40,0.37
Amigos_Por_Vida_Grade 5 Mathematics,Amigos_Por_Vida,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.30,-,0.30,-,-,-,-,-,*,0.26,0.50,0.27,0.30
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.93,-,0.93,-,-,-,-,-,*,0.94,0.90,0.93,0.93
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.64,-,0.64,-,-,-,-,-,*,0.59,0.88,0.62,0.63
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.64,-,0.64,-,-,-,-,-,*,0.65,0.60,0.63,0.61
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.40,-,0.40,-,-,-,-,-,*,0.41,0.38,0.38,0.39
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.32,-,0.32,-,-,-,-,-,*,0.32,0.30,0.33,0.32
Amigos_Por_Vida_Grade 5 Science,Amigos_Por_Vida,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.17,-,0.17,-,-,-,-,-,*,0.18,0.13,0.16,0.17
Amigos_Por_Vida_Grade 6 Reading,Amigos_Por_Vida,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.70,0.70,0.73,-,0.72,*,-,-,-,-,0.40,0.82,0.61,0.73,0.72
