Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.64,0.52,0.67,0.72,*,*,-,0.83,0.38,0.66,0.60,0.63,0.65
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.53,0.50,0.53,0.69,*,*,-,0.46,0.28,0.54,0.49,0.50,0.51
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.35,0.25,0.37,0.56,*,*,-,0.50,0.21,0.36,0.34,0.33,0.35
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.22,0.17,0.22,0.46,*,*,-,0.23,0.15,0.23,0.18,0.21,0.17
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.18,0.12,0.20,0.19,*,*,-,0.42,0.05,0.19,0.17,0.17,0.18
Sheldon_ISD_Grade 3 Reading,Sheldon_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.06,0.07,0.05,0.19,*,*,-,0.15,0.03,0.07,0.05,0.05,0.03
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.60,0.44,0.62,0.72,*,*,-,0.92,0.30,0.62,0.53,0.58,0.62
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.52,0.40,0.54,0.58,*,*,-,0.69,0.36,0.53,0.48,0.51,0.55
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.31,0.15,0.33,0.44,*,*,-,0.83,0.20,0.32,0.26,0.29,0.31
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.20,0.11,0.21,0.27,*,*,-,0.31,0.19,0.21,0.17,0.19,0.19
