Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.61,0.61,0.61,-,-,-,-,-,*,0.60,0.67,0.61,0.60
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.50,0.52,0.49,-,-,-,-,*,0.50,0.50,0.52,0.50,0.49
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.34,0.34,0.34,-,-,-,-,-,*,0.33,0.38,0.33,0.31
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.24,0.29,0.21,-,-,-,-,*,0.30,0.23,0.24,0.24,0.20
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.22,0.26,0.20,-,-,-,-,-,*,0.21,0.24,0.21,0.16
Varnett_Public_School_Grade 3 Reading,Varnett_Public_School,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.05,0.02,0.06,-,-,-,-,*,0.00,0.04,0.07,0.05,0.04
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.66,0.61,0.68,-,-,-,-,-,*,0.64,0.71,0.65,0.68
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.31,0.33,0.30,-,-,-,-,*,0.20,0.28,0.41,0.31,0.31
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.36,0.29,0.40,-,-,-,-,-,*,0.37,0.33,0.36,0.38
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.09,0.06,0.11,-,-,-,-,*,0.20,0.07,0.14,0.09,0.10
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.13,0.17,-,-,-,-,-,*,0.16,0.14,0.16,0.15
Varnett_Public_School_Grade 3 Mathematics,Varnett_Public_School,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.04,0.00,0.07,-,-,-,-,*,0.20,0.04,0.03,0.04,0.06
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.63,0.77,0.54,-,-,-,-,-,0.88,0.68,0.54,0.63,0.52
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.45,0.33,0.49,-,-,-,-,-,0.50,0.47,0.38,0.45,0.46
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.38,0.40,0.36,-,-,-,-,-,0.50,0.40,0.32,0.38,0.36
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.21,0.20,0.21,-,-,-,-,-,0.38,0.22,0.15,0.21,0.17
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.11,0.04,0.16,-,-,-,-,-,0.13,0.15,0.03,0.11,0.15
Varnett_Public_School_Grade 4 Reading,Varnett_Public_School,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.08,0.13,0.07,-,-,-,-,-,0.13,0.08,0.08,0.08,0.06
