Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.87,0.71,0.90,0.85,*,*,*,0.78,0.62,0.88,0.82,0.84,0.94
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.79,0.85,0.78,0.80,*,*,*,*,0.44,0.80,0.76,0.75,0.64
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.59,0.48,0.62,0.60,*,*,*,0.44,0.36,0.61,0.52,0.53,0.56
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.44,0.44,0.41,0.46,*,*,*,*,0.16,0.44,0.45,0.36,0.36
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.32,0.26,0.31,0.34,*,*,*,0.33,0.12,0.34,0.28,0.27,0.23
La_Porte_ISD_Grade 3 Reading,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.21,0.15,0.19,0.23,*,*,*,*,0.05,0.21,0.19,0.16,0.17
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.82,0.65,0.86,0.82,*,*,*,0.67,0.53,0.82,0.82,0.79,0.88
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.80,0.78,0.77,0.85,*,*,*,*,0.48,0.78,0.88,0.74,0.71
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.52,0.39,0.54,0.52,*,*,*,0.33,0.32,0.53,0.47,0.48,0.56
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.40,0.44,0.39,0.40,*,*,*,*,0.25,0.41,0.38,0.34,0.36
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.23,0.16,0.21,0.26,*,*,*,0.11,0.12,0.25,0.15,0.22,0.21
La_Porte_ISD_Grade 3 Mathematics,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.13,0.04,0.12,0.15,*,*,*,*,0.05,0.13,0.14,0.10,0.14
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.83,0.86,0.82,0.83,*,*,*,0.77,0.53,0.85,0.78,0.79,0.81
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.75,0.66,0.73,0.80,*,*,*,*,0.39,0.75,0.76,0.74,0.68
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.59,0.68,0.56,0.61,*,*,*,0.62,0.35,0.61,0.55,0.55,0.49
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.44,0.31,0.42,0.48,*,*,*,*,0.20,0.45,0.41,0.37,0.34
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.26,0.29,0.22,0.30,*,*,*,0.23,0.12,0.27,0.23,0.21,0.18
La_Porte_ISD_Grade 4 Reading,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.20,0.10,0.21,0.20,*,*,*,*,0.06,0.22,0.15,0.17,0.16
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.81,0.79,0.78,0.85,*,*,*,0.85,0.53,0.83,0.77,0.76,0.78
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.73,0.52,0.74,0.75,*,*,*,*,0.49,0.74,0.71,0.67,0.66
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.48,0.43,0.47,0.51,*,*,*,0.38,0.28,0.48,0.49,0.40,0.47
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.31,0.49,0.49,*,*,*,*,0.29,0.47,0.50,0.40,0.30
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.25,0.32,0.23,0.27,*,*,*,0.23,0.13,0.26,0.23,0.21,0.19
