Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.59,0.55,0.60,0.56,*,0.97,0.71,0.59,0.38,0.60,0.55,0.58,0.57
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.42,0.39,0.42,0.43,*,0.74,*,0.61,0.23,0.43,0.38,0.41,0.40
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.30,0.26,0.30,0.38,*,0.53,0.71,0.35,0.20,0.31,0.26,0.29,0.27
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.14,0.14,0.13,0.17,*,0.38,*,0.31,0.13,0.14,0.13,0.13,0.12
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.12,0.09,0.13,0.12,*,0.27,0.29,0.18,0.05,0.13,0.10,0.12,0.11
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.04,0.04,0.04,0.03,*,0.18,*,0.11,0.00,0.04,0.04,0.03,0.04
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.52,0.40,0.54,0.56,*,0.87,0.71,0.47,0.33,0.53,0.45,0.51,0.54
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.37,0.26,0.40,0.24,*,0.68,*,0.38,0.26,0.39,0.28,0.36,0.39
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.24,0.16,0.25,0.27,*,0.77,0.43,0.35,0.20,0.25,0.17,0.23,0.24
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.11,0.07,0.12,0.08,*,0.47,*,0.19,0.13,0.12,0.09,0.11,0.12
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.08,0.05,0.08,0.09,*,0.50,0.14,0.09,0.06,0.08,0.05,0.08,0.08
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.04,0.01,0.04,0.05,*,0.35,*,0.03,0.03,0.04,0.03,0.03,0.04
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.60,0.56,0.61,0.58,*,0.89,0.67,0.64,0.31,0.62,0.55,0.60,0.60
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.39,0.34,0.39,0.53,*,0.63,0.22,0.35,0.21,0.40,0.34,0.38,0.38
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.34,0.31,0.35,0.37,*,0.66,0.17,0.36,0.19,0.36,0.30,0.34,0.34
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.14,0.13,0.14,0.29,*,0.34,0.11,0.15,0.16,0.14,0.13,0.13,0.13
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.13,0.10,0.14,0.16,*,0.40,0.17,0.14,0.05,0.14,0.11,0.13,0.14
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.04,0.03,0.04,0.08,*,0.09,0.00,0.04,0.02,0.04,0.03,0.04,0.04
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.50,0.37,0.53,0.48,*,0.86,0.67,0.44,0.30,0.53,0.43,0.50,0.53
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.37,0.24,0.40,0.48,*,0.69,0.11,0.27,0.23,0.39,0.30,0.36,0.40
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.23,0.12,0.26,0.19,*,0.54,0.67,0.31,0.18,0.26,0.16,0.23,0.27
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.16,0.09,0.17,0.27,*,0.51,0.00,0.12,0.17,0.17,0.13,0.16,0.17
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.10,0.04,0.12,0.05,*,0.46,0.00,0.11,0.06,0.12,0.07,0.10,0.12
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.07,0.03,0.07,0.13,*,0.29,0.00,0.04,0.05,0.07,0.05,0.06,0.08
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.66,0.59,0.68,0.69,*,0.86,0.82,0.55,0.34,0.69,0.59,0.66,0.67
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.56,0.48,0.57,0.63,0.67,0.77,0.80,0.50,0.29,0.57,0.52,0.54,0.55
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.39,0.31,0.40,0.51,*,0.62,0.36,0.29,0.21,0.41,0.32,0.38,0.40
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.25,0.21,0.25,0.35,0.33,0.49,0.20,0.25,0.19,0.26,0.21,0.24,0.23
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.19,0.14,0.21,0.26,*,0.46,0.09,0.16,0.06,0.21,0.15,0.19,0.20
Aldine_ISD_Grade 5 Reading,Aldine_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.30,0.31,0.12,0.10,0.12,0.15,0.33,0.28,0.20,0.11,0.04,0.13,0.09,0.12,0.11
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.60,0.46,0.64,0.61,*,0.89,0.45,0.50,0.32,0.63,0.49,0.60,0.65
