Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,67%,-8%,68%,-4%,85%,-8%,74%,-5%,78%,1%,92%,-6%,73%,-3%,82%
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,na,76%,na,76%,na,89%,na,82%,na,83%,na,91%,na,79%,na,85%
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,39%,-7%,39%,-3%,58%,-2%,45%,-3%,47%,3%,68%,-2%,40%,-1%,53%
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,na,45%,na,46%,na,61%,na,47%,na,50%,na,65%,na,42%,na,54%
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,19%,-8%,20%,-8%,33%,-9%,21%,-7%,24%,-2%,42%,-7%,18%,-7%,29%
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2019,na,27%,na,28%,na,41%,na,30%,na,31%,na,44%,na,25%,na,36%
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,62%,-17%,62%,-8%,80%,-11%,65%,-11%,72%,-4%,88%,-13%,66%,-9%,79%
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,na,79%,na,79%,na,88%,na,76%,na,83%,na,92%,na,79%,na,88%
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,31%,-18%,31%,-13%,49%,-16%,29%,-14%,35%,-6%,61%,-14%,29%,-13%,46%
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,na,49%,na,49%,na,62%,na,45%,na,49%,na,67%,na,43%,na,59%
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,14%,-10%,15%,-10%,27%,-10%,13%,-6%,17%,-7%,32%,-6%,13%,-9%,25%
