Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,na,25%,na,25%,na,37%,na,23%,na,23%,na,39%,na,19%,na,34%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,63%,-12%,63%,-7%,81%,-9%,68%,-10%,74%,-5%,87%,-10%,68%,-7%,79%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,88%,na,77%,na,84%,na,92%,na,78%,na,86%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,36%,-8%,37%,-6%,56%,-5%,40%,-10%,42%,-4%,65%,-7%,37%,-6%,51%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,62%,na,45%,na,52%,na,69%,na,44%,na,57%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-4%,32%,-2%,19%,-5%,21%,-3%,37%,-3%,16%,-2%,29%
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,36%,na,21%,na,26%,na,40%,na,19%,na,31%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-8%,79%,-11%,61%,-13%,69%,-5%,87%,-13%,62%,-9%,77%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,87%,na,72%,na,82%,na,92%,na,75%,na,86%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,36%,-12%,37%,-5%,59%,-5%,37%,-8%,44%,-3%,69%,-7%,37%,-7%,56%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,na,48%,na,49%,na,64%,na,42%,na,52%,na,72%,na,44%,na,63%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,21%,-8%,22%,-3%,41%,-5%,19%,-4%,26%,-1%,49%,-3%,20%,-4%,39%
Katy_ISD_Grade 4 Mathematics,Katy_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,na,28%,na,30%,na,44%,na,24%,na,30%,na,50%,na,23%,na,43%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-6%,88%,-10%,79%,-7%,84%,-5%,92%,-9%,79%,-6%,87%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,94%,na,89%,na,91%,na,97%,na,88%,na,93%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,-6%,66%,-5%,54%,-5%,56%,-5%,72%,-6%,49%,-6%,61%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,72%,na,59%,na,61%,na,77%,na,55%,na,67%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,4%,49%,5%,37%,3%,37%,4%,55%,3%,30%,2%,43%
Katy_ISD_Grade 5 Reading+,Katy_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,45%,na,32%,na,34%,na,51%,na,27%,na,41%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-10%,86%,-19%,71%,-13%,81%,-5%,92%,-17%,75%,-11%,85%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,96%,na,90%,na,94%,na,97%,na,92%,na,96%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-7%,66%,-11%,45%,-9%,54%,-5%,74%,-11%,46%,-9%,63%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,73%,na,56%,na,63%,na,79%,na,57%,na,72%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-8%,45%,-10%,26%,-8%,30%,-7%,51%,-11%,23%,-11%,41%
Katy_ISD_Grade 5 Mathematics+,Katy_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,53%,na,36%,na,38%,na,58%,na,34%,na,52%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-7%,81%,-9%,67%,-11%,73%,-4%,89%,-13%,66%,-12%,76%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,88%,na,76%,na,84%,na,93%,na,79%,na,88%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-16%,52%,-15%,35%,-20%,38%,-14%,60%,-21%,31%,-19%,46%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,68%,na,50%,na,58%,na,74%,na,52%,na,65%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-13%,26%,-12%,12%,-13%,14%,-13%,31%,-13%,10%,-14%,22%
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,39%,na,24%,na,27%,na,44%,na,23%,na,36%
