Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,67%,-8%,68%,-3%,71%,2%,62%,-4%,60%,2%,92%,-5%,56%,-5%,57%
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,na,76%,na,76%,na,74%,na,60%,na,64%,na,90%,na,61%,na,62%
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,39%,-7%,39%,-3%,43%,-4%,27%,-4%,27%,0%,70%,-6%,22%,-6%,24%
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,na,45%,na,46%,na,46%,na,31%,na,31%,na,70%,na,28%,na,30%
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,19%,-8%,20%,-6%,23%,-7%,10%,-5%,11%,-6%,45%,-6%,8%,-6%,9%
Spring_Branch_ISD_Grade 3 Reading,Spring_Branch_ISD,Grade 3 Reading,At Masters Grade Level,2019,na,27%,na,28%,na,29%,na,17%,na,16%,na,51%,na,14%,na,15%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,62%,-17%,62%,-9%,69%,-9%,49%,-12%,58%,-2%,91%,-14%,54%,-14%,57%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,na,79%,na,79%,na,78%,na,58%,na,70%,na,93%,na,68%,na,71%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,31%,-18%,31%,-6%,43%,-11%,20%,-8%,28%,-2%,70%,-8%,24%,-10%,27%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,na,49%,na,49%,na,49%,na,31%,na,36%,na,72%,na,32%,na,37%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,14%,-10%,15%,-4%,22%,-7%,6%,-5%,10%,-1%,43%,-6%,7%,-7%,9%
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,na,25%,na,25%,na,26%,na,13%,na,15%,na,44%,na,13%,na,16%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,63%,-12%,63%,-3%,66%,1%,54%,-4%,55%,-3%,88%,-6%,51%,-5%,52%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,69%,na,53%,na,59%,na,91%,na,57%,na,57%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,36%,-8%,37%,-3%,41%,-3%,23%,-4%,26%,-4%,68%,-5%,22%,-4%,24%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,44%,na,26%,na,30%,na,72%,na,27%,na,28%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-4%,20%,-9%,8%,-2%,10%,-9%,37%,-3%,7%,-2%,9%
Spring_Branch_ISD_Grade 4 Reading,Spring_Branch_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,24%,na,17%,na,12%,na,46%,na,10%,na,11%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-4%,68%,-1%,43%,-7%,57%,-1%,90%,-8%,53%,-7%,57%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,72%,na,44%,na,64%,na,91%,na,61%,na,64%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,36%,-12%,37%,-1%,48%,-4%,22%,-2%,34%,2%,76%,-4%,29%,-3%,33%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,na,48%,na,49%,na,49%,na,26%,na,36%,na,74%,na,33%,na,36%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,21%,-8%,22%,0%,33%,-3%,13%,0%,20%,1%,58%,-2%,15%,-1%,19%
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,na,28%,na,30%,na,33%,na,16%,na,20%,na,57%,na,17%,na,20%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-8%,75%,-14%,62%,-11%,65%,-4%,93%,-12%,63%,-11%,65%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,83%,na,76%,na,76%,na,97%,na,75%,na,76%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,-2%,52%,5%,41%,-2%,36%,-6%,79%,-2%,34%,0%,36%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,54%,na,36%,na,38%,na,85%,na,36%,na,36%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,4%,36%,5%,23%,3%,20%,3%,64%,4%,18%,4%,20%
Spring_Branch_ISD_Grade 5 Reading+,Spring_Branch_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,32%,na,18%,na,17%,na,61%,na,14%,na,16%
Spring_Branch_ISD_Grade 5 Mathematics+,Spring_Branch_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-9%,77%,-20%,56%,-12%,68%,-3%,94%,-14%,65%,-14%,68%
Spring_Branch_ISD_Grade 5 Mathematics+,Spring_Branch_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,86%,na,76%,na,80%,na,97%,na,79%,na,82%
Spring_Branch_ISD_Grade 5 Mathematics+,Spring_Branch_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-3%,55%,-2%,31%,-3%,40%,-4%,82%,-5%,36%,-4%,41%
