Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.72,0.66,0.69,0.92,0.94,0.90,0.33,0.89,0.48,0.72,0.70,0.67,0.66
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.59,0.49,0.54,0.90,0.71,0.86,*,0.67,0.38,0.59,0.55,0.51,0.54
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.46,0.37,0.41,0.80,0.67,0.79,0.11,0.79,0.30,0.47,0.44,0.38,0.38
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.32,0.22,0.26,0.71,0.29,0.68,*,0.47,0.24,0.33,0.29,0.23,0.25
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.28,0.19,0.22,0.61,0.50,0.65,0.11,0.61,0.11,0.28,0.26,0.20,0.20
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.17,0.08,0.12,0.48,0.07,0.48,*,0.27,0.08,0.17,0.15,0.10,0.12
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.67,0.53,0.66,0.89,0.83,0.91,0.22,0.86,0.45,0.69,0.60,0.62,0.67
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.51,0.34,0.48,0.85,0.50,0.83,*,0.57,0.35,0.52,0.45,0.43,0.48
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.40,0.26,0.36,0.71,0.50,0.79,0.11,0.72,0.28,0.41,0.34,0.32,0.37
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.24,0.12,0.19,0.59,0.21,0.65,*,0.36,0.23,0.25,0.20,0.16,0.19
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.20,0.10,0.16,0.47,0.33,0.61,0.00,0.46,0.13,0.22,0.15,0.13,0.17
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.12,0.05,0.07,0.38,0.14,0.45,*,0.36,0.08,0.12,0.09,0.06,0.08
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.71,0.65,0.69,0.91,0.83,0.91,1.00,0.93,0.46,0.73,0.68,0.66,0.66
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.56,0.48,0.51,0.84,0.54,0.84,*,*,0.30,0.57,0.51,0.49,0.49
