Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.64,0.77,0.83,0.60,0.91,*,0.71,0.45,0.77,0.68,0.73,0.75
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.66,0.57,0.65,0.74,0.63,0.90,-,0.69,0.36,0.68,0.59,0.61,0.64
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.50,0.37,0.50,0.59,0.40,0.82,*,0.43,0.27,0.52,0.42,0.46,0.49
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.34,0.25,0.32,0.47,0.38,0.62,-,0.42,0.19,0.36,0.28,0.29,0.31
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.26,0.18,0.26,0.32,0.20,0.50,*,0.19,0.06,0.27,0.20,0.22,0.25
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.15,0.11,0.13,0.24,0.13,0.29,-,0.14,0.05,0.15,0.12,0.12,0.13
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.67,0.49,0.70,0.73,0.40,0.91,*,0.67,0.36,0.70,0.57,0.64,0.70
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.61,0.45,0.61,0.68,0.63,0.90,-,0.67,0.35,0.63,0.53,0.56,0.63
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.41,0.28,0.42,0.45,0.20,0.64,*,0.38,0.22,0.43,0.29,0.37,0.44
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.28,0.15,0.28,0.41,0.25,0.52,-,0.28,0.17,0.29,0.26,0.24,0.31
