Texas Education Agency,,,,,,,,,,,,,,,,,
2020-21 STAAR Performance,,,,,,,,,,,,,,,,,
BETA ACADEMY (101870) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Due to the cancellation of spring 2020 STAAR, 2021 and 2019 STAAR data are shown.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
At Meets Grade Level or Above,2021,33%,34%,63%,75%,65%,*,-,*,-,*,60%,*,72%,52%,52%,78%
,2019,42%,43%,85%,*,85%,83%,-,*,-,-,40%,*,81%,88%,84%,82%
At Masters Grade Level,2021,10%,10%,20%,25%,22%,*,-,*,-,*,40%,*,26%,13%,15%,22%
,2019,18%,19%,40%,*,39%,50%,-,*,-,-,0%,*,42%,38%,45%,55%
Grade 8 Reading+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,96%,100%,94%,*,-,*,-,-,100%,-,94%,100%,96%,94%
,2019,86%,86%,100%,*,100%,*,-,-,-,-,*,-,100%,100%,100%,*
At Meets Grade Level or Above,2021,46%,48%,87%,100%,85%,*,-,*,-,-,80%,-,87%,87%,96%,94%
,2019,55%,56%,82%,*,85%,*,-,-,-,-,*,-,88%,75%,72%,*
At Masters Grade Level,2021,21%,22%,39%,57%,35%,*,-,*,-,-,80%,-,42%,33%,43%,39%
,2019,28%,30%,43%,*,42%,*,-,-,-,-,*,-,44%,42%,39%,*
Grade 8 Mathematics+,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,62%,62%,91%,100%,94%,*,-,*,-,-,100%,-,94%,87%,96%,100%
,2019,88%,88%,100%,*,100%,*,-,-,-,-,*,-,100%,100%,100%,*
At Meets Grade Level or Above,2021,36%,37%,65%,86%,62%,*,-,*,-,-,80%,-,61%,73%,78%,78%
,2019,57%,58%,86%,*,88%,*,-,-,-,-,*,-,94%,75%,83%,*
At Masters Grade Level,2021,11%,11%,13%,14%,9%,*,-,*,-,-,40%,-,19%,0%,13%,6%
,2019,17%,18%,29%,*,31%,*,-,-,-,-,*,-,19%,42%,28%,*
Grade 8 Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,68%,93%,100%,91%,*,-,*,-,-,100%,-,90%,100%,91%,100%
,2019,81%,81%,96%,*,96%,*,-,-,-,-,*,-,100%,92%,94%,*
At Meets Grade Level or Above,2021,43%,45%,61%,71%,56%,*,-,*,-,-,60%,-,71%,40%,61%,61%
,2019,51%,52%,54%,*,54%,*,-,-,-,-,*,-,56%,50%,56%,*
At Masters Grade Level,2021,24%,25%,28%,43%,24%,*,-,*,-,-,60%,-,35%,13%,35%,17%
,2019,25%,27%,14%,*,15%,*,-,-,-,-,*,-,13%,17%,17%,*
Grade 8 Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,57%,58%,80%,86%,79%,*,-,*,-,-,100%,-,81%,80%,87%,94%
,2019,69%,70%,96%,*,96%,*,-,-,-,-,*,-,93%,100%,94%,*
At Meets Grade Level or Above,2021,28%,29%,39%,57%,29%,*,-,*,-,-,80%,-,42%,33%,35%,28%
,2019,37%,38%,63%,*,64%,*,-,-,-,-,*,-,60%,67%,67%,*
At Masters Grade Level,2021,14%,15%,15%,29%,9%,*,-,*,-,-,60%,-,23%,0%,13%,6%
,2019,21%,23%,26%,*,28%,*,-,-,-,-,*,-,40%,8%,33%,*
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,67%,93%,*,93%,100%,-,*,-,-,*,-,92%,93%,89%,86%
,2019,68%,67%,100%,*,100%,-,-,-,-,-,*,-,100%,*,100%,100%
At Meets Grade Level or Above,2021,50%,51%,93%,*,93%,100%,-,*,-,-,*,-,92%,93%,89%,86%
,2019,50%,50%,100%,*,100%,-,-,-,-,-,*,-,100%,*,100%,100%
At Masters Grade Level,2021,12%,14%,41%,*,44%,33%,-,*,-,-,*,-,42%,40%,44%,29%
,2019,11%,11%,35%,*,31%,-,-,-,-,-,*,-,38%,*,42%,20%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,100%,*,100%,*,*,-,-,*,*,-,100%,100%,100%,*
At Meets Grade Level or Above,2021,57%,58%,100%,*,100%,*,*,-,-,*,*,-,100%,100%,100%,*
At Masters Grade Level,2021,11%,12%,50%,*,55%,*,*,-,-,*,*,-,61%,17%,42%,*
End of Course Algebra I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,95%,*,96%,89%,-,*,-,-,*,-,96%,93%,100%,100%
,2019,85%,84%,100%,*,100%,-,-,-,-,-,*,-,100%,*,100%,100%
At Meets Grade Level or Above,2021,41%,44%,74%,*,71%,78%,-,*,-,-,*,-,67%,87%,74%,57%
,2019,61%,61%,88%,*,88%,-,-,-,-,-,*,-,85%,*,92%,100%
At Masters Grade Level,2021,23%,26%,40%,*,36%,56%,-,*,-,-,*,-,44%,33%,47%,43%
,2019,37%,38%,65%,*,63%,-,-,-,-,-,*,-,54%,*,75%,60%
End of Course Biology,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,82%,82%,100%,*,100%,100%,-,*,-,-,*,-,100%,100%,100%,100%
,2019,88%,88%,100%,*,100%,-,-,-,-,-,*,-,100%,*,100%,100%
At Meets Grade Level or Above,2021,55%,57%,86%,*,86%,89%,-,*,-,-,*,-,78%,100%,84%,71%
,2019,62%,63%,82%,*,81%,-,-,-,-,-,*,-,77%,*,83%,80%
At Masters Grade Level,2021,22%,26%,14%,*,14%,11%,-,*,-,-,*,-,19%,7%,11%,0%
,2019,25%,28%,12%,*,6%,-,-,-,-,-,*,-,8%,*,8%,0%
End of Course U.S. History,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,88%,89%,*,*,-,-,-,-,-,-,-,-,-,*,-,-
At Meets Grade Level or Above,2021,69%,70%,*,*,-,-,-,-,-,-,-,-,-,*,-,-
At Masters Grade Level,2021,43%,45%,*,*,-,-,-,-,-,-,-,-,-,*,-,-
All Grades All Subjects,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,67%,68%,83%,79%,83%,89%,*,78%,-,77%,74%,76%,82%,84%,82%,83%
,2019,78%,78%,92%,95%,92%,98%,-,74%,-,80%,71%,*,93%,92%,92%,90%
At Meets Grade Level or Above,2021,41%,43%,50%,47%,50%,65%,*,51%,-,32%,39%,38%,50%,51%,46%,50%
,2019,50%,51%,60%,56%,61%,64%,-,39%,-,40%,18%,*,60%,59%,58%,56%
At Masters Grade Level,2021,18%,20%,21%,21%,21%,25%,*,32%,-,9%,23%,24%,20%,23%,20%,20%
,2019,24%,25%,27%,30%,27%,27%,-,17%,-,20%,6%,*,27%,27%,27%,25%
All Grades ELA/Reading,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,68%,69%,88%,83%,89%,97%,*,69%,-,90%,71%,89%,88%,88%,87%,87%
,2019,75%,75%,96%,97%,97%,100%,-,78%,-,*,82%,*,96%,97%,95%,95%
At Meets Grade Level or Above,2021,45%,46%,60%,49%,62%,72%,*,38%,-,50%,44%,44%,60%,61%,56%,59%
,2019,48%,49%,67%,58%,69%,63%,-,33%,-,*,30%,*,66%,67%,65%,67%
At Masters Grade Level,2021,18%,20%,30%,25%,31%,28%,*,23%,-,20%,31%,33%,27%,33%,27%,27%
,2019,21%,22%,35%,35%,36%,31%,-,11%,-,*,9%,*,36%,34%,35%,31%
All Grades Mathematics,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,66%,66%,76%,69%,77%,83%,*,85%,-,56%,67%,67%,75%,79%,76%,79%
,2019,82%,82%,90%,100%,89%,100%,-,78%,-,*,67%,*,90%,91%,90%,87%
At Meets Grade Level or Above,2021,37%,39%,40%,38%,39%,57%,*,54%,-,22%,30%,44%,38%,43%,37%,43%
,2019,52%,53%,54%,58%,54%,50%,-,44%,-,*,12%,*,56%,53%,51%,49%
At Masters Grade Level,2021,18%,19%,17%,14%,17%,29%,*,46%,-,0%,12%,22%,16%,20%,16%,19%
,2019,26%,28%,24%,32%,23%,25%,-,22%,-,*,9%,*,23%,25%,23%,24%
All Grades Writing,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,58%,59%,80%,82%,79%,78%,*,*,-,*,75%,*,78%,82%,76%,80%
,2019,68%,69%,90%,*,91%,91%,-,*,-,-,50%,*,93%,88%,90%,86%
At Meets Grade Level or Above,2021,30%,31%,42%,45%,44%,22%,*,*,-,*,25%,*,46%,38%,41%,53%
,2019,38%,39%,66%,*,64%,82%,-,*,-,-,17%,*,66%,66%,61%,50%
At Masters Grade Level,2021,9%,9%,9%,9%,10%,0%,*,*,-,*,13%,*,11%,7%,8%,11%
,2019,14%,15%,26%,*,26%,27%,-,*,-,-,0%,*,26%,26%,27%,28%
All Grades Science,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,71%,71%,90%,90%,90%,95%,-,67%,-,-,92%,*,90%,90%,89%,85%
,2019,81%,82%,87%,75%,89%,*,-,*,-,*,67%,-,92%,82%,87%,93%
At Meets Grade Level or Above,2021,44%,45%,58%,67%,53%,84%,-,50%,-,-,46%,*,58%,57%,52%,51%
,2019,54%,55%,48%,42%,49%,*,-,*,-,*,8%,-,51%,45%,51%,46%
At Masters Grade Level,2021,20%,22%,19%,33%,17%,26%,-,17%,-,-,31%,*,22%,16%,17%,15%
,2019,25%,27%,13%,17%,12%,*,-,*,-,*,0%,-,12%,15%,13%,4%
All Grades Social Studies,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2021,73%,74%,81%,88%,79%,*,-,*,-,-,100%,-,81%,81%,87%,94%
,2019,81%,81%,96%,*,96%,*,-,-,-,-,*,-,93%,100%,94%,*
At Meets Grade Level or Above,2021,49%,51%,40%,63%,29%,*,-,*,-,-,80%,-,42%,38%,35%,28%
,2019,55%,57%,63%,*,64%,*,-,-,-,-,*,-,60%,67%,67%,*
At Masters Grade Level,2021,29%,31%,17%,38%,9%,*,-,*,-,-,60%,-,23%,6%,13%,6%
,2019,33%,36%,26%,*,28%,*,-,-,-,-,*,-,40%,8%,33%,*
STAAR Performance Rates by Enrolled Grade at Meets Grade Level or Above,,,,,,,,,,,,,,,,,
3rd Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,25%,14%,0%,16%,*,-,*,-,0%,0%,20%,14%,15%,9%,15%
,2019,35%,36%,44%,38%,48%,*,-,*,-,*,*,-,34%,64%,43%,45%
Reading and Mathematics Including EOC,2021,24%,25%,14%,0%,16%,*,-,*,-,0%,0%,20%,14%,15%,9%,15%
,2019,35%,36%,44%,38%,48%,*,-,*,-,*,*,-,34%,64%,43%,45%
Reading Including EOC,2021,38%,39%,46%,15%,50%,*,-,*,-,60%,25%,40%,46%,46%,39%,41%
,2019,45%,45%,65%,63%,70%,*,-,*,-,*,*,-,60%,76%,68%,72%
Math Including EOC,2021,31%,31%,19%,0%,21%,*,-,*,-,0%,0%,40%,19%,17%,16%,21%
,2019,49%,48%,55%,63%,56%,*,-,*,-,*,*,-,49%,68%,54%,48%
4th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,15%,21%,14%,0%,*,*,-,*,0%,-,10%,21%,17%,10%
,2019,35%,36%,27%,*,27%,20%,-,*,-,-,0%,-,29%,26%,26%,24%
Reading and Mathematics Including EOC,2021,26%,27%,15%,21%,14%,0%,*,*,-,*,0%,-,10%,21%,17%,10%
,2019,35%,36%,27%,*,27%,20%,-,*,-,-,0%,-,29%,26%,26%,24%
Reading Including EOC,2021,36%,37%,38%,43%,35%,67%,*,*,-,*,27%,-,31%,47%,33%,35%
,2019,44%,45%,61%,*,61%,40%,-,*,-,-,14%,-,63%,59%,61%,60%
Math Including EOC,2021,36%,36%,24%,21%,23%,17%,*,*,-,*,18%,-,19%,30%,26%,28%
,2019,48%,49%,28%,*,28%,20%,-,*,-,-,0%,-,29%,28%,26%,24%
5th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,34%,35%,60%,55%,61%,67%,-,*,-,-,*,*,56%,63%,62%,57%
,2019,44%,44%,38%,30%,41%,-,-,*,-,*,0%,-,33%,41%,34%,35%
Reading and Mathematics Including EOC,2021,34%,35%,60%,55%,61%,67%,-,*,-,-,*,*,56%,63%,62%,57%
,2019,44%,44%,38%,30%,41%,-,-,*,-,*,0%,-,33%,41%,34%,35%
Reading Including EOC,2021,46%,47%,76%,73%,79%,67%,-,*,-,-,*,*,73%,80%,80%,73%
,2019,54%,54%,62%,40%,70%,-,-,*,-,*,29%,-,63%,62%,60%,60%
Math Including EOC,2021,44%,45%,67%,73%,65%,100%,-,*,-,-,*,*,63%,71%,67%,64%
,2019,58%,59%,48%,60%,48%,-,-,*,-,*,14%,-,43%,51%,45%,40%
6th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,24%,26%,18%,0%,21%,0%,-,-,-,*,0%,*,18%,17%,17%,23%
,2019,31%,32%,43%,43%,39%,*,-,*,-,-,33%,-,48%,39%,35%,46%
Reading and Mathematics Including EOC,2021,24%,26%,18%,0%,21%,0%,-,-,-,*,0%,*,18%,17%,17%,23%
,2019,31%,32%,43%,43%,39%,*,-,*,-,-,33%,-,48%,39%,35%,46%
Reading Including EOC,2021,32%,34%,48%,25%,52%,40%,-,-,-,*,17%,*,45%,50%,48%,53%
,2019,37%,38%,52%,57%,48%,*,-,*,-,-,33%,-,52%,52%,48%,62%
Math Including EOC,2021,36%,38%,30%,13%,30%,40%,-,-,-,*,17%,*,30%,31%,25%,35%
,2019,48%,49%,54%,57%,50%,*,-,*,-,-,33%,-,57%,52%,48%,54%
7th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,28%,31%,25%,35%,*,-,*,-,*,40%,*,31%,32%,22%,36%
,2019,36%,39%,63%,*,68%,50%,-,*,-,-,0%,*,65%,60%,65%,64%
Reading and Mathematics Including EOC,2021,27%,29%,31%,25%,35%,*,-,*,-,*,40%,*,31%,32%,22%,36%
,2019,37%,40%,63%,*,68%,50%,-,*,-,-,0%,*,65%,60%,65%,64%
Reading Including EOC,2021,45%,47%,57%,38%,62%,*,-,*,-,*,80%,*,62%,52%,43%,64%
,2019,49%,51%,78%,*,80%,83%,-,*,-,-,60%,*,65%,92%,77%,64%
Math Including EOC,2021,32%,34%,34%,38%,35%,*,-,*,-,*,40%,*,36%,32%,26%,39%
,2019,48%,50%,71%,*,75%,50%,-,*,-,-,0%,*,81%,60%,71%,82%
8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,21%,21%,65%,86%,62%,*,-,*,-,-,80%,-,61%,73%,78%,78%
,2019,34%,35%,79%,*,81%,*,-,-,-,-,*,-,81%,75%,72%,*
Reading and Mathematics Including EOC,2021,33%,34%,65%,86%,62%,*,-,*,-,-,80%,-,61%,73%,78%,78%
,2019,47%,48%,79%,*,81%,*,-,-,-,-,*,-,81%,75%,72%,*
Reading Including EOC,2021,47%,48%,87%,100%,85%,*,-,*,-,-,80%,-,87%,87%,96%,94%
,2019,55%,56%,82%,*,85%,*,-,-,-,-,*,-,88%,75%,72%,*
Math Including EOC,2021,43%,44%,65%,86%,62%,*,-,*,-,-,80%,-,61%,73%,78%,78%
,2019,62%,64%,86%,*,88%,*,-,-,-,-,*,-,94%,75%,83%,*
3rd - 8th Graders,,,,,,,,,,,,,,,,,
Reading and Mathematics,2021,26%,27%,31%,28%,32%,31%,*,36%,-,0%,23%,22%,28%,34%,29%,34%
,2019,36%,37%,44%,37%,46%,44%,-,33%,-,*,9%,*,43%,46%,41%,42%
Reading and Mathematics Including EOC,2021,28%,29%,31%,28%,32%,31%,*,36%,-,0%,23%,22%,28%,34%,29%,34%
,2019,38%,39%,44%,37%,46%,44%,-,33%,-,*,9%,*,43%,46%,41%,42%
Reading Including EOC,2021,41%,42%,56%,46%,58%,62%,*,36%,-,44%,44%,44%,54%,58%,52%,58%
,2019,47%,48%,65%,57%,67%,63%,-,33%,-,*,28%,*,64%,66%,64%,65%
Math Including EOC,2021,37%,38%,37%,34%,37%,50%,*,55%,-,22%,31%,44%,35%,40%,35%,42%
,2019,52%,53%,53%,57%,53%,50%,-,44%,-,*,13%,*,54%,51%,49%,47%
