Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.26,0.20,0.25,0.28,-,*,-,0.00,0.0,0.36,0.18,0.27,0.60
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.16,0.13,0.14,0.17,-,*,-,-,0.0,0.09,0.28,0.07,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.92,0.81,0.94,0.94,*,*,-,*,0.65,0.95,0.89,0.8,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.81,0.75,0.78,0.83,-,*,-,-,0.43,0.74,0.86,0.76,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.74,0.63,0.65,0.83,*,*,-,*,0.35,0.78,0.69,0.64,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.45,0.50,0.39,0.44,-,*,-,-,0.29,0.47,0.43,0.29,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.45,0.19,0.35,0.58,*,*,-,*,0.05,0.41,0.49,0.32,*
Aristoi_Classical_Academy_Grade 6 Reading,Aristoi_Classical_Academy,Grade 6 Reading,At Masters Grade Level,2021,0.15,0.16,0.21,0.33,0.04,0.24,-,*,-,-,0.0,0.12,0.27,0.06,*
Aristoi_Classical_Academy_Grade 6 Mathematics,Aristoi_Classical_Academy,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.86,0.69,0.84,0.92,*,*,-,*,0.55,0.9,0.82,0.76,*
Aristoi_Classical_Academy_Grade 6 Mathematics,Aristoi_Classical_Academy,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.81,0.83,0.71,0.85,-,*,-,-,0.57,0.77,0.84,0.65,*
Aristoi_Classical_Academy_Grade 6 Mathematics,Aristoi_Classical_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.62,0.56,0.45,0.71,*,*,-,*,0.25,0.62,0.62,0.48,*
Aristoi_Classical_Academy_Grade 6 Mathematics,Aristoi_Classical_Academy,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.61,0.67,0.38,0.71,-,*,-,-,0.43,0.54,0.66,0.35,*
