Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.80,0.67,0.79,0.85,*,*,-,0.81,0.57,0.82,0.75,0.78,0.77
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.71,0.51,0.69,0.80,*,*,-,0.83,0.36,0.69,0.77,0.62,0.55
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.53,0.33,0.50,0.61,*,*,-,0.75,0.32,0.55,0.49,0.49,0.49
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.37,0.29,0.33,0.44,*,*,-,0.67,0.09,0.37,0.38,0.27,0.20
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.32,0.20,0.29,0.38,*,*,-,0.44,0.16,0.33,0.29,0.27,0.23
Crosby_ISD_Grade 3 Reading,Crosby_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.19,0.14,0.17,0.22,*,*,-,0.33,0.00,0.19,0.18,0.12,0.08
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.70,0.54,0.69,0.75,*,*,-,0.81,0.46,0.72,0.65,0.65,0.72
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.67,0.41,0.69,0.72,*,*,-,0.67,0.30,0.66,0.68,0.59,0.66
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.40,0.15,0.37,0.49,*,*,-,0.63,0.25,0.43,0.30,0.33,0.40
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.34,0.20,0.32,0.42,*,*,-,0.50,0.13,0.33,0.39,0.25,0.26
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.16,0.06,0.13,0.22,*,*,-,0.31,0.06,0.17,0.14,0.11,0.14
Crosby_ISD_Grade 3 Mathematics,Crosby_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.10,0.15,0.15,*,*,-,0.33,0.06,0.15,0.13,0.10,0.12
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.83,0.74,0.83,0.86,*,-,-,0.67,0.56,0.84,0.80,0.79,0.80
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.71,0.49,0.71,0.78,*,*,-,0.50,0.46,0.72,0.70,0.66,0.69
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.60,0.50,0.57,0.69,*,-,-,0.50,0.26,0.58,0.65,0.52,0.52
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.39,0.22,0.38,0.44,*,*,-,0.33,0.27,0.39,0.38,0.34,0.36
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.31,0.22,0.33,0.31,*,-,-,0.33,0.16,0.32,0.31,0.24,0.24
Crosby_ISD_Grade 4 Reading,Crosby_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.15,0.11,0.13,0.18,*,*,-,0.17,0.01,0.15,0.15,0.12,0.11
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.72,0.54,0.73,0.75,*,-,-,0.67,0.41,0.72,0.72,0.65,0.71
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.63,0.38,0.65,0.66,*,*,-,0.60,0.41,0.65,0.57,0.56,0.64
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.24,0.43,0.48,*,-,-,0.50,0.17,0.43,0.44,0.36,0.41
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.36,0.13,0.35,0.44,*,*,-,0.40,0.26,0.39,0.29,0.29,0.35
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.23,0.12,0.22,0.27,*,-,-,0.17,0.09,0.22,0.24,0.16,0.20
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.20,0.02,0.18,0.27,*,*,-,0.40,0.06,0.22,0.15,0.14,0.15
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.86,0.67,0.87,0.88,*,*,-,1.00,0.65,0.90,0.76,0.79,0.86
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.82,0.79,0.78,0.87,*,*,-,0.88,0.50,0.82,0.80,0.76,0.73
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.60,0.37,0.60,0.67,*,*,-,0.50,0.36,0.68,0.42,0.52,0.57
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.48,0.45,0.42,0.57,*,*,-,0.38,0.28,0.49,0.45,0.44,0.32
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.36,0.20,0.36,0.40,*,*,-,0.38,0.17,0.40,0.27,0.31,0.30
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.30,0.31,0.30,0.21,0.25,0.40,*,*,-,0.25,0.12,0.32,0.27,0.25,0.18
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2022,0.77,0.76,0.86,0.70,0.89,0.87,*,*,-,0.75,0.65,0.89,0.78,0.81,0.94
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.70,0.70,0.78,0.75,0.74,0.84,*,*,-,0.75,0.54,0.82,0.69,0.74,0.74
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.55,0.39,0.59,0.55,*,*,-,0.63,0.35,0.59,0.46,0.52,0.64
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.49,0.29,0.49,0.55,*,*,-,0.50,0.28,0.53,0.40,0.45,0.47
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.09,0.28,0.23,*,*,-,0.50,0.11,0.28,0.16,0.23,0.32
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.22,0.07,0.21,0.27,*,*,-,0.19,0.06,0.24,0.17,0.20,0.16
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.72,0.46,0.70,0.81,*,*,-,0.75,0.47,0.78,0.59,0.61,0.68
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.66,0.52,0.60,0.79,*,*,-,0.69,0.38,0.70,0.58,0.58,0.46
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.40,0.17,0.40,0.47,*,*,-,0.50,0.27,0.43,0.33,0.32,0.34
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.31,0.28,0.24,0.42,*,*,-,0.31,0.18,0.34,0.24,0.24,0.11
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.16,0.02,0.15,0.20,*,*,-,0.25,0.11,0.18,0.11,0.13,0.13
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2021,0.13,0.14,0.13,0.04,0.11,0.21,*,*,-,0.06,0.02,0.14,0.11,0.10,0.03
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.70,0.70,0.66,0.55,0.62,0.74,*,*,-,0.62,0.38,0.71,0.54,0.58,0.50
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.58,0.40,0.59,0.64,*,-,-,0.50,0.30,0.59,0.55,0.51,0.58
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.20,0.34,0.41,*,*,-,0.24,0.25,0.37,0.29,0.28,0.27
