Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.92,0.80,0.92,1.00,*,*,-,*,0.75,0.87,1.00,0.89,0.89
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.82,0.62,0.84,*,-,*,-,1.00,0.63,0.85,0.78,0.79,0.69
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.61,0.60,0.60,0.64,*,*,-,*,0.33,0.58,0.68,0.58,0.37
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.46,0.15,0.50,*,-,*,-,0.60,0.25,0.46,0.46,0.39,0.41
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.30,0.40,0.28,0.27,*,*,-,*,0.17,0.25,0.41,0.23,0.16
Beta_Academy_Grade 3 Reading,Beta_Academy,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.20,0.08,0.22,*,-,*,-,0.40,0.13,0.17,0.27,0.17,0.15
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.74,0.60,0.75,0.91,*,*,-,*,0.42,0.71,0.78,0.68,0.47
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.62,0.38,0.64,*,-,*,-,0.40,0.38,0.63,0.61,0.58,0.56
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.33,0.34,0.27,*,*,-,*,0.25,0.36,0.32,0.28,0.26
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.19,0.00,0.21,*,-,*,-,0.00,0.00,0.19,0.17,0.16,0.21
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.13,0.00,0.13,0.09,*,*,-,*,0.00,0.11,0.16,0.11,0.11
Beta_Academy_Grade 3 Mathematics,Beta_Academy,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.05,0.00,0.06,*,-,*,-,0.00,0.00,0.04,0.07,0.04,0.05
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.85,0.70,0.87,*,-,0.80,-,*,0.78,0.89,0.82,0.87,0.81
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.77,0.71,0.77,0.83,*,*,-,*,0.55,0.75,0.79,0.74,0.83
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.60,0.20,0.62,*,-,0.60,-,*,0.44,0.67,0.53,0.58,0.54
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.38,0.43,0.35,0.67,*,*,-,*,0.27,0.31,0.47,0.33,0.35
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.28,0.20,0.29,*,-,0.40,-,*,0.11,0.29,0.27,0.28,0.23
Beta_Academy_Grade 4 Reading,Beta_Academy,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.09,0.07,0.08,0.17,*,*,-,*,0.00,0.04,0.16,0.13,0.03
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.73,0.40,0.75,*,-,1.00,-,*,0.56,0.68,0.77,0.68,0.79
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.55,0.36,0.56,0.67,*,*,-,*,0.55,0.50,0.60,0.56,0.60
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.39,0.20,0.38,*,-,1.00,-,*,0.44,0.43,0.35,0.30,0.40
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.24,0.21,0.23,0.17,*,*,-,*,0.18,0.19,0.30,0.26,0.28
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.18,0.10,0.20,*,-,0.20,-,*,0.11,0.19,0.17,0.13,0.13
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.07,0.07,0.04,0.17,*,*,-,*,0.09,0.06,0.09,0.07,0.10
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.92,0.87,0.93,0.86,*,*,-,*,0.71,0.93,0.89,0.90,0.92
Beta_Academy_Grade 5 Reading,Beta_Academy,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.95,0.91,0.97,1.00,-,*,-,-,*,0.92,0.98,1.00,0.93
