Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.74,0.73,0.73,0.90,*,*,-,0.71,0.48,0.75,0.68,0.72,0.71
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.58,0.55,0.57,0.71,*,0.78,-,0.78,0.21,0.58,0.55,0.55,0.55
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.42,0.43,0.41,0.65,*,*,-,0.43,0.24,0.43,0.39,0.40,0.37
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.27,0.23,0.27,0.43,*,0.78,-,0.33,0.09,0.28,0.25,0.24,0.25
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.21,0.19,0.21,0.23,*,*,-,0.14,0.03,0.22,0.18,0.20,0.19
Galena_Park_ISD_Grade 3 Reading,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.12,0.10,0.12,0.21,*,0.67,-,0.11,0.04,0.12,0.11,0.11,0.12
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.75,0.68,0.76,0.77,*,*,-,0.71,0.43,0.76,0.68,0.74,0.80
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.58,0.46,0.60,0.62,*,0.67,-,0.67,0.32,0.60,0.50,0.56,0.61
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.35,0.44,0.48,*,*,-,0.29,0.24,0.45,0.34,0.42,0.47
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.23,0.15,0.23,0.31,*,0.67,-,0.22,0.12,0.24,0.17,0.20,0.23
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.19,0.09,0.21,0.19,*,*,-,0.14,0.05,0.20,0.15,0.18,0.21
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.08,0.06,0.08,0.10,*,0.56,-,0.11,0.01,0.09,0.06,0.07,0.08
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.73,0.66,0.74,0.89,*,0.86,-,0.56,0.30,0.76,0.66,0.72,0.71
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.57,0.51,0.57,0.63,0.40,0.75,-,0.80,0.20,0.58,0.53,0.54,0.56
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.47,0.42,0.48,0.58,*,0.86,-,0.33,0.15,0.48,0.44,0.44,0.45
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.25,0.30,0.30,0.00,0.50,-,0.50,0.11,0.31,0.25,0.26,0.29
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.23,0.18,0.23,0.39,*,0.43,-,0.33,0.04,0.24,0.18,0.21,0.22
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.13,0.10,0.13,0.17,0.00,0.38,-,0.20,0.02,0.14,0.10,0.11,0.13
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.71,0.56,0.73,0.75,*,0.86,-,0.33,0.29,0.73,0.62,0.69,0.74
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.56,0.43,0.58,0.64,0.20,1.00,-,0.70,0.24,0.58,0.51,0.54,0.61
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.37,0.26,0.39,0.44,*,0.71,-,0.22,0.14,0.40,0.29,0.35,0.39
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.19,0.31,0.36,0.20,0.75,-,0.20,0.16,0.31,0.25,0.27,0.33
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.17,0.09,0.18,0.31,*,0.43,-,0.11,0.03,0.19,0.11,0.15,0.18
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.15,0.09,0.16,0.11,0.20,0.50,-,0.20,0.03,0.16,0.12,0.14,0.17
Galena_Park_ISD_Grade 5 Reading,Galena_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2022,0.81,0.81,0.81,0.79,0.81,0.85,*,0.86,-,0.90,0.45,0.82,0.78,0.80,0.81
Galena_Park_ISD_Grade 5 Reading,Galena_Park_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.71,0.57,0.73,0.68,-,1.00,-,0.90,0.33,0.72,0.67,0.70,0.74
