Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Crosby_ISD_Grade 4 Mathematics,Crosby_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.63,0.38,0.65,0.66,0.56,0.64
Katy_ISD_Grade 7 Reading,Katy_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.71,0.6,0.59,0.77,0.54,0.64
Katy_ISD_Grade 7 Reading,Katy_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.71,0.6,0.59,0.77,0.54,0.64
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.7,0.4,0.62,0.75,0.52,0.64
Tomball_ISD_Grade 5 Science,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.7,0.4,0.62,0.75,0.52,0.64
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.55,0.39,0.59,0.55,0.52,0.64
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.55,0.39,0.59,0.55,0.52,0.64
Huffman_ISD_Grade 6 Mathematics,Huffman_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.68,0.67,0.62,0.71,0.48,0.64
Huffman_ISD_Grade 6 Mathematics,Huffman_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.68,0.67,0.62,0.71,0.48,0.64
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.74,0.7,0.74,0.79,0.71,0.63
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.74,0.7,0.74,0.79,0.71,0.63
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.72,0.68,0.69,0.77,0.68,0.63
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.72,0.68,0.69,0.77,0.68,0.63
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.77,0.68,0.68,0.96,0.66,0.63
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.77,0.68,0.68,0.96,0.66,0.63
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.66,0.53,0.68,0.6,0.63,0.63
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.66,0.53,0.68,0.6,0.63,0.63
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.63,0.59,0.65,0.71,0.61,0.63
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.63,0.59,0.65,0.71,0.61,0.63
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.59,0.43,0.63,0.72,0.58,0.63
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.59,0.43,0.63,0.72,0.58,0.63
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.71,0.55,0.66,0.84,0.57,0.63
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.71,0.55,0.66,0.84,0.57,0.63
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.68,0.51,0.62,0.82,0.57,0.63
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.68,0.51,0.62,0.82,0.57,0.63
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.61,0.45,0.61,0.68,0.56,0.63
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.61,0.45,0.61,0.68,0.56,0.63
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.65,0.43,0.59,0.7,0.47,0.63
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.65,0.43,0.59,0.7,0.47,0.63
Katy_ISD_Grade 5 Mathematics,Katy_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.66,0.45,0.54,0.74,0.46,0.63
Katy_ISD_Grade 5 Mathematics,Katy_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.66,0.45,0.54,0.74,0.46,0.63
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.7,0.81,0.63,0.78,0.69,0.62
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.7,0.81,0.63,0.78,0.69,0.62
Huffman_ISD_Grade 6 Mathematics,Huffman_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.71,0.6,0.71,0.71,0.67,0.62
Huffman_ISD_Grade 6 Mathematics,Huffman_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.71,0.6,0.71,0.71,0.67,0.62
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.7,0.46,0.65,0.79,0.63,0.62
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.7,0.46,0.65,0.79,0.63,0.62
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.64,0.54,0.65,0.64,0.62,0.62
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.64,0.54,0.65,0.64,0.62,0.62
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.66,0.56,0.64,0.9,0.61,0.62
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.66,0.56,0.64,0.9,0.61,0.62
Goose_Creek_ISD_Grade 6 Reading,Goose_Creek_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.64,0.52,0.64,0.72,0.61,0.62
Goose_Creek_ISD_Grade 6 Reading,Goose_Creek_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.64,0.52,0.64,0.72,0.61,0.62
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.63,0.54,0.63,0.72,0.61,0.62
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.63,0.54,0.63,0.72,0.61,0.62
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.62,0.6,0.6,0.7,0.61,0.62
Harmony_Schools_South_Grade 5 Mathematics,Harmony_Schools_South,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.62,0.6,0.6,0.7,0.61,0.62
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.66,0.55,0.64,0.87,0.6,0.62
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.66,0.55,0.64,0.87,0.6,0.62
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.72,0.58,0.65,0.86,0.6,0.62
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,0.62,0.62,0.72,0.58,0.65,0.86,0.6,0.62
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.6,0.44,0.62,0.72,0.58,0.62
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.6,0.44,0.62,0.72,0.58,0.62
Spring_ISD_Grade 5 Reading,Spring_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.58,0.5,0.61,0.68,0.56,0.62
Spring_ISD_Grade 5 Reading,Spring_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.58,0.5,0.61,0.68,0.56,0.62
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.68,0.57,0.58,0.75,0.52,0.62
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.68,0.57,0.58,0.75,0.52,0.62
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.65,0.43,0.57,0.68,0.45,0.62
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.65,0.43,0.57,0.68,0.45,0.62
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.79,0.63,0.75,0.84,0.75,0.61
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.79,0.63,0.75,0.84,0.75,0.61
La_Porte_ISD_Grade 5 Mathematics,La_Porte_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.67,0.46,0.71,0.66,0.64,0.61
La_Porte_ISD_Grade 5 Mathematics,La_Porte_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.67,0.46,0.71,0.66,0.64,0.61
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.67,0.63,0.63,0.74,0.62,0.61
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.67,0.63,0.63,0.74,0.62,0.61
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.6,0.56,0.58,0.68,0.59,0.61
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.6,0.56,0.58,0.68,0.59,0.61
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.72,0.57,0.68,0.85,0.58,0.61
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.72,0.57,0.68,0.85,0.58,0.61
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.72,0.66,0.65,0.75,0.57,0.61
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.72,0.66,0.65,0.75,0.57,0.61
Spring_ISD_Grade 6 Mathematics,Spring_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.58,0.51,0.6,0.69,0.56,0.61
Spring_ISD_Grade 6 Mathematics,Spring_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2022,0.73,0.73,0.58,0.51,0.6,0.69,0.56,0.61
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.58,0.46,0.6,0.62,0.56,0.61
Galena_Park_ISD_Grade 3 Mathematics,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.58,0.46,0.6,0.62,0.56,0.61
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.58,0.47,0.6,0.55,0.55,0.61
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.58,0.47,0.6,0.55,0.55,0.61
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.61,0.58,0.53,0.75,0.54,0.61
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.61,0.58,0.53,0.75,0.54,0.61
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.56,0.43,0.58,0.64,0.54,0.61
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.56,0.43,0.58,0.64,0.54,0.61
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.63,0.54,0.48,0.59,0.54,0.61
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.63,0.54,0.48,0.59,0.54,0.61
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.65,0.49,0.6,0.8,0.51,0.61
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.65,0.49,0.6,0.8,0.51,0.61
Katy_ISD_Grade 5 Reading,Katy_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.66,0.54,0.56,0.72,0.49,0.61
Katy_ISD_Grade 5 Reading,Katy_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.66,0.54,0.56,0.72,0.49,0.61
Huffman_ISD_Grade 6 Reading,Huffman_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.59,0.71,0.58,0.59,0.43,0.61
Huffman_ISD_Grade 6 Reading,Huffman_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.59,0.71,0.58,0.59,0.43,0.61
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.84,0.64,0.79,0.9,0.78,0.6
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.84,0.64,0.79,0.9,0.78,0.6
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.82,0.73,0.8,0.84,0.73,0.6
Aristoi_Classical_Academy_Grade 3 Reading,Aristoi_Classical_Academy,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.82,0.73,0.8,0.84,0.73,0.6
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.67,0.75,0.57,0.8,0.65,0.6
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.67,0.75,0.57,0.8,0.65,0.6
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.65,0.63,0.65,0.65,0.65,0.6
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2022,0.8,0.81,0.65,0.63,0.65,0.65,0.65,0.6
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.74,0.62,0.67,0.87,0.63,0.6
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.74,0.62,0.67,0.87,0.63,0.6
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.73,0.46,0.68,0.83,0.62,0.6
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.73,0.46,0.68,0.83,0.62,0.6
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.67,0.73,0.59,0.86,0.61,0.6
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.67,0.73,0.59,0.86,0.61,0.6
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.62,0.48,0.61,0.8,0.6,0.6
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Approaches Grade Level or Above,2022,0.66,0.66,0.62,0.48,0.61,0.8,0.6,0.6
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.66,0.61,0.64,0.74,0.6,0.6
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.66,0.61,0.64,0.74,0.6,0.6
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.6,0.56,0.58,0.63,0.6,0.6
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.6,0.56,0.58,0.63,0.6,0.6
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.6,0.56,0.61,0.58,0.6,0.6
Aldine_ISD_Grade 4 Reading,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.6,0.56,0.61,0.58,0.6,0.6
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.61,0.53,0.62,0.47,0.6,0.6
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,0.68,0.68,0.61,0.53,0.62,0.47,0.6,0.6
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.72,0.55,0.64,0.81,0.56,0.6
Aristoi_Classical_Academy_Grade 3 Mathematics,Aristoi_Classical_Academy,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.72,0.55,0.64,0.81,0.56,0.6
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.57,0.46,0.61,0.71,0.56,0.6
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021,0.73,0.73,0.57,0.46,0.61,0.71,0.56,0.6
Sheldon_ISD_Grade 5 Mathematics,Sheldon_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.57,0.48,0.6,0.71,0.56,0.6
Sheldon_ISD_Grade 5 Mathematics,Sheldon_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021,0.7,0.7,0.57,0.48,0.6,0.71,0.56,0.6
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.55,0.36,0.56,0.67,0.56,0.6
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.55,0.36,0.56,0.67,0.56,0.6
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.64,0.52,0.58,0.78,0.54,0.6
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2022,0.58,0.58,0.64,0.52,0.58,0.78,0.54,0.6
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.64,0.6,0.37,0.6,0.54,0.6
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.64,0.6,0.37,0.6,0.54,0.6
La_Porte_ISD_Grade 7 Mathematics,La_Porte_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.53,0.35,0.57,0.5,0.51,0.6
La_Porte_ISD_Grade 7 Mathematics,La_Porte_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.53,0.35,0.57,0.5,0.51,0.6
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.71,0.48,0.63,0.76,0.48,0.6
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.71,0.48,0.63,0.76,0.48,0.6
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.62,0.26,0.53,0.66,0.4,0.6
Tomball_ISD_Grade 4 Mathematics,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.62,0.26,0.53,0.66,0.4,0.6
Aristoi_Classical_Academy_Grade 5 Mathematics,Aristoi_Classical_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.46,0.3,0.36,0.51,0.36,0.6
Aristoi_Classical_Academy_Grade 5 Mathematics,Aristoi_Classical_Academy,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.46,0.3,0.36,0.51,0.36,0.6
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.26,0.2,0.25,0.28,0.27,0.6
Aristoi_Classical_Academy_Grade 5 Science,Aristoi_Classical_Academy,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.26,0.2,0.25,0.28,0.27,0.6
Aristoi_Classical_Academy_Grade 5 Mathematics,Aristoi_Classical_Academy,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.21,0.2,0.07,0.25,0.23,0.6
Aristoi_Classical_Academy_Grade 5 Mathematics,Aristoi_Classical_Academy,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.21,0.2,0.07,0.25,0.23,0.6
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.73,0.61,0.67,0.87,0.64,0.59
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.73,0.61,0.67,0.87,0.64,0.59
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.75,0.62,0.69,0.85,0.64,0.59
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021,0.69,0.71,0.75,0.62,0.69,0.85,0.64,0.59
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.73,0.58,0.67,0.91,0.63,0.59
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.73,0.58,0.67,0.91,0.63,0.59
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.68,0.5,0.67,0.73,0.62,0.59
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021,0.62,0.64,0.68,0.5,0.67,0.73,0.62,0.59
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.62,0.64,0.57,0.64,0.6,0.59
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2022,0.7,0.7,0.62,0.64,0.57,0.64,0.6,0.59
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.63,0.63,0.54,0.76,0.55,0.59
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.63,0.63,0.54,0.76,0.55,0.59
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.6,0.45,0.62,0.65,0.55,0.59
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.6,0.45,0.62,0.65,0.55,0.59
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.58,0.4,0.59,0.67,0.54,0.59
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.6,0.58,0.4,0.59,0.67,0.54,0.59
