Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,1.00,0.75,0.75,*,-,-,0.67,0.54,0.76,0.74,0.74,0.76
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.64,*,0.53,0.68,-,-,-,0.57,0.36,0.65,0.60,0.56,0.54
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.49,0.80,0.45,0.50,*,-,-,0.33,0.31,0.46,0.57,0.44,0.44
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.32,*,0.16,0.38,-,-,-,0.14,0.14,0.32,0.33,0.18,0.17
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.23,0.20,0.17,0.25,*,-,-,0.17,0.13,0.24,0.20,0.21,0.00
Huffman_ISD_Grade 3 Reading,Huffman_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.11,*,0.08,0.13,-,-,-,0.14,0.06,0.12,0.08,0.06,0.13
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.73,1.00,0.68,0.76,*,-,-,0.67,0.49,0.74,0.73,0.72,0.68
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.64,*,0.54,0.69,-,-,-,0.43,0.38,0.67,0.54,0.52,0.42
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.80,0.35,0.47,*,-,-,0.17,0.27,0.44,0.41,0.41,0.36
Huffman_ISD_Grade 3 Mathematics,Huffman_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.25,*,0.14,0.29,-,-,-,0.14,0.05,0.27,0.19,0.11,0.21
