Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.81,0.73,0.78,0.91,0.78,0.93,0.75,0.86,0.54,0.83,0.75,0.75,0.78
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.75,0.66,0.69,0.86,0.61,0.89,0.57,0.82,0.46,0.77,0.67,0.67,0.69
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.59,0.47,0.52,0.73,0.54,0.79,0.63,0.68,0.31,0.61,0.52,0.49,0.52
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.46,0.35,0.37,0.61,0.33,0.66,0.43,0.54,0.25,0.47,0.39,0.34,0.37
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.36,0.27,0.28,0.51,0.26,0.54,0.13,0.42,0.13,0.37,0.31,0.25,0.28
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.23,0.14,0.16,0.35,0.13,0.37,0.43,0.29,0.07,0.24,0.18,0.13,0.15
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.74,0.60,0.68,0.88,0.65,0.92,1.00,0.82,0.47,0.76,0.64,0.64,0.70
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.68,0.51,0.62,0.84,0.46,0.87,0.57,0.69,0.45,0.69,0.61,0.57,0.65
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.44,0.29,0.35,0.61,0.30,0.74,0.50,0.55,0.26,0.46,0.36,0.33,0.38
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.34,0.20,0.25,0.51,0.24,0.61,0.29,0.37,0.23,0.36,0.27,0.23,0.30
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.21,0.11,0.14,0.34,0.11,0.45,0.13,0.27,0.08,0.23,0.16,0.13,0.17
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.15,0.06,0.09,0.24,0.09,0.34,0.00,0.16,0.05,0.16,0.11,0.08,0.12
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2022,0.77,0.77,0.82,0.71,0.79,0.90,0.80,0.93,0.89,0.86,0.49,0.84,0.76,0.76,0.80
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.69,0.58,0.63,0.81,0.53,0.87,0.86,0.79,0.36,0.72,0.60,0.59,0.64
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2022,0.54,0.55,0.60,0.48,0.55,0.74,0.54,0.80,0.44,0.62,0.29,0.63,0.53,0.51,0.56
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.41,0.30,0.32,0.56,0.29,0.63,0.43,0.52,0.22,0.44,0.33,0.29,0.32
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.30,0.34,0.22,0.27,0.47,0.31,0.55,0.44,0.32,0.09,0.36,0.28,0.24,0.30
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.20,0.13,0.13,0.32,0.18,0.37,0.14,0.30,0.07,0.22,0.15,0.11,0.13
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.70,0.70,0.71,0.55,0.66,0.84,0.63,0.92,0.67,0.74,0.41,0.75,0.62,0.62,0.71
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,0.59,0.60,0.60,0.41,0.52,0.79,0.56,0.86,0.86,0.71,0.34,0.64,0.50,0.47,0.55
