Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,American_Indian,Asian,Pacific_Islander,Two_or_More_Races,Special_Ed_Current,Continuously_Enrolled,Non_Continuously_Enrolled,Econ_Disadv,ELL
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Approaches Grade Level or Above,2022,0.76,0.76,0.76,0.81,0.70,0.70,-,0.94,*,0.80,0.46,0.77,0.76,0.75,0.71
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Approaches Grade Level or Above,2021,0.67,0.68,0.54,0.58,0.48,0.62,-,0.79,*,*,0.29,0.54,0.55,0.53,0.50
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.50,0.47,0.46,0.60,-,0.81,*,0.40,0.21,0.50,0.49,0.47,0.44
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.22,0.23,0.15,0.23,-,0.57,*,*,0.14,0.23,0.20,0.21,0.23
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2022,0.30,0.31,0.21,0.25,0.15,0.10,-,0.50,*,0.20,0.04,0.21,0.22,0.19,0.13
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.20,0.08,0.08,0.05,0.08,-,0.29,*,*,0.00,0.10,0.04,0.07,0.09
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Approaches Grade Level or Above,2022,0.71,0.71,0.62,0.60,0.55,0.80,-,0.88,*,0.80,0.46,0.63,0.58,0.59,0.58
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,0.62,0.62,0.38,0.46,0.22,0.46,-,0.79,*,*,0.14,0.38,0.38,0.36,0.34
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.35,0.29,0.40,-,0.63,*,0.40,0.21,0.36,0.31,0.34,0.31
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.12,0.14,0.03,0.31,-,0.36,*,*,0.07,0.11,0.15,0.10,0.11
